id,question_fr,sql,difficulty,tables_used,tags,accept_for_training,reject_reasons,runtime_ok,runtime_error,runtime_timeout,execution_ms,result_row_count,result_col_count,result_hash_sha256
cand_000020,Quel est le montant total de la dette (indicateur D001) pour toutes les communes en 2024 ?,SELECT SUM(CAST(er.value AS REAL)) AS dette_totale_2024 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024';,easy,"[""extraction_results"", ""documents""]","[""dette"", ""agregation""]",True,[],True,,False,13,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
cand_000021,Combien de documents ont été traités avec succès pour le budget principal (BP) en 2023 ?,SELECT COUNT(*) FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.budget_type = 'BP' AND d.document_year = '2023';,easy,"[""documents"", ""states""]","[""succes_traitement"", ""budget_principal""]",True,[],True,,False,2,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
cand_000022,Quelle est la valeur moyenne des dépenses d'investissement (indicateur DF011) pour les communes de plus de 100 000 habitants en 2024 ?,"SELECT AVG(CAST(er.value AS REAL)) AS depenses_moyennes FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2024' AND d.city_name IN ('Paris', 'Marseille', 'Lyon', 'Toulouse');",easy,"[""extraction_results"", ""documents""]","[""investissement"", ""moyenne""]",True,[],True,,False,12,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
cand_000023,Liste des communes ayant soumis des documents au format PDF en 2024.,SELECT DISTINCT city_name FROM documents WHERE format = 'pdf' AND document_year = '2024';,easy,"[""documents""]","[""format_document"", ""communes""]",True,[],True,,False,1,13,1,621be35a65bc923272a243ea79f31149c7b547578d042bd879dc16251b5e8099
cand_000024,Quel est le nombre total de pages traitées pour les documents M57_CA en 2023 ?,SELECT SUM(nb_pages) AS total_pages FROM documents WHERE mask = 'M57_CA' AND document_year = '2023';,easy,"[""documents""]","[""volume_traitement"", ""pages""]",True,[],True,,False,1,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
cand_000025,Combien de documents présentent des avertissements lors de l'extraction pour l'année 2024 ?,SELECT COUNT(*) FROM documents WHERE warning_message != '' AND document_year = '2024';,easy,"[""documents""]","[""qualite_donnees"", ""avertissements""]",True,[],True,,False,1,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
cand_000026,Quelle est la valeur maximale de recettes de fonctionnement (indicateur RF01) extraite en 2024 ?,SELECT MAX(CAST(er.value AS REAL)) AS recettes_max FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'RF01' AND d.document_year = '2024';,easy,"[""extraction_results"", ""documents""]","[""recettes"", ""valeur_max""]",True,[],True,,False,15,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
cand_000027,Pourcentage de documents avec budget annexe (BA) parmi les documents 2024.,SELECT (COUNT(*) FILTER (WHERE budget_type = 'BA') * 100.0 / COUNT(*)) AS pourcentage_ba FROM documents WHERE document_year = '2024';,easy,"[""documents""]","[""repartition_budget"", ""budget_annexe""]",True,[],True,,False,1,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
cand_000028,Classement des 5 communes avec les plus hautes dettes (D001) en 2024.,"SELECT d.city_name, CAST(er.value AS REAL) AS dette FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024' ORDER BY dette DESC LIMIT 5;",medium,"[""extraction_results"", ""documents""]","[""classement"", ""dette""]",True,[],True,,False,14,5,2,7259e1a7f8c8cfd4e5335ba0e40701c8025b7a4c6d647d20d29f0337b03d3524
cand_000029,Évolution du nombre de documents traités entre 2023 et 2024 par type de masque.,"SELECT mask, COUNT(*) FILTER (WHERE document_year = '2023') AS count_2023, COUNT(*) FILTER (WHERE document_year = '2024') AS count_2024 FROM documents GROUP BY mask;",medium,"[""documents""]","[""evolution_temporelle"", ""volume_documents""]",True,[],True,,False,1,3,3,0f28e193883435c1b21a641018571818f65e5ebc8b0cd86a38541c550f757a5d
cand_000030,Quelles communes ont une dette (D001) supérieure à la moyenne nationale en 2024 ?,"SELECT d.city_name, CAST(er.value AS REAL) AS dette FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024' AND CAST(er.value AS REAL) > (SELECT AVG(CAST(value AS REAL)) FROM extraction_results WHERE safir_field_id = 'D001' AND document_id IN (SELECT document_id FROM documents WHERE document_year = '2024'));",medium,"[""extraction_results"", ""documents""]","[""comparaison"", ""dette""]",True,[],True,,False,33,24,2,ddea6e45dc1aa2f51934ad8ed5ac1a9b71bb944ab842bdcee004c297e65f9c10
cand_000031,Répartition des indicateurs financiers les plus fréquemment extraits en 2024.,"SELECT safir_field_id, COUNT(*) AS nombre_extractions FROM extraction_results WHERE document_id IN (SELECT document_id FROM documents WHERE document_year = '2024') GROUP BY safir_field_id ORDER BY nombre_extractions DESC LIMIT 10;",medium,"[""extraction_results"", ""documents""]","[""frequence_indicateurs"", ""extraction""]",True,[],True,,False,29,10,2,0c91736904fcb14ba7258413fecbc844135e21abd27b4c4831108cf60b06bd7e
cand_000032,Taux d'échec d'extraction par type de document (mask) en 2024.,"SELECT d.mask, (COUNT(*) FILTER (WHERE s.code = 'ERROR') * 100.0 / COUNT(*)) AS taux_echec FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' GROUP BY d.mask;",medium,"[""documents"", ""states""]","[""taux_echec"", ""qualite_extraction""]",True,[],True,,False,4,2,2,fb22a598a3b1b16bc1c598d72d67f887866f2a0a7361a7dce494502cbf08f571
cand_000033,Montant total des investissements (DF011) par région (groupement de communes) en 2024.,"SELECT CASE WHEN d.city_name LIKE '%AGGLOMERATION%' THEN 'Agglomération' WHEN d.city_name LIKE '%METROPOLE%' THEN 'Métropole' ELSE 'Commune' END AS type_entite, SUM(CAST(er.value AS REAL)) AS total_investissement FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2024' GROUP BY type_entite;",medium,"[""extraction_results"", ""documents""]","[""investissement"", ""agregation_geographique""]",True,[],True,,False,15,3,2,96d8fabb9e3f75f262193df3d3646c2a450b4dff4e3add242d12d02f363aae78
cand_000034,Quels indicateurs financiers n'ont jamais été extraits avec erreur en 2024 ?,SELECT DISTINCT safir_field_id FROM extraction_results WHERE safir_field_id NOT IN (SELECT safir_field_id FROM extraction_results WHERE message_error != '' AND document_id IN (SELECT document_id FROM documents WHERE document_year = '2024')) AND document_id IN (SELECT document_id FROM documents WHERE document_year = '2024');,medium,"[""extraction_results"", ""documents""]","[""fiabilite_indicateurs"", ""erreurs_extraction""]",True,[],True,,False,54,0,1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000035,Comparaison des dépenses de fonctionnement (DF01) entre budgets principaux (BP) et annexes (BA) en 2024.,"SELECT d.budget_type, AVG(CAST(er.value AS REAL)) AS depenses_moyennes FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF01' AND d.document_year = '2024' GROUP BY d.budget_type;",medium,"[""extraction_results"", ""documents""]","[""depenses"", ""comparaison_budget""]",True,[],True,,False,12,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000036,Quelles communes ont vu leur dette (D001) augmenter de plus de 10% entre 2023 et 2024 ?,"WITH dette_2023 AS (SELECT d.siret, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2023'), dette_2024 AS (SELECT d.siret, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024') SELECT d2024.siret, d2023.valeur AS dette_2023, d2024.valeur AS dette_2024 FROM dette_2024 d2024 JOIN dette_2023 d2023 ON d2024.siret = d2023.siret WHERE (d2024.valeur - d2023.valeur) / d2023.valeur > 0.1;",hard,"[""extraction_results"", ""documents""]","[""evolution_dette"", ""analyse_comparative""]",True,[],True,,False,40,0,3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000037,Quels ensembles de règles (ruleset) incluent des validations pour la dette (D001) et les investissements (DF011) ?,SELECT DISTINCT vr.ruleset_id FROM validation_rules vr WHERE vr.safir_field_id_list LIKE '%D001%' AND vr.safir_field_id_list LIKE '%DF011%';,hard,"[""validation_rules""]","[""regles_validation"", ""couverture_indicateurs""]",True,[],True,,False,71,0,1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000038,Taux de complétude par indicateur financier (pourcentage de valeurs non vides) en 2024.,"SELECT safir_field_id, (COUNT(*) FILTER (WHERE value != '') * 100.0 / COUNT(*)) AS taux_remplissage FROM extraction_results WHERE document_id IN (SELECT document_id FROM documents WHERE document_year = '2024') GROUP BY safir_field_id ORDER BY taux_remplissage DESC;",hard,"[""extraction_results"", ""documents""]","[""qualite_donnees"", ""completude""]",True,[],True,,False,41,126,2,f7f8d07fa90be81df0ddc79cc5cc92c054ab0dc808b776c70415bf6fe005c2da
cand_000039,Détection des anomalies : communes où les dépenses (DF01) dépassent 150% des recettes (RF01) en 2024.,"SELECT dep.document_id, dep.value AS depenses, rec.value AS recettes FROM (SELECT er.document_id, CAST(er.value AS REAL) AS value FROM extraction_results er WHERE er.safir_field_id = 'DF01' AND er.document_id IN (SELECT document_id FROM documents WHERE document_year = '2024')) dep JOIN (SELECT er.document_id, CAST(er.value AS REAL) AS value FROM extraction_results er WHERE er.safir_field_id = 'RF01' AND er.document_id IN (SELECT document_id FROM documents WHERE document_year = '2024')) rec ON dep.document_id = rec.document_id WHERE dep.value > rec.value * 1.5;",hard,"[""extraction_results"", ""documents""]","[""anomalie_financiere"", ""ratio_depenses_recettes""]",True,[],True,,False,25,0,3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000040,Quel est le montant total des dépenses de fonctionnement (DF01) pour toutes les communes en 2024 ?,SELECT SUM(CAST(er.value AS REAL)) AS total_depenses_fonctionnement FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF01' AND d.document_year = '2024';,easy,"[""extraction_results"", ""documents""]","[""aggregation"", ""filter""]",True,[],True,,False,14,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
cand_000041,Combien de communes ont déclaré des recettes d'investissement (RI01) supérieures à 500 000 € en 2023 ?,SELECT COUNT(DISTINCT d.siret) FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'RI01' AND d.document_year = '2023' AND CAST(er.value AS REAL) > 500000;,easy,"[""extraction_results"", ""documents""]","[""count"", ""filter""]",True,[],True,,False,14,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
cand_000042,Quelle est la dette moyenne (D001) des communes de plus de 100 000 habitants en 2024 ?,SELECT AVG(CAST(er.value AS REAL)) AS dette_moyenne FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024';,easy,"[""extraction_results"", ""documents""]","[""aggregation"", ""filter""]",True,[],True,,False,13,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
cand_000043,Répartition des documents par type de budget (BP/BA) pour l'année 2024.,"SELECT budget_type, COUNT(*) AS nombre_documents FROM documents WHERE document_year = '2024' GROUP BY budget_type;",easy,"[""documents""]","[""group_by"", ""count""]",True,[],True,,False,1,2,2,7816e2bade1e6b6091222c10ee6f1588246a9587e25fdcef09a366b930400c6b
cand_000044,Quel est le ratio moyen dépenses/investissements par commune en 2023 ?,"SELECT d.siret, AVG(CAST(er1.value AS REAL) / NULLIF(CAST(er2.value AS REAL), 0)) AS ratio FROM extraction_results er1 JOIN extraction_results er2 ON er1.document_id = er2.document_id JOIN documents d ON er1.document_id = d.document_id WHERE er1.safir_field_id = 'DF01' AND er2.safir_field_id = 'DF011' AND d.document_year = '2023' GROUP BY d.siret;",medium,"[""extraction_results"", ""documents""]","[""join"", ""aggregation""]",True,[],True,,False,14,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000045,Top 5 des communes avec les plus hautes recettes de fonctionnement (RF01) en 2024.,"SELECT d.city_name, CAST(er.value AS REAL) AS recettes FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'RF01' AND d.document_year = '2024' ORDER BY recettes DESC LIMIT 5;",medium,"[""extraction_results"", ""documents""]","[""ordering"", ""limit""]",True,[],True,,False,15,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000046,Comparaison du total des investissements (DF011) entre budgets principaux et annexes en 2024.,"SELECT d.budget_type, SUM(CAST(er.value AS REAL)) AS total_investissements FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2024' GROUP BY d.budget_type;",medium,"[""extraction_results"", ""documents""]","[""group_by"", ""aggregation""]",True,[],True,,False,13,2,2,7cb69cbaa794429e0afea9698010af93f1db4c6a0f663597cd6345f0d9993f3f
cand_000047,Quelles communes ont un ratio dette/recettes supérieur à 1.5 en 2024 ?,SELECT d.city_name FROM extraction_results er1 JOIN extraction_results er2 ON er1.document_id = er2.document_id JOIN documents d ON er1.document_id = d.document_id WHERE er1.safir_field_id = 'D001' AND er2.safir_field_id = 'RF01' AND d.document_year = '2024' AND (CAST(er1.value AS REAL) / CAST(er2.value AS REAL)) > 1.5;,medium,"[""extraction_results"", ""documents""]","[""join"", ""filter""]",True,[],True,,False,21,0,1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000048,Évolution de la dette moyenne (D001) entre 2023 et 2024 par type de document.,"SELECT d.mask, d.document_year, AVG(CAST(er.value AS REAL)) AS dette_moyenne FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year IN ('2023','2024') GROUP BY d.mask, d.document_year ORDER BY d.mask, d.document_year;",medium,"[""extraction_results"", ""documents""]","[""group_by"", ""trend""]",True,[],True,,False,12,5,3,a31148b4425cf052b9a147875192cf9b960c2fe4dbaa10c9249d908a009f21e1
cand_000049,Quel pourcentage des documents présente des anomalies de validation pour les indicateurs clés ?,SELECT (COUNT(DISTINCT CASE WHEN er.message_error IS NOT NULL THEN d.document_id END) * 100.0 / COUNT(DISTINCT d.document_id)) AS pourcentage_anomalies FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year = '2024';,medium,"[""documents"", ""extraction_results""]","[""left_join"", ""aggregation""]",True,[],True,,False,25,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
cand_000050,Quelles règles de validation sont les plus fréquemment déclenchées pour les documents M57_CA en 2024 ?,"SELECT vr.definition, COUNT(*) AS occurrences FROM extraction_results er JOIN documents d ON er.document_id = d.document_id JOIN validation_rules vr ON er.message_error LIKE '%' || vr.validation_rule_id || '%' WHERE d.mask = 'M57_CA' AND d.document_year = '2024' GROUP BY vr.definition ORDER BY occurrences DESC LIMIT 5;",hard,"[""extraction_results"", ""documents"", ""validation_rules""]","[""join"", ""pattern_matching""]",False,"[""runtime_timeout""]",False,interrupted,True,8000,0,0,
cand_000051,Détecter les communes où les dépenses de fonctionnement (DF01) dépassent de 20% la moyenne départementale en 2024.,"WITH moyenne_dep AS (SELECT AVG(CAST(er.value AS REAL)) AS avg_df01 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF01' AND d.document_year = '2024') SELECT d.city_name, CAST(er.value AS REAL) AS depenses FROM extraction_results er JOIN documents d ON er.document_id = d.document_id, moyenne_dep WHERE er.safir_field_id = 'DF01' AND d.document_year = '2024' AND CAST(er.value AS REAL) > moyenne_dep.avg_df01 * 1.2;",hard,"[""extraction_results"", ""documents""]","[""cte"", ""anomaly""]",True,[],True,,False,12,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000052,Analyse de la corrélation entre le nombre de pages des documents et le taux d'erreur d'extraction par commune en 2024.,"SELECT d.city_name, d.nb_pages, (COUNT(CASE WHEN er.message_error IS NOT NULL THEN 1 END) * 100.0 / COUNT(*)) AS taux_erreur FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year = '2024' GROUP BY d.city_name, d.nb_pages ORDER BY taux_erreur DESC;",hard,"[""documents"", ""extraction_results""]","[""left_join"", ""aggregation""]",True,[],True,,False,34,19,3,fa4449d25af6aa8c53fa143f0ad42e6db08eca646f29e99797e4f3716660ab6c
cand_000053,Quel est le montant total des recettes de fonctionnement (RF01) pour toutes les communes en 2024 ?,SELECT SUM(CAST(er.value AS REAL)) AS total_recettes_fonctionnement FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'RF01' AND d.document_year = '2024';,easy,"[""extraction_results"", ""documents""]","[""revenue_analysis"", ""aggregation""]",True,[],True,,False,14,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
cand_000054,Combien de communes ont déclaré des dépenses d'investissement (DF011) supérieures à 1 million d'euros en 2023 ?,SELECT COUNT(DISTINCT d.siret) AS nombre_communes FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2023' AND CAST(er.value AS REAL) > 1000000;,easy,"[""extraction_results"", ""documents""]","[""investment_analysis"", ""threshold""]",True,[],True,,False,15,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
cand_000055,Quelle est la dette moyenne (D001) des communes ayant publié des documents M57_CA en 2024 ?,SELECT AVG(CAST(er.value AS REAL)) AS dette_moyenne FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.mask = 'M57_CA' AND d.document_year = '2024';,easy,"[""extraction_results"", ""documents""]","[""debt_analysis"", ""average""]",True,[],True,,False,14,1,1,3d54fe9f6b45a62ac8b04c2fb4245523533487e19cbcd76e63703551078d6956
