id,question_fr,sql,difficulty,tables_used,tags,accept_for_training,reject_reasons,runtime_ok,runtime_error,runtime_timeout,execution_ms,result_row_count,result_col_count,result_hash_sha256
cand_000036,Quels sont les documents où l'extraction du champ DF011 a échoué en 2023 ?,SELECT d.document_id FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2023' AND er.message_error IS NOT NULL,hard,"[""extraction_results"", ""documents""]","[""error_analysis"", ""field_validation""]",True,[],True,,False,3,16,1,5c97806147dee3ea61a417b6f52fa750b21b4d5d4e44b7dbcfb292ea59191656
cand_000037,Quelle est la moyenne du nombre de pages par document pour les documents en format scan en 2024 ?,SELECT AVG(nb_pages) FROM documents WHERE format = 'scan' AND document_year = '2024',easy,"[""documents""]","[""document_stats"", ""format_analysis""]",True,[],True,,False,0,1,1,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000038,Quel est le nombre moyen de pages par document pour les documents en 2023 ?,SELECT AVG(nb_pages) FROM documents WHERE document_year = '2023',easy,"[""documents""]","[""document_stats"", ""yearly_analysis""]",True,[],True,,False,0,1,1,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000039,Quels sont les documents avec des erreurs dans les champs de recettes en 2024 ?,SELECT * FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.message_error LIKE '%recettes%' AND d.document_year = '2024',medium,"[""extraction_results"", ""documents""]","[""error_analysis"", ""revenue_fields""]",True,[],True,,False,11,540,22,36abf7d42190472e955f0edf46e35794391d54b49aba9535267b5401f6056e39
cand_000040,Quel est le nombre de documents avec des erreurs d'extraction dans les champs de dépenses en 2024 ?,SELECT COUNT(*) FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.message_error LIKE '%dépenses%' AND d.document_year = '2024',hard,"[""extraction_results"", ""documents""]","[""error_analysis"", ""expense_fields""]",True,[],True,,False,6,1,1,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000041,Quel est le nombre total de documents en 2024 ?,SELECT COUNT(*) FROM documents WHERE document_year = '2024';,easy,"[""documents""]","[""document_stats"", ""year_filter""]",True,[],True,,False,0,1,1,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000042,Quels sont les documents avec des erreurs d'extraction dans les champs de recettes en 2024 ?,"SELECT d.document_id, d.city_name, e.safir_field_id, e.value FROM documents d JOIN extraction_results e ON d.document_id = e.document_id WHERE d.document_year = '2024' AND e.safir_field_id LIKE 'R%' AND e.message_error IS NOT NULL;",medium,"[""documents"", ""extraction_results""]","[""error_analysis"", ""field_filter"", ""year_filter""]",True,[],True,,False,23,5300,4,4ae06e78407e2f58333f7a29034cfb628246606b07c0234394290109ec8b331c
cand_000043,"Quel est le taux de documents avec succès en 2024, par commune, trié par nombre de documents décroissant ?","SELECT d.city_name, COUNT(*) AS total_documents, SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) AS success_count, ROUND((SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) * 100.0 / COUNT(*)), 2) AS success_rate FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' GROUP BY d.city_name ORDER BY total_documents DESC;",hard,"[""documents"", ""states""]","[""success_rate"", ""group_by"", ""join""]",True,[],True,,False,1,18,4,2866ffb10bbef64c864e153739fe87ec8245f0dce2180cd09bae7ff68f3ba8d1
cand_000044,Quels sont les 5 types de masque les plus courants en 2024 ?,"SELECT mask, COUNT(*) AS count FROM documents WHERE document_year = '2024' GROUP BY mask ORDER BY count DESC LIMIT 5;",easy,"[""documents""]","[""mask_distribution"", ""group_by""]",True,[],True,,False,0,2,2,359aac85fb11b3b8197ebbec0c55f9fcaa4065a892f9db5d13185b150ae0c5ef
cand_000045,Quel est le nombre de documents avec des erreurs liées à la dette en 2024 ?,SELECT COUNT(*) FROM documents d JOIN extraction_results e ON d.document_id = e.document_id WHERE d.document_year = '2024' AND e.safir_field_id LIKE 'D%' AND e.message_error IS NOT NULL;,medium,"[""documents"", ""extraction_results""]","[""error_analysis"", ""field_filter"", ""year_filter""]",True,[],True,,False,5,1,1,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000046,"Quelle est la valeur totale du champ D001 pour les documents en 2024, en excluant les documents avec erreurs ?",SELECT SUM(CAST(value AS REAL)) AS total_D001 FROM extraction_results e JOIN documents d ON e.document_id = d.document_id WHERE d.document_year = '2024' AND e.safir_field_id = 'D001' AND e.message_error IS NULL;,hard,"[""documents"", ""extraction_results""]","[""value_aggregation"", ""field_filter"", ""error_filter""]",True,[],True,,False,3,1,1,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000047,Quel est le pourcentage de documents avec succès en 2024 par type de masque ?,"SELECT mask, ROUND((COUNT(CASE WHEN s.code = 'SUCCESS' THEN 1 END) * 100.0 / COUNT(*)), 2) AS success_rate FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' GROUP BY mask;",hard,"[""documents"", ""states""]","[""success_rate"", ""mask_filter"", ""join""]",True,[],True,,False,1,2,2,f196d132f45b4c31813458088998c8d9fc75d59a8418df047348b7dd2e1c9dec
cand_000048,Quels sont les documents avec des avertissements sur les sections annexes en 2024 ?,"SELECT document_id, warning_message FROM documents WHERE document_year = '2024' AND warning_message LIKE '%annexes%';",medium,"[""documents""]","[""warning_analysis"", ""text_filter"", ""year_filter""]",True,[],True,,False,0,37,2,932449e16c85ccee6bd6ec21427f6b82356b3138c39999948af7f91f5adcc52f
cand_000049,Quel est le nombre moyen de pages par document pour les documents en format scan en 2024 ?,SELECT AVG(nb_pages) FROM documents WHERE document_year = '2024' AND format = 'scan';,medium,"[""documents""]","[""avg_calculation"", ""format_filter"", ""year_filter""]",True,[],True,,False,0,1,1,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000050,Quels sont les documents avec des erreurs d'extraction dans les champs de recettes en 2023 ?,"SELECT d.document_id, d.city_name, e.safir_field_id, e.value FROM documents d JOIN extraction_results e ON d.document_id = e.document_id WHERE d.document_year = '2023' AND e.safir_field_id LIKE 'R%' AND e.message_error IS NOT NULL;",medium,"[""documents"", ""extraction_results""]","[""error_analysis"", ""field_filter"", ""year_filter""]",True,[],True,,False,4,898,4,c07c8a836c9003a6c83b5fa5b2eda047a8cf2c23fffc1da8477d1d1d680892a1
cand_000051,Quel est le nombre de documents avec des avertissements mais pas d'erreurs en 2023 ?,SELECT COUNT(*) FROM documents WHERE document_year = '2023' AND warning_message IS NOT NULL AND error_message IS NULL;,medium,"[""documents""]","[""warning_analysis"", ""filter_combination"", ""year_filter""]",True,[],True,,False,0,1,1,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000052,Quel est le nombre de documents avec succès en 2024 par type de budget (BP/BA) ?,"SELECT budget_type, COUNT(*) AS success_count FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' AND s.code = 'SUCCESS' GROUP BY budget_type;",medium,"[""documents"", ""states""]","[""success_count"", ""budget_type"", ""join""]",True,[],True,,False,0,2,2,efc8b8e2215c17b591631f2acb342eeb1200bf193d1e9478b69068dbc1530c98
cand_000053,Quelle est la commune avec le plus grand nombre de documents en 2024 ?,"SELECT city_name, COUNT(*) AS nb_docs FROM documents WHERE document_year = '2024' GROUP BY city_name ORDER BY nb_docs DESC LIMIT 1",easy,"[""documents""]","[""city_analysis"", ""top_entity""]",True,[],True,,False,0,1,2,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000054,Quels sont les 5 types de masque les plus courants en 2023 ?,"SELECT mask, COUNT(*) AS count FROM documents WHERE document_year = '2023' GROUP BY mask ORDER BY count DESC LIMIT 5",easy,"[""documents""]","[""mask_distribution"", ""year_filter""]",True,[],True,,False,0,3,2,8ea20ca2037e3a0a78af1486f399f21b41fbe30a03c85565f32d49ced5af1ee7
cand_000055,"Quel est le nombre de documents avec succès en 2024 par commune, trié par nombre de documents décroissant ?","SELECT city_name, COUNT(*) AS success_count FROM documents WHERE document_year = '2024' AND state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY city_name ORDER BY success_count DESC",medium,"[""documents"", ""states""]","[""success_rate"", ""city_analysis""]",True,[],True,,False,13,18,2,99b7c898ada730127079a6d5620f5a4d1b779fd5fa47e30090a1327c0c60c151
cand_000056,"Quelle est la valeur totale du champ D002 pour les documents en 2023, en excluant les documents avec erreurs ?",SELECT SUM(CAST(value AS REAL)) AS total_D002 FROM extraction_results JOIN documents ON extraction_results.document_id = documents.document_id WHERE documents.document_year = '2023' AND documents.state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS') AND safir_field_id = 'D002',medium,"[""extraction_results"", ""documents"", ""states""]","[""financial_aggregation"", ""error_exclusion""]",True,[],True,,False,14,1,1,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000057,Quel est le pourcentage de documents avec succès en 2023 par type de masque ?,"SELECT mask, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM documents WHERE document_year = '2023') AS success_rate FROM documents WHERE document_year = '2023' AND state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY mask",medium,"[""documents"", ""states""]","[""success_rate"", ""mask_filter""]",True,[],True,,False,13,3,2,a3081bda163db4bb7e6bdac534dbb1a2b9820af748df83a1fcb4c5fecb7da188
cand_000058,Quel est le pourcentage de documents avec succès en 2024 ?,SELECT (COUNT(CASE WHEN s.code = 'SUCCESS' THEN 1 END) * 100.0 / COUNT(*)) AS success_rate FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024';,medium,"[""documents"", ""states""]","[""percentage"", ""state_filter"", ""year_filter""]",True,[],True,,False,0,1,1,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000059,Quels sont les 5 communes avec le plus de documents en 2024 ?,"SELECT city_name, COUNT(*) AS document_count FROM documents WHERE document_year = '2024' GROUP BY city_name ORDER BY document_count DESC LIMIT 5;",medium,"[""documents""]","[""top_n"", ""group_by"", ""year_filter""]",True,[],True,,False,0,5,2,4dc230d1a357d66c0c1bab52156228df90a43306354ca64f06be1d6a4ceea918
cand_000060,Quel est le nombre moyen de pages par document en 2023 ?,SELECT AVG(nb_pages) AS avg_pages FROM documents WHERE document_year = '2023';,easy,"[""documents""]","[""average"", ""year_filter""]",True,[],True,,False,0,1,1,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000061,Quelle est la distribution des types de budget (BP/BA) en 2023 ?,"SELECT budget_type, COUNT(*) AS count FROM documents WHERE document_year = '2023' GROUP BY budget_type;",easy,"[""documents""]","[""group_by"", ""year_filter""]",True,[],True,,False,0,2,2,8d33aa2b7d0c94c5e0f92205a181d38215edeb197d05809108760fb475db7151
cand_000062,Quel est le taux de documents en erreur par commune en 2024 ?,"SELECT city_name, (COUNT(CASE WHEN s.code = 'ERROR' THEN 1 END) * 100.0 / COUNT(*)) AS error_rate FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.document_year = '2024' GROUP BY city_name;",hard,"[""documents"", ""states""]","[""percentage"", ""group_by"", ""state_filter"", ""year_filter""]",True,[],True,,False,0,18,2,77e0fadfceac4b65dace4af70af25dc9dab15ca2c849d8eeefcfb58202415677
cand_000063,"Quelle est la valeur totale du champ D001 pour les documents en 2023, en excluant les documents avec erreurs ?",SELECT SUM(CAST(value AS REAL)) AS total_D001 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2023' AND d.state_id NOT IN (SELECT state_id FROM states WHERE code = 'ERROR');,hard,"[""extraction_results"", ""documents"", ""states""]","[""sum"", ""field_filter"", ""year_filter"", ""state_filter""]",True,[],True,,False,10,1,1,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000064,Quel est le nombre de documents avec des erreurs dans les champs de recettes en 2024 ?,SELECT COUNT(*) FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id LIKE 'R%' AND er.message_error IS NOT NULL AND d.document_year = '2024';,medium,"[""extraction_results"", ""documents""]","[""count"", ""field_pattern"", ""error_filter"", ""year_filter""]",True,[],True,,False,5,1,1,52667a7a891300ed684f58519513f055b926e050ec59e2eed63e41571e15ed5b
cand_000065,Quels sont les documents avec des erreurs d'extraction dans les champs de dépenses en 2024 ?,"SELECT d.document_id, d.city_name FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.safir_field_id LIKE 'D%' AND er.message_error IS NOT NULL AND d.document_year = '2024';",medium,"[""documents"", ""extraction_results""]","[""error_filter"", ""field_pattern"", ""year_filter""]",True,[],True,,False,21,4995,2,0f4a9c37b194c86dc64a506d24fba310b80a4585b38bb32ce484b2ed12e9138a
cand_000066,Quels sont les documents avec des erreurs liées à la dette en 2024 et un nombre de pages supérieur à 100 ?,"SELECT d.document_id, d.city_name, d.nb_pages FROM documents d WHERE d.document_year = '2024' AND d.error_message LIKE '%dette%' AND d.nb_pages > 100;",medium,"[""documents""]","[""text_search"", ""numeric_filter"", ""year_filter"", ""error_filter""]",True,[],True,,False,0,0,3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
