,user_question,gold_sql,generated_sql,code_quality_score_gen,code_quality_score_gold,relevance_gen,relevance_gold,logic_gen,logic_gold,fit_with_gold,reasoning_quality_gen,reasoning_gen_result,reasoning_gold_result,reasoning_quality_gold
10,"Pour chaque type de document (mask), quel est le taux d'échec d'extraction (documents en état ERROR) ?","SELECT d.mask, ROUND(100.0 * SUM(CASE WHEN s.code = 'ERROR' THEN 1 ELSE 0 END) / COUNT(*), 2) AS taux_echec FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY d.mask;","SELECT 
    mask, 
    SUM(CASE WHEN state_id = 'ERROR' THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS failure_rate
FROM 
    documents
GROUP BY 
    mask",0.0,2.5,0,1,0,1,0,"The query is incorrect because it uses 'state_id = ""ERROR""' directly, but 'state_id' is a foreign key referencing the 'states' table where 'code' contains the state values like 'ERROR'. It should join with 'states' table to filter by 'code = ""ERROR""'. Additionally, it lacks French aliases and doesn't consider extraction-specific failure rates as implied by the context, though the request is ambiguous; however, based on schema hints, extraction failure might relate to 'extraction_runs' or 'extraction_results' states, not just document states.","The generated query incorrectly assumes state_id contains 'ERROR' directly, but state_id is a foreign key referencing states.state_id, not the state code. This leads to incorrect failure rate calculations (all zeros) that don't match the gold results.","The gold query correctly joins documents with states to access the state code, properly calculates failure rates per mask, and produces accurate results that answer the user's question about extraction failure rates.","La logique est correcte car la requête joint correctement 'documents' avec 'states' via 'state_id', filtre sur le code d'état 'ERROR' pour calculer le taux d'échec par 'mask', et utilise des alias français ('taux_echec'). Elle répond complètement à la demande en fournissant le taux d'échec d'extraction par type de document, avec une sélection pertinente des champs nécessaires."
11,Top 5 des indicateurs financiers les plus fréquemment extraits (safir_field_id) en 2024.,"SELECT safir_field_id, COUNT(*) AS occurrences FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year = '2024' GROUP BY safir_field_id ORDER BY occurrences DESC LIMIT 5;","SELECT safir_field_id 
FROM extraction_results 
WHERE document_year = '2024' 
GROUP BY safir_field_id 
ORDER BY COUNT(*) DESC 
LIMIT 5",0.0,1.5,0,1,0,1,0,"La requête est incorrecte car elle utilise 'document_year' qui n'existe pas dans la table extraction_results. Elle doit joindre avec la table documents pour filtrer par année. Elle ne sélectionne que safir_field_id sans contexte supplémentaire, et les alias sont absents ou non en français.","The generated query fails with an execution error due to referencing a non-existent column 'document_year' in extraction_results, making it logically unsound and unable to produce relevant results.","The gold query correctly joins extraction_results with documents to filter by document_year='2024', groups by safir_field_id, counts occurrences, and returns the top 5, providing a relevant and logically sound answer.","The SQL logic is correct: it properly joins extraction_results with documents on document_id, filters for document_year='2024', groups by safir_field_id, counts occurrences, and limits to top 5. It selects the correct financial field (safir_field_id) and value count. However, it lacks context like document names or years in output, and aliases are in English ('occurrences') instead of French (e.g., 'occurrences' should be 'occurrences' or 'nombre_occurrences' in French)."
12,Quelles communes ont des documents avec des valeurs manquantes pour le champ 'DF011' (dépenses d'investissement) ?,SELECT DISTINCT d.city_name FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.safir_field_id = 'DF011' AND (er.value IS NULL OR er.value = '');,"SELECT DISTINCT city_name
FROM documents
JOIN extraction_results ON documents.document_id = extraction_results.document_id
WHERE safir_field_id = 'DF011' AND value IS NULL",1.5,1.5,0,1,1,1,0,"The SQL logic is correct as it properly joins documents and extraction_results on document_id, filters for safir_field_id='DF011' and NULL values, and selects distinct city_name. However, it lacks context like document_year and budget_type for human understanding, and aliases are missing or not in French (e.g., no 'AS commune').","The generated query is logically sound but fails to answer the question correctly because it only checks for NULL values, missing the empty string condition that the gold query includes, resulting in an empty result set.","The gold query correctly identifies communes with missing values for DF011 by checking both NULL and empty strings, providing a relevant and accurate answer to the user's question.","The SQL logic correctly identifies communes with missing values for DF011 by joining documents and extraction_results, filtering on safir_field_id and checking for NULL or empty values. However, it lacks context like document_year and budget_type for human interpretation, and uses English aliases instead of French."
13,Comparaison du nombre de documents entre 2023 et 2024 par type de budget.,"SELECT budget_type, SUM(CASE WHEN document_year = '2023' THEN 1 ELSE 0 END) AS annee_2023, SUM(CASE WHEN document_year = '2024' THEN 1 ELSE 0 END) AS annee_2024 FROM documents GROUP BY budget_type;","SELECT 
    budget_type, 
    COUNT(*) AS num_documents_2023, 
    COUNT(CASE WHEN document_year = '2024' THEN 1 END) AS num_documents_2024
FROM 
    documents
WHERE 
    document_year IN ('2023', '2024')
GROUP BY 
    budget_type",0.0,2.5,0,1,0,1,0,"La logique est incorrecte car la requête ne compare pas correctement le nombre de documents entre 2023 et 2024 par type de budget. Elle utilise une seule colonne COUNT(*) pour 2023 et un CASE pour 2024, ce qui ne donne pas des comptes distincts pour chaque année. De plus, les alias ne sont pas en français et la sélection manque de clarté pour une comparaison directe.","The generated query incorrectly counts all documents for 2023 instead of only those from 2023, leading to inflated numbers that don't match the gold standard. This logical error makes the results unreliable for comparing document counts between years.","The gold query correctly calculates separate counts for 2023 and 2024 documents by budget type using conditional aggregation, providing accurate and relevant results that answer the user's comparison question.","La requête est logiquement correcte car elle utilise la table 'documents' avec les colonnes 'budget_type' et 'document_year' pour compter les documents par type de budget (BP/BA) et comparer les années 2023 et 2024. La sélection est pertinente avec les champs nécessaires, complète avec les noms de types de budget, et les alias sont en français ('annee_2023', 'annee_2024'), ce qui correspond parfaitement à la demande de l'utilisateur."
14,Durée moyenne d'exécution des extractions (différence entre start_time et created_at des résultats) pour les documents M57_CA.,SELECT AVG(JULIANDAY(er.created_at) - JULIANDAY(r.start_time)) * 86400 AS duree_moyenne_sec FROM extraction_runs r JOIN extraction_results er ON r.run_id = er.run_id JOIN documents d ON r.document_id = d.document_id WHERE d.mask = 'M57_CA';,"SELECT AVG(JULIANDAY(er.created_at) - JULIANDAY(erun.start_time)) AS avg_execution_duration
FROM extraction_results er
JOIN extraction_runs erun ON er.run_id = erun.run_id
JOIN documents d ON erun.document_id = d.document_id
WHERE d.mask = 'M57_CA'",1.5,2.0,0,0,1,1,1,"La logique est correcte : la requête calcule bien la durée moyenne d'exécution des extractions pour les documents M57_CA en joignant correctement extraction_results, extraction_runs et documents, et en filtrant sur mask='M57_CA'. Cependant, le résultat manque de contexte (pas d'année, type de budget, etc.) et l'alias n'est pas en français comme requis.","The generated query is logically sound with correct joins and filtering for M57_CA documents, but both queries return empty results, so it doesn't answer the question about average execution duration.","The gold query is logically correct with proper table relationships and filtering, but returns an empty result set, failing to provide the requested average execution time.","La logique est correcte : la requête calcule bien la durée moyenne d'exécution des extractions pour les documents M57_CA en joignant extraction_runs, extraction_results et documents avec les bonnes clés étrangères et filtre. La sélection est pertinente (différence entre start_time et created_at). Cependant, le résultat manque de contexte (pas de nom de commune, année, type de budget) pour interpréter la durée moyenne. L'alias 'duree_moyenne_sec' est en français et approprié."
15,Quels indicateurs financiers présentent plus de 10% de valeurs nulles ou vides ?,"SELECT safir_field_id, ROUND(100.0 * SUM(CASE WHEN value IS NULL OR value = '' THEN 1 ELSE 0 END) / COUNT(*), 2) AS taux_vides FROM extraction_results GROUP BY safir_field_id HAVING taux_vides > 10;","SELECT fr.safir_field_id, COUNT(er.result_id) AS null_count
FROM extraction_results er
JOIN field_rules fr ON er.safir_field_id = fr.safir_field_id
WHERE er.value IS NULL OR er.value = ''
GROUP BY fr.safir_field_id
HAVING null_count > (SELECT COUNT(*) FROM extraction_results WHERE value IS NULL OR value = '') * 0.1",0.0,2.0,0,1,0,1,0,"La logique est incorrecte car la requête calcule un seuil basé sur le nombre total de valeurs nulles/vides dans extraction_results, ce qui ne correspond pas à la demande de 10% par indicateur. Elle devrait comparer le nombre de valeurs nulles/vides par safir_field_id au nombre total d'extractions pour ce même champ. De plus, la sélection manque de contexte (noms des champs, années, types de budget) et les alias ne sont pas en français.","The generated query incorrectly calculates null percentages by comparing absolute null counts against 10% of total null values, rather than calculating the percentage of nulls per field. It also returns different fields (D001, D002, etc.) than the gold results, indicating it doesn't answer the user's question about indicators with >10% null values.","The gold query correctly calculates the percentage of null/empty values per safir_field_id and filters for those exceeding 10%, providing a direct answer to the user's question about financial indicators with high null rates.","La logique SQL est correcte pour calculer le pourcentage de valeurs nulles ou vides par safir_field_id et filtrer ceux >10%. La sélection inclut le champ financier pertinent (value) et l'alias est en français. Cependant, le résultat manque de contexte (ex: noms de communes, années, types de budget) pour comprendre les indicateurs financiers dans leur contexte opérationnel français."
16,Identifier les communes où la dette (champ 'D001') a augmenté de plus de 10% entre 2023 et 2024.,"WITH dette_2023 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2023'), dette_2024 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024') SELECT d23.city_name, d23.valeur AS dette_2023, d24.valeur AS dette_2024, ROUND((d24.valeur - d23.valeur) * 100.0 / d23.valeur, 2) AS evolution_pct FROM dette_2023 d23 JOIN dette_2024 d24 ON d23.city_name = d24.city_name WHERE d24.valeur > d23.valeur * 1.10;","SELECT d.city_name
FROM documents d
JOIN extraction_results er ON d.document_id = er.document_id AND er.safir_field_id = 'D001'
WHERE d.document_year = '2023' AND er.value IS NOT NULL
AND EXISTS (
    SELECT 1
    FROM documents d2
    JOIN extraction_results er2 ON d2.document_id = er2.document_id AND er2.safir_field_id = 'D001'
    WHERE d2.document_year = '2024' AND er2.value IS NOT NULL
    AND CAST((CAST(er2.value AS REAL) - CAST(er.value AS REAL)) / CAST(er.value AS REAL) * 100 AS REAL) > 10
)",0.0,2.0,0,0,0,1,0,"La logique est incorrecte car la requête compare les valeurs de dette de 2023 et 2024 pour chaque commune, mais elle ne garantit pas que les deux valeurs proviennent de la même commune. Elle joint les résultats d'extraction pour 'D001' en 2023 et 2024 sans lier explicitement les communes (city_name ou siret), ce qui peut produire des correspondances croisées erronées. De plus, elle ne filtre pas par budget_type (BP ou BA) comme attendu dans le contexte SFIL, et les alias sont manquants ou en anglais, réduisant la clarté pour l'utilisateur francophone.","The generated query has a logic error: it incorrectly joins 2023 and 2024 data without ensuring they're for the same city, leading to duplicate results and incorrect calculations. The result shows duplicate city names, indicating flawed logic in matching debt values between years.","The gold query is logically sound with proper CTEs to separate 2023 and 2024 debt data and a correct join on city_name, but it returns an empty result, suggesting no cities meet the >10% increase criteria in the dataset.","The SQL logic correctly identifies communes with debt increases over 10% between 2023 and 2024 by joining extraction_results with documents on document_id, filtering for safir_field_id='D001' and document_year values. It selects relevant financial fields (value) and provides complete context (city_name, years, values, percentage). However, aliases are not in French as required (e.g., 'valeur' instead of 'montant_total'), which is the only flaw."
17,Quels ensembles de règles (ruleset_id) incluent à la fois des règles d'extraction et des règles de validation pour le masque M57_CA ?,SELECT DISTINCT fr.ruleset_id FROM field_rules fr JOIN validation_rules vr ON fr.ruleset_id = vr.ruleset_id WHERE fr.mask = 'M57_CA' AND vr.mask = 'M57_CA';,"SELECT DISTINCT r.ruleset_id
FROM field_rules fr
JOIN validation_rules vr ON fr.ruleset_id = vr.ruleset_id
WHERE fr.mask = 'M57_CA' AND vr.mask = 'M57_CA'",1.5,1.5,0,1,0,1,0,"La logique est correcte car la requête joint field_rules et validation_rules sur ruleset_id avec le filtre mask='M57_CA' pour les deux tables, ce qui identifie les ensembles de règles ayant à la fois des règles d'extraction et de validation pour ce masque. Cependant, la sélection est incomplète car elle ne fournit pas de contexte supplémentaire (comme la description des règlesets), et les alias sont absents ou non en français, ce qui réduit la clarté pour l'utilisateur final.","The generated query has a syntax error (missing alias 'r' definition) causing execution failure, so it cannot answer the question about rulesets with both extraction and validation rules for M57_CA mask.","The gold query correctly identifies rulesets with both extraction and validation rules for M57_CA mask by joining field_rules and validation_rules on ruleset_id with appropriate mask filters, returning an empty result which is valid.","La logique est correcte car la requête joint correctement field_rules et validation_rules sur ruleset_id et filtre sur mask='M57_CA' pour les deux tables, répondant à l'intention de trouver les ensembles de règles incluant à la fois des règles d'extraction et de validation pour ce masque. La sélection est pertinente avec DISTINCT fr.ruleset_id. Cependant, la sortie manque de contexte (comme la description des rulesets) pour être compréhensible sans recherche supplémentaire, et les alias ne sont pas en français comme requis."
18,Quel est le montant total de la dette (indicateur D001) pour toutes les communes en 2024 ?,SELECT SUM(CAST(er.value AS REAL)) AS dette_totale_2024 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024';,"SELECT SUM(CAST(REPLACE(value, ',', '') AS REAL)) AS total_dette
FROM extraction_results
WHERE document_year = '2024' AND safir_field_id = 'D001'",0.0,1.5,0,1,0,1,0,"La requête est incorrecte car elle utilise 'document_year' qui n'existe pas dans la table extraction_results. Elle devrait joindre avec la table documents pour filtrer par année et obtenir le contexte des communes. Elle ne sélectionne pas les noms des communes ni le type de budget, rendant les résultats incompréhensibles. L'alias 'total_dette' est en français mais insuffisant sans contexte.","The generated query has a critical logic error: it references 'document_year' column in extraction_results table where this column doesn't exist, causing an execution error. The query attempts to filter by year and sum debt values but fails due to incorrect schema understanding.","The gold query correctly joins extraction_results with documents to access document_year, filters for D001 indicator in 2024, and sums the values properly. It follows the SFIL schema logically and produces a valid numeric result for total debt.","The SQL logic is correct: it properly joins extraction_results with documents, filters for safir_field_id='D001' and document_year='2024', and sums the values. Selection quality is good as it extracts the correct financial field. However, completeness is poor because it lacks contextual information like city names, budget types, or document masks that would help interpret the result. Aliasing is inadequate as 'dette_totale_2024' is not fully in French and lacks clarity for a French public finance context."
19,Combien de documents ont été traités avec succès pour le budget principal (BP) en 2023 ?,SELECT COUNT(*) FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.budget_type = 'BP' AND d.document_year = '2023';,"SELECT COUNT(*) 
FROM documents 
JOIN extraction_runs ON documents.document_id = extraction_runs.document_id 
WHERE documents.budget_type = 'BP' AND documents.document_year = '2023' AND extraction_runs.state_id = (SELECT state_id FROM states WHERE code = 'SUCCESS')",1.5,1.5,0,1,0,1,0,"The SQL logic correctly joins documents and extraction_runs, filters for budget_type='BP' and document_year='2023', and checks for successful extraction runs via state_id. However, it lacks French aliasing (e.g., 'AS nombre_documents') and does not include contextual fields like city_name or mask, making the output less informative for a human user.","The generated query incorrectly joins with extraction_runs instead of checking the document's own state, resulting in 0 documents found when there should be 15. This approach fails to answer the question about successfully processed documents.","The gold query correctly filters documents by budget_type='BP', document_year='2023', and state='SUCCESS' using the documents table's state_id, accurately counting 15 successfully processed documents.","The SQL logic is correct as it properly joins documents with states, filters for 'SUCCESS' state, 'BP' budget_type, and '2023' document_year. It selects the correct COUNT(*) to answer 'combien de documents'. However, it lacks French aliasing (e.g., AS nombre_documents) and doesn't include contextual fields like city_name or document_id for human readability, making the output incomplete for understanding without additional lookups."
