,user_question,gold_sql,generated_sql,code_quality_score_gen,code_quality_score_gold,relevance_gen,relevance_gold,logic_gen,logic_gold,fit_with_gold,reasoning_quality_gen,reasoning_gen_result,reasoning_gold_result,reasoning_quality_gold
10,"Pour chaque type de document (mask), quel est le taux d'échec d'extraction (documents en état ERROR) ?","SELECT d.mask, ROUND(100.0 * SUM(CASE WHEN s.code = 'ERROR' THEN 1 ELSE 0 END) / COUNT(*), 2) AS taux_echec FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY d.mask;","SELECT d.mask,
       ROUND(100.0 * SUM(CASE WHEN s.code = 'ERROR' THEN 1 ELSE 0 END) / COUNT(*), 2) AS pct_error
FROM documents d
JOIN states s ON d.state_id = s.state_id
GROUP BY d.mask",2.0,2.5,1,1,1,1,1,"The SQL logic correctly calculates the error rate per document mask by joining documents with states and filtering for ERROR state. It selects the relevant mask and computes the percentage accurately. However, the alias 'pct_error' is in English, not French as required (should be something like 'taux_echec').","The generated query correctly calculates extraction failure rates per document mask by joining documents with states and counting ERROR states, producing identical numerical results to the gold standard with only a column name difference.","The gold query accurately computes the requested extraction failure rates per mask type using proper SQL logic and returns correct, meaningful results for the financial analysis question.","La requête est logiquement correcte car elle joint correctement 'documents' et 'states' pour filtrer les documents avec l'état 'ERROR', calcule le taux d'échec par type de document (mask) avec une agrégation GROUP BY, et utilise des alias en français ('taux_echec'). Elle répond complètement à la demande utilisateur en fournissant le taux d'échec d'extraction pour chaque type de document, sans nécessiter de recherches supplémentaires d'ID."
11,Top 5 des indicateurs financiers les plus fréquemment extraits (safir_field_id) en 2024.,"SELECT safir_field_id, COUNT(*) AS occurrences FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year = '2024' GROUP BY safir_field_id ORDER BY occurrences DESC LIMIT 5;","SELECT safir_field_id, COUNT(*) AS extraction_count
FROM extraction_results er
JOIN documents d ON er.document_id = d.document_id
WHERE d.document_year = '2024'
GROUP BY safir_field_id
ORDER BY extraction_count DESC
LIMIT 5",1.5,1.5,1,1,1,1,1,"The SQL logic is correct: it properly joins extraction_results with documents, filters for document_year='2024', groups by safir_field_id, counts occurrences, and returns the top 5. However, it lacks completeness by not including document context (e.g., city_name, budget_type) and uses English aliases instead of French (e.g., 'extraction_count' should be 'nombre_extractions').","The generated query correctly identifies the top 5 most frequently extracted financial indicators in 2024 by joining extraction_results with documents and filtering by document_year, producing identical results to the gold standard.","The gold query is logically sound and correctly answers the user's question about the most frequently extracted indicators in 2024, with proper filtering and aggregation.","La logique est correcte car la requête joint extraction_results et documents pour filtrer par année 2024, compte les occurrences par safir_field_id, et limite aux 5 premiers. La sélection inclut le champ financier requis (safir_field_id) et le comptage. Cependant, l'alias 'occurrences' n'est pas en français, et le résultat manque de contexte comme les noms de communes ou types de budget pour une compréhension humaine complète."
12,Quelles communes ont des documents avec des valeurs manquantes pour le champ 'DF011' (dépenses d'investissement) ?,SELECT DISTINCT d.city_name FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.safir_field_id = 'DF011' AND (er.value IS NULL OR er.value = '');,"SELECT d.city_name
FROM documents d
JOIN extraction_results er ON er.document_id = d.document_id
WHERE er.safir_field_id = 'DF011'
  AND er.value IS NULL
GROUP BY d.city_name",1.5,1.5,0,1,1,1,0,"The SQL logic correctly identifies communes with missing values for field 'DF011' by joining documents and extraction_results on document_id and filtering for safir_field_id='DF011' with NULL value. However, it lacks context like document_year and budget_type for human interpretation, and aliases are not in French as required.","The generated query is logically sound but fails to answer the question correctly because it only checks for NULL values, missing the empty string condition, resulting in an empty result set.","The gold query correctly identifies communes with missing DF011 values by checking both NULL and empty strings, providing a relevant and accurate answer to the user's question.","The SQL logic is correct as it properly joins documents and extraction_results to find communes with missing values for DF011. It selects the relevant field (city_name) and correctly filters for NULL or empty values. However, it lacks completeness by not including document_year or budget_type for context, and uses English aliasing (no French aliases like 'AS commune')."
13,Comparaison du nombre de documents entre 2023 et 2024 par type de budget.,"SELECT budget_type, SUM(CASE WHEN document_year = '2023' THEN 1 ELSE 0 END) AS annee_2023, SUM(CASE WHEN document_year = '2024' THEN 1 ELSE 0 END) AS annee_2024 FROM documents GROUP BY budget_type;","SELECT d.budget_type,
       COUNT(*) AS docs_2023,
       SUM(CASE WHEN d.document_year='2024' THEN 1 ELSE 0 END) AS docs_2024,
       SUM(CASE WHEN d.document_year='2024' THEN 1 ELSE 0 END) * 1.0 / COUNT(*) AS growth_rate
FROM documents d
GROUP BY d.budget_type",0.0,2.5,0,1,1,1,0,"La requête est incorrecte car elle ne filtre pas les documents pour les années 2023 et 2024 comme demandé. Elle calcule 'docs_2023' comme le total de tous les documents par type de budget, incluant potentiellement d'autres années, et 'docs_2024' comme un sous-ensemble, ce qui ne correspond pas à une comparaison spécifique entre 2023 et 2024. De plus, les alias ne sont pas en français et la sélection manque de clarté contextuelle.","The generated query has logical structure but produces incorrect counts (docs_2023 includes all documents, not just 2023), failing to answer the user's question about comparing document counts between 2023 and 2024 by budget type.","The gold query correctly counts documents separately for 2023 and 2024 by budget type, providing accurate comparison data that directly answers the user's question.","The SQL query correctly addresses the user's request by selecting the budget_type and counting documents for 2023 and 2024 using conditional sums. It uses the correct table (documents) and filters on document_year, with French aliases (annee_2023, annee_2024) for clarity. The output includes budget_type and counts, providing sufficient context without needing ID lookups."
14,Durée moyenne d'exécution des extractions (différence entre start_time et created_at des résultats) pour les documents M57_CA.,SELECT AVG(JULIANDAY(er.created_at) - JULIANDAY(r.start_time)) * 86400 AS duree_moyenne_sec FROM extraction_runs r JOIN extraction_results er ON r.run_id = er.run_id JOIN documents d ON r.document_id = d.document_id WHERE d.mask = 'M57_CA';,"SELECT AVG(julianday(er.created_at) - julianday(er.start_time)) AS avg_duration_days
FROM extraction_runs er
JOIN documents d ON er.document_id = d.document_id
WHERE d.mask = 'M57_CA'",0.0,2.0,0,0,0,1,0,"La logique est incorrecte car la requête calcule la durée entre start_time et created_at de extraction_runs, mais la demande spécifie 'created_at des résultats' (extraction_results.created_at). Elle devrait joindre extraction_results pour obtenir created_at des résultats. La sélection est incomplète car elle manque le contexte (année, type de budget). L'alias est en français, mais la logique erronée rend la requête inadaptée.","The generated query has a syntax error (referencing er.created_at which doesn't exist in extraction_runs) and fails to execute, so it cannot answer the question about average extraction duration. The logic is flawed due to incorrect column references.","The gold query is logically sound with proper joins and column references, but it returns an empty result (no rows), meaning no data exists to compute the average duration for M57_CA documents.","La logique est correcte : la requête calcule bien la durée moyenne d'exécution en secondes en joignant extraction_runs et extraction_results, et filtre sur mask='M57_CA'. La sélection est pertinente (différence entre start_time et created_at). Cependant, le résultat manque de contexte (pas d'année, type de budget, ou nom de commune) pour interpréter la durée moyenne. L'alias est en français ('duree_moyenne_sec')."
15,Quels indicateurs financiers présentent plus de 10% de valeurs nulles ou vides ?,"SELECT safir_field_id, ROUND(100.0 * SUM(CASE WHEN value IS NULL OR value = '' THEN 1 ELSE 0 END) / COUNT(*), 2) AS taux_vides FROM extraction_results GROUP BY safir_field_id HAVING taux_vides > 10;","SELECT fr.safir_field_id,
       COUNT(*) AS total,
       SUM(CASE WHEN er.value IS NULL OR TRIM(er.value) = '' THEN 1 ELSE 0 END) AS null_or_empty,
       ROUND(100.0 * SUM(CASE WHEN er.value IS NULL OR TRIM(er.value) = '' THEN 1 ELSE 0 END) / COUNT(*), 2) AS pct_null_or_empty
FROM extraction_results er
JOIN field_rules fr ON er.safir_field_id = fr.safir_field_id
GROUP BY fr.safir_field_id
HAVING pct_null_or_empty > 10",1.5,2.0,1,1,1,1,1,"The SQL logic is correct for identifying financial indicators with >10% null/empty values by joining extraction_results with field_rules and calculating percentages. However, it lacks context like document_year, budget_type, or city_name for human interpretation, and aliases are in English instead of French as required.","The generated query correctly identifies financial indicators with >10% null/empty values by joining extraction_results with field_rules, providing additional counts while matching the gold's percentages exactly.","The gold query efficiently calculates null/empty rates directly from extraction_results, producing accurate percentages that answer the user's question about financial indicators with high missing data.","The SQL logic correctly identifies financial indicators with >10% null/empty values by grouping extraction_results by safir_field_id and calculating the percentage. It selects the relevant field (safir_field_id) and value column appropriately. However, it lacks context like document_year, budget_type, or city_name, making results hard to interpret without additional lookups. The alias 'taux_vides' is appropriately in French."
16,Identifier les communes où la dette (champ 'D001') a augmenté de plus de 10% entre 2023 et 2024.,"WITH dette_2023 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2023'), dette_2024 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024') SELECT d23.city_name, d23.valeur AS dette_2023, d24.valeur AS dette_2024, ROUND((d24.valeur - d23.valeur) * 100.0 / d23.valeur, 2) AS evolution_pct FROM dette_2023 d23 JOIN dette_2024 d24 ON d23.city_name = d24.city_name WHERE d24.valeur > d23.valeur * 1.10;","SELECT d.city_name,
       d2023.value AS d2023,
       d2024.value AS d2024,
       ((d2024.value - d2023.value) / d2023.value) * 100.0 AS pct_change
FROM documents d
JOIN extraction_results d2023 ON d.document_id = d2023.document_id AND d2023.safir_field_id = 'D001' AND d2023.document_year = '2023'
JOIN extraction_results d2024 ON d.document_id = d2024.document_id AND d2024.safir_field_id = 'D001' AND d2024.document_year = '2024'
WHERE d.budget_type = 'BP'
  AND d2023.value <> '' AND d2024.value <> ''
  AND CAST(d2023.value AS REAL) > 0
  AND ((CAST(d2024.value AS REAL) - CAST(d2023.value AS REAL)) / CAST(d2023.value AS REAL",0.0,2.0,0,1,0,1,0,"The SQL logic is incorrect because it joins extraction_results directly on document_year, but document_year is a column in the documents table, not in extraction_results. The query also has a syntax error with an incomplete WHERE clause. It fails to properly filter for the specific financial field 'D001' across years and doesn't ensure the documents are for the same commune across years. The aliasing is in English, not French as required.","The generated query has a syntax error (incomplete WHERE clause) and incorrectly references document_year from extraction_results instead of documents, causing an execution error. It also unnecessarily filters by budget_type='BP' which may exclude relevant data.","The gold query correctly joins extraction_results with documents, filters by safir_field_id='D001' and document_year, calculates percentage change, and properly identifies communes with >10% debt increase. It returns an empty result, which is valid if no communes meet the criteria.","The SQL logic is correct: it filters for 'D001' field and years 2023/2024, calculates the percentage increase, and identifies communes with >10% increase. Selection includes all necessary financial fields and context (city names, years, values). However, aliases are in English ('valeur', 'evolution_pct') instead of French as required ('montant_total', 'evolution_pourcentage'), so aliasing_score is 0."
17,Quels ensembles de règles (ruleset_id) incluent à la fois des règles d'extraction et des règles de validation pour le masque M57_CA ?,SELECT DISTINCT fr.ruleset_id FROM field_rules fr JOIN validation_rules vr ON fr.ruleset_id = vr.ruleset_id WHERE fr.mask = 'M57_CA' AND vr.mask = 'M57_CA';,"SELECT r.ruleset_id
FROM rulesets r
JOIN field_rules fr ON fr.ruleset_id = r.ruleset_id
JOIN validation_rules vr ON vr.ruleset_id = r.ruleset_id
WHERE fr.mask = 'M57_CA' AND vr.mask = 'M57_CA'",1.5,1.5,1,1,1,1,1,"La logique est correcte car la requête joint correctement les tables rulesets, field_rules et validation_rules pour trouver les ensembles de règles qui incluent à la fois des règles d'extraction et de validation pour le masque M57_CA. La sélection est pertinente avec ruleset_id. Cependant, la sortie manque de contexte (comme la description des règles) pour être compréhensible sans recherche supplémentaire, et les alias ne sont pas en français comme requis.","The generated query correctly identifies rulesets with both extraction and validation rules for mask M57_CA by joining rulesets with field_rules and validation_rules, filtering appropriately, and returns an empty result which matches the gold standard.","The gold query efficiently finds distinct ruleset_ids by directly joining field_rules and validation_rules on ruleset_id with mask filters, correctly answering the question with an empty result.","La logique est correcte car la requête joint field_rules et validation_rules sur ruleset_id avec le filtre mask='M57_CA' pour les deux tables, ce qui identifie les ensembles de règles incluant à la fois des règles d'extraction et de validation pour ce masque. Cependant, la sélection est incomplète car elle ne fournit pas de contexte supplémentaire (comme la description des règles) pour faciliter la compréhension humaine, et les alias ne sont pas en français, ce qui est requis pour l'utilisateur final."
18,Quel est le montant total de la dette (indicateur D001) pour toutes les communes en 2024 ?,SELECT SUM(CAST(er.value AS REAL)) AS dette_totale_2024 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024';,SELECT SUM(CAST(er.value AS REAL)) AS total_dette_2024 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024',1.5,1.5,1,1,1,1,1,"La logique est correcte : la requête joint extraction_results et documents, filtre sur safir_field_id='D001' et document_year='2024', et somme les valeurs. Cependant, elle manque de contexte (noms de communes, types de budget) et utilise un alias en anglais ('total_dette_2024') au lieu du français requis.","The generated query correctly calculates the total debt (indicator D001) for all communes in 2024 by joining extraction_results with documents and filtering appropriately, producing the same numeric result as the gold query.","The gold query accurately answers the user's question by summing the D001 indicator values for 2024 documents, with proper schema relationships and data type handling.","The SQL logic is correct: it properly joins extraction_results with documents, filters for safir_field_id='D001' and document_year='2024', and sums the values. Selection quality is good as it extracts the correct financial field. However, completeness is poor because it lacks contextual information like city names, budget types, or document masks that would help interpret the total debt amount. Aliasing is inadequate as 'dette_totale_2024' is not fully in French and lacks clarity for a French public finance context."
19,Combien de documents ont été traités avec succès pour le budget principal (BP) en 2023 ?,SELECT COUNT(*) FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.budget_type = 'BP' AND d.document_year = '2023';,SELECT COUNT(*) AS docs_success_2023_bp FROM documents WHERE document_year='2023' AND budget_type='BP' AND state_id='SUCCESS',0.0,1.5,0,1,0,1,0,"The SQL query is logically incorrect because it filters documents by state_id='SUCCESS', but the states table uses a 'code' column for state values (e.g., 'SUCCESS'), not the state_id itself. The query should join with the states table to filter by code='SUCCESS'. Additionally, it lacks context like city names or document types, making the output less informative. The alias is in French, which is good.","The generated query incorrectly filters by state_id='SUCCESS' instead of joining with the states table where code='SUCCESS', resulting in an execution error or incorrect count of 0. It fails to properly identify successfully processed documents.","The gold query correctly joins documents with states to filter for 'SUCCESS' status, applies proper filters for budget_type='BP' and document_year='2023', and returns a valid count of 15 documents.","The SQL logic is correct as it properly joins documents with states, filters for 'SUCCESS' state, 'BP' budget_type, and '2023' document_year, and counts the documents. However, it lacks completeness by not including contextual fields like city_name or document details, and aliasing is missing (no French alias for COUNT(*))."
20,Quelle est la valeur moyenne des dépenses d'investissement (indicateur DF011) pour les communes de plus de 100 000 habitants en 2024 ?,"SELECT AVG(CAST(er.value AS REAL)) AS depenses_moyennes FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2024' AND d.city_name IN ('Paris', 'Marseille', 'Lyon', 'Toulouse');","SELECT AVG(CAST(er.value AS REAL)) AS avg_investment_expense
FROM extraction_results er
JOIN documents d ON er.document_id = d.document_id
WHERE er.safir_field_id = 'DF011'
  AND d.document_year = '2024'
  AND d.nb_pages > 100",0.0,0.0,0,0,0,1,0,"La requête est incorrecte car elle utilise 'nb_pages > 100' pour filtrer les communes de plus de 100 000 habitants, ce qui ne correspond pas au schéma. Le schéma ne contient pas de colonne pour la population des communes, donc la requête ne peut pas répondre à la demande de l'utilisateur. De plus, l'alias 'avg_investment_expense' n'est pas en français, et la sélection manque de contexte comme le nom de la commune ou le type de budget.","The generated query incorrectly filters by nb_pages > 100 instead of population > 100,000, making it logically unsound and irrelevant to the question about communes with over 100,000 inhabitants. The result shows a numeric value but doesn't answer the actual question.","The gold query correctly filters for DF011 in 2024 but uses a hardcoded list of cities instead of a population-based filter, making it logically sound but irrelevant since it doesn't address the 'communes de plus de 100 000 habitants' requirement. The empty result confirms this limitation.","La logique est incorrecte car la requête filtre sur des noms de villes spécifiques ('Paris', 'Marseille', 'Lyon', 'Toulouse') au lieu de sélectionner les communes de plus de 100 000 habitants, ce qui n'est pas possible avec le schéma fourni qui ne contient pas de colonne pour la population. De plus, elle ne filtre pas par 'budget_type' pour s'assurer que les documents sont de type budget (BP ou BA), et elle ne joint pas avec 'extraction_runs' pour vérifier l'état des extractions. La sélection est de mauvaise qualité car elle manque de contexte (par exemple, noms de communes, années, types de budget), et l'alias est en français mais insuffisant pour la clarté."
