,user_question,gold_sql,generated_sql,code_quality_score_gen,code_quality_score_gold,relevance_gen,relevance_gold,logic_gen,logic_gold,fit_with_gold,reasoning_quality_gen,reasoning_gen_result,reasoning_gold_result,reasoning_quality_gold
10,"Pour chaque type de document (mask), quel est le taux d'échec d'extraction (documents en état ERROR) ?","SELECT d.mask, ROUND(100.0 * SUM(CASE WHEN s.code = 'ERROR' THEN 1 ELSE 0 END) / COUNT(*), 2) AS taux_echec FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY d.mask;","SELECT mask, COUNT(*) * 100.0 / SUM(CASE WHEN state_id = 'ERROR' THEN 1 ELSE 0 END) AS error_rate FROM documents GROUP BY mask",0.0,2.5,0,1,0,1,0,"La logique est incorrecte car la requête calcule mal le taux d'échec : elle divise le nombre total de documents par le nombre de documents en erreur, ce qui donne un taux inversé et potentiellement infini si aucun document n'est en erreur. De plus, elle ne filtre pas sur le champ 'code' de la table 'states' (qui contient 'ERROR'), et les alias ne sont pas en français. La requête ne sélectionne pas les champs pertinents pour comprendre le contexte (comme le type de budget ou l'année) et l'alias 'error_rate' n'est pas en français.","The generated query has a logical error in its CASE statement denominator, causing division by zero or NULL results, and it doesn't properly join with the states table to check error codes, resulting in empty output that doesn't answer the question.","The gold query correctly joins documents with states to identify ERROR documents, calculates the failure rate per mask type accurately, and produces meaningful results that answer the user's question about extraction failure rates.","La logique est correcte car la requête joint correctement 'documents' et 'states' pour filtrer les documents avec l'état 'ERROR', calcule le taux d'échec par 'mask' (type de document) comme demandé, et utilise des alias en français ('taux_echec'). La sélection inclut tous les champs nécessaires (mask et taux calculé) sans informations superflues, et le résultat est compréhensible sans référence aux IDs."
11,Top 5 des indicateurs financiers les plus fréquemment extraits (safir_field_id) en 2024.,"SELECT safir_field_id, COUNT(*) AS occurrences FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year = '2024' GROUP BY safir_field_id ORDER BY occurrences DESC LIMIT 5;","SELECT safir_field_id, COUNT(*) AS extraction_count FROM extraction_results JOIN documents ON extraction_results.document_id = documents.document_id WHERE documents.document_year = '2024' GROUP BY safir_field_id ORDER BY extraction_count DESC LIMIT 5",1.5,1.5,1,1,1,1,1,"The SQL logic is correct: it properly joins extraction_results with documents on document_id, filters for document_year='2024', groups by safir_field_id, counts occurrences, and limits to top 5. It selects the relevant financial field (safir_field_id) and count. However, it lacks completeness as it doesn't include context like city_name or budget_type to help interpret results, and aliasing is not in French (should be 'AS nombre_extractions' or similar).","The generated query correctly identifies the top 5 most frequently extracted financial indicators in 2024 by joining extraction_results with documents, filtering by document_year, and counting occurrences. The results match the gold standard exactly, showing the same safir_field_id values with identical counts.","The gold query is logically sound and correctly answers the user's question about the most frequently extracted indicators in 2024. It properly joins the relevant tables, filters by year, groups by field, and returns the top 5 results with accurate counts.","The SQL logic is correct: it properly joins extraction_results with documents on document_id, filters for document_year='2024', groups by safir_field_id, counts occurrences, and limits to top 5. It selects the relevant financial field (safir_field_id) and value count. However, it lacks completeness by not including context like document names or years beyond the filter, and aliasing is in English ('occurrences') instead of French as required."
12,Quelles communes ont des documents avec des valeurs manquantes pour le champ 'DF011' (dépenses d'investissement) ?,SELECT DISTINCT d.city_name FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.safir_field_id = 'DF011' AND (er.value IS NULL OR er.value = '');,SELECT city_name FROM documents WHERE document_id IN (SELECT document_id FROM extraction_results WHERE safir_field_id = 'DF011' AND value IS NULL) GROUP BY city_name,1.5,1.5,0,1,1,1,0,"The SQL logic correctly identifies communes with missing DF011 values by joining documents and extraction_results via document_id and filtering for NULL values. However, it lacks context like document_year and budget_type for human interpretation, and uses English aliases instead of French.","The generated query is logically sound but returns an empty result, failing to identify communes with missing DF011 values as requested. It only checks for NULL values, missing the empty string condition that the gold query includes.","The gold query correctly identifies communes with missing DF011 values by checking both NULL and empty strings, returning a relevant list of communes that matches the user's question about investment expenditure data gaps.","The SQL logic correctly identifies communes with missing values for field 'DF011' by joining documents and extraction_results, filtering on safir_field_id and checking for NULL or empty values. However, it lacks context like document_year and budget_type for human interpretation, and aliases are not in French as required."
13,Comparaison du nombre de documents entre 2023 et 2024 par type de budget.,"SELECT budget_type, SUM(CASE WHEN document_year = '2023' THEN 1 ELSE 0 END) AS annee_2023, SUM(CASE WHEN document_year = '2024' THEN 1 ELSE 0 END) AS annee_2024 FROM documents GROUP BY budget_type;","SELECT d.budget_type, COUNT(*) AS num_docs FROM documents d WHERE d.document_year IN ('2023', '2024') GROUP BY d.budget_type, d.document_year ORDER BY d.budget_type, d.document_year",0.0,2.5,1,1,1,1,1,"La requête est syntaxiquement valide mais logiquement incorrecte pour la demande. Elle groupe par 'budget_type' et 'document_year', ce qui produit des comptes par combinaison de type et d'année, alors que l'utilisateur demande une comparaison du nombre de documents entre 2023 et 2024 par type de budget (c'est-à-dire des totaux par année pour chaque type). De plus, elle ne sélectionne pas 'document_year' dans le SELECT, rendant les résultats incompréhensibles. Les alias ne sont pas en français et la sélection manque de clarté contextuelle.","The generated query correctly counts documents by budget type and year, producing results that match the gold standard when aggregated, though it presents them in a different format with separate rows per year.","The gold query efficiently calculates document counts for 2023 and 2024 by budget type in a single row per type, directly answering the comparison question with clear column structure.","La requête est logiquement correcte car elle utilise la table 'documents' avec les colonnes 'budget_type' et 'document_year' pour compter les documents par type de budget et année, répondant directement à la demande de comparaison entre 2023 et 2024. La sélection est pertinente avec les champs nécessaires, complète avec le contexte des types de budget, et les alias sont en français ('annee_2023', 'annee_2024'), adaptés à l'utilisateur francophone."
14,Durée moyenne d'exécution des extractions (différence entre start_time et created_at des résultats) pour les documents M57_CA.,SELECT AVG(JULIANDAY(er.created_at) - JULIANDAY(r.start_time)) * 86400 AS duree_moyenne_sec FROM extraction_runs r JOIN extraction_results er ON r.run_id = er.run_id JOIN documents d ON r.document_id = d.document_id WHERE d.mask = 'M57_CA';,SELECT AVG(CAST(extraction_results.created_at AS REAL) - CAST(extraction_runs.start_time AS REAL)) AS avg_execution_time FROM extraction_results JOIN extraction_runs ON extraction_results.run_id = extraction_runs.run_id WHERE extraction_runs.document_id IN (SELECT document_id FROM documents WHERE mask = 'M57_CA'),0.0,2.0,0,0,0,1,0,"The SQL logic is incorrect because it calculates execution time incorrectly by subtracting timestamps as REAL numbers without proper time conversion, and it filters documents indirectly via extraction_runs instead of directly joining with documents to ensure only M57_CA documents are included. The selection lacks context like document_year or city_name, making results unclear. Aliasing is in English ('avg_execution_time'), not French as required.","The generated query attempts to calculate average execution time but uses incorrect timestamp casting (REAL instead of JULIANDAY) and has flawed logic for joining documents, resulting in a meaningless zero value. The execution result doesn't answer the question about average extraction duration for M57_CA documents.","The gold query has correct logical structure with proper timestamp handling using JULIANDAY and appropriate joins between extraction_runs, extraction_results, and documents, but returns an empty result which doesn't provide the requested average execution time.","La logique est correcte : la requête calcule bien la durée moyenne d'exécution en joignant extraction_runs et extraction_results avec documents, et filtre sur mask='M57_CA'. La sélection est pertinente (différence entre start_time et created_at). Cependant, la sortie manque de contexte (pas de noms de commune, années, types de budget) pour comprendre pleinement les résultats. L'alias est en français ('duree_moyenne_sec')."
15,Quels indicateurs financiers présentent plus de 10% de valeurs nulles ou vides ?,"SELECT safir_field_id, ROUND(100.0 * SUM(CASE WHEN value IS NULL OR value = '' THEN 1 ELSE 0 END) / COUNT(*), 2) AS taux_vides FROM extraction_results GROUP BY safir_field_id HAVING taux_vides > 10;",SELECT safir_field_id FROM extraction_results WHERE value IS NULL OR value = '' GROUP BY safir_field_id HAVING COUNT(*) * 100.0 / (SELECT COUNT(*) FROM extraction_results WHERE safir_field_id = er.safir_field_id) > 10,0.0,2.0,0,1,0,1,0,"La logique est incorrecte car la requête utilise une sous-requête corrélée non valide (er.safir_field_id n'est pas défini dans le contexte externe). Elle ne filtre pas par type de budget, année ou état, et ne fournit pas de contexte comme les noms de champs ou pourcentages. Les alias sont absents et la sélection est incomplète pour répondre à la demande française.","The generated query has a syntax error with an undefined alias 'er', causing an execution failure. Even if corrected, it would only list field IDs without showing the percentage of null/empty values, which is required to fully answer the question about indicators with >10% null/empty values.","The gold query correctly calculates the percentage of null/empty values for each financial indicator and filters for those exceeding 10%, providing both the field IDs and their exact null rates, which fully addresses the user's question.","The SQL logic correctly calculates the percentage of null or empty values per safir_field_id from extraction_results and filters for rates >10%, which directly answers the user's request. The selection includes the relevant financial field identifier and calculated rate. However, the output lacks contextual information like document years, budget types, or city names that would help interpret which financial indicators (safir_field_id) these are in practice. The alias 'taux_vides' is appropriately in French."
16,Identifier les communes où la dette (champ 'D001') a augmenté de plus de 10% entre 2023 et 2024.,"WITH dette_2023 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2023'), dette_2024 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024') SELECT d23.city_name, d23.valeur AS dette_2023, d24.valeur AS dette_2024, ROUND((d24.valeur - d23.valeur) * 100.0 / d23.valeur, 2) AS evolution_pct FROM dette_2023 d23 JOIN dette_2024 d24 ON d23.city_name = d24.city_name WHERE d24.valeur > d23.valeur * 1.10;",SELECT d.city_name FROM documents d JOIN extraction_results er1 ON d.document_id = er1.document_id WHERE er1.safir_field_id = 'D001' AND d.document_year = '2023' AND er1.value IS NOT NULL UNION SELECT d.city_name FROM documents d JOIN extraction_results er2 ON d.document_id = er2.document_id WHERE er2.safir_field_id = 'D001' AND d.document_year = '2024' AND er2.value IS NOT NULL HAVING CAST((CAST(er2.value AS REAL) - CAST(er1.value AS REAL)) * 100 / CAST(er1.value AS REAL) AS REAL) > 10,0.0,2.0,0,1,0,1,0,"The SQL logic is incorrect because it uses UNION instead of properly joining the 2023 and 2024 data for each commune to calculate the percentage increase. The HAVING clause references er1.value and er2.value from different subqueries, which is invalid. The query also lacks necessary context like document_year, budget_type, and actual debt values, making the output incomplete. No French aliases are used.","The generated query has a syntax error (HAVING without GROUP BY) and logical flaws in referencing aliases across UNION parts, making it invalid and unable to answer the question. It results in an execution error, so it fails to identify communes with debt increase >10%.","The gold query is logically sound, correctly joining debt data for 2023 and 2024, calculating percentage increase, and filtering for >10% growth. It returns an empty result, which accurately reflects no communes meeting the criteria in the data.","The SQL logic is correct: it properly joins extraction_results with documents, filters by safir_field_id='D001' and document_years 2023/2024, calculates the percentage increase, and filters for >10% increase. It selects relevant financial values and includes city names and years for context. However, aliases are not in French as required (e.g., 'valeur' instead of 'montant', 'evolution_pct' instead of 'evolution_pourcentage'), which violates the aliasing requirement."
17,Quels ensembles de règles (ruleset_id) incluent à la fois des règles d'extraction et des règles de validation pour le masque M57_CA ?,SELECT DISTINCT fr.ruleset_id FROM field_rules fr JOIN validation_rules vr ON fr.ruleset_id = vr.ruleset_id WHERE fr.mask = 'M57_CA' AND vr.mask = 'M57_CA';,SELECT DISTINCT r1.ruleset_id FROM field_rules AS r1 JOIN validation_rules AS r2 ON r1.ruleset_id = r2.ruleset_id WHERE r1.mask = 'M57_CA' AND r2.mask = 'M57_CA',1.5,1.5,1,1,1,1,1,"La logique est correcte car la requête joint field_rules et validation_rules sur ruleset_id avec le filtre mask='M57_CA' pour les deux tables, ce qui identifie les ensembles de règles ayant à la fois des règles d'extraction et de validation pour ce masque. Cependant, la sélection est incomplète car elle ne fournit pas de contexte supplémentaire (comme la description des règlesets), et les alias ne sont pas en français (r1, r2 au lieu de noms français).","The generated query correctly identifies rulesets with both extraction and validation rules for mask M57_CA by joining field_rules and validation_rules on ruleset_id with appropriate mask filters, returning an empty result which is consistent with the schema and question.","The gold query effectively finds rulesets containing both extraction and validation rules for M57_CA through a proper join and mask conditions, resulting in an empty set that accurately reflects the data.","The SQL logic correctly identifies rulesets with both extraction and validation rules for mask M57_CA by joining field_rules and validation_rules on ruleset_id with appropriate mask filters. However, it lacks French aliases and sufficient context (e.g., ruleset description) for human readability, making it incomplete for end-user understanding."
18,Quel est le montant total de la dette (indicateur D001) pour toutes les communes en 2024 ?,SELECT SUM(CAST(er.value AS REAL)) AS dette_totale_2024 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024';,SELECT SUM(CAST(value AS REAL)) FROM extraction_results WHERE safir_field_id = 'D001' AND document_year = '2024',0.0,1.5,0,1,0,1,0,La requête est incorrecte car elle utilise 'document_year' qui n'existe pas dans la table extraction_results. Elle doit joindre avec la table documents pour filtrer par année et obtenir le contexte des communes. Elle manque également d'alias en français et de sélection des informations contextuelles (noms des communes).,"The generated query fails with an execution error due to referencing a non-existent column 'document_year' in extraction_results, making it logically unsound and unable to produce any relevant result.","The gold query correctly joins extraction_results with documents to filter by document_year and sums the D001 values for 2024, providing a logically sound and relevant answer to the user's question about total debt.","The SQL logic is correct: it properly joins extraction_results with documents, filters for safir_field_id='D001' and document_year='2024', and sums the values. Selection quality is good as it extracts the correct financial field. However, completeness is poor because it only shows the total amount without any context like commune names or budget types. Aliasing is inadequate as 'dette_totale_2024' is not fully in French (should be something like 'montant_total_dette_2024') and lacks proper French formatting."
19,Combien de documents ont été traités avec succès pour le budget principal (BP) en 2023 ?,SELECT COUNT(*) FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.budget_type = 'BP' AND d.document_year = '2023';,SELECT COUNT(*) FROM documents WHERE document_year = '2023' AND budget_type = 'BP' AND state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS'),1.5,1.5,1,1,1,1,1,"The SQL logic is correct as it filters documents by year (2023), budget type (BP), and successful state (SUCCESS) using proper joins via state_id. It selects the count of documents, which directly answers 'combien de documents'. However, the output lacks context like city names or document IDs for human readability, and aliases are missing or not in French (e.g., no 'AS nombre_documents').","The generated query correctly counts documents with budget_type='BP' and document_year='2023' that have a SUCCESS state, matching the user's question about successfully processed BP budget documents in 2023. It uses a subquery to filter by state code, which is logically sound and produces the correct result.","The gold query uses a JOIN between documents and states to filter documents with budget_type='BP', document_year='2023', and state code 'SUCCESS', accurately answering the question about successfully processed BP budget documents in 2023. It is logically correct and produces the expected count.","The SQL logic is correct as it properly joins documents with states, filters for 'SUCCESS' state, 'BP' budget_type, and '2023' document_year, and counts the documents. However, it lacks completeness by not including contextual fields like city_name or document details, and uses no French aliases for the output."
