id,question_fr,sql,difficulty,tables_used,tags,accept_for_training,reject_reasons,runtime_ok,runtime_error,runtime_timeout,execution_ms,result_row_count,result_col_count,result_hash_sha256
cand_000026,Quel est le ratio dépenses / recettes pour chaque commune en 2024 ?,"WITH rev AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS recettes FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Recettes' AND d.document_year = '2024' GROUP BY d.city_name), exp AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' AND d.document_year = '2024' GROUP BY d.city_name) SELECT rev.city_name, (exp.depenses / rev.recettes) AS ratio_depenses_recettes FROM rev JOIN exp ON rev.city_name = exp.city_name WHERE rev.recettes <> 0;",easy,"[""extraction_results"", ""documents""]","[""ratio"", ""depenses"", ""recettes"", ""city"", ""2024""]",True,[],True,,False,5,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000027,Comment évoluent les recettes de la commune 'Ville de Concarneau' d'une année à l'autre ?,"SELECT d.document_year, SUM(CAST(r.value AS REAL)) AS recettes FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Recettes' AND d.city_name = 'Ville de Concarneau' GROUP BY d.document_year ORDER BY d.document_year;",medium,"[""extraction_results"", ""documents""]","[""recettes"", ""city"", ""trend""]",True,[],True,,False,5,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000028,Quelles sont les 5 communes avec la plus forte hausse en pourcentage des dépenses entre 2023 et 2024 ?,"WITH dep23 AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' AND d.document_year = '2023' GROUP BY d.city_name), dep24 AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' AND d.document_year = '2024' GROUP BY d.city_name) SELECT d24.city_name, ((d24.depenses - d23.depenses) / d23.depenses) * 100.0 AS hausse_pct FROM dep23 d23 JOIN dep24 d24 ON d23.city_name = d24.city_name WHERE d23.depenses > 0 ORDER BY hausse_pct DESC LIMIT 5;",medium,"[""extraction_results"", ""documents""]","[""depenses"", ""city"", ""increase"", ""yearly""]",True,[],True,,False,4,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000029,Quel est le nombre moyen d'erreurs d'extraction par état du document ?,"WITH err_counts AS (SELECT d.state_id, COUNT(*) AS nb_erreurs FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.message_error IS NOT NULL AND r.message_error <> '' GROUP BY d.state_id), doc_counts AS (SELECT state_id, COUNT(*) AS nb_documents FROM documents GROUP BY state_id) SELECT s.code AS etat, COALESCE(err_counts.nb_erreurs, 0) * 1.0 / doc_counts.nb_documents AS moyenne_erreurs_par_document FROM doc_counts LEFT JOIN err_counts ON doc_counts.state_id = err_counts.state_id JOIN states s ON doc_counts.state_id = s.state_id;",medium,"[""extraction_results"", ""documents"", ""states""]","[""extraction_results"", ""errors"", ""state"", ""average""]",True,[],True,,False,11,126,2,331627a047e1fff11b020a2be05a57a6a6bc6694eedd49e757691d21971657d1
cand_000030,Combien de documents comportent au moins une erreur d'extraction chaque année ?,"SELECT d.document_year, COUNT(DISTINCT d.document_id) AS docs_avec_erreur FROM documents d JOIN extraction_results r ON d.document_id = r.document_id WHERE r.message_error IS NOT NULL AND r.message_error <> '' GROUP BY d.document_year;",medium,"[""documents"", ""extraction_results""]","[""documents"", ""errors"", ""yearly"", ""count""]",True,[],True,,False,10,2,2,9a73a70513b6145a2b37ea3468b8e02496a1b3b72aa5ca7e8ce7182cb7d76297
cand_000031,Quelle est la moyenne des recettes par document selon le type de budget (BP ou BA) pour chaque commune ?,"SELECT d.city_name, d.budget_type, AVG(CAST(r.value AS REAL)) AS moyenne_recettes_par_resultat FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Recettes' GROUP BY d.city_name, d.budget_type;",medium,"[""extraction_results"", ""documents""]","[""recettes"", ""budget_type"", ""city"", ""average""]",True,[],True,,False,3,0,3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000032,Quelles communes ont vu leur dette augmenter de plus de 10 % entre 2023 et 2024 ?,"WITH dette23 AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS dette FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Dette' AND d.document_year = '2023' GROUP BY d.city_name), dette24 AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS dette FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Dette' AND d.document_year = '2024' GROUP BY d.city_name) SELECT d24.city_name, ((d24.dette - d23.dette) / d23.dette) * 100.0 AS hausse_pct FROM dette23 d23 JOIN dette24 d24 ON d23.city_name = d24.city_name WHERE d23.dette > 0 AND ((d24.dette - d23.dette) / d23.dette) * 100.0 > 10;",medium,"[""extraction_results"", ""documents""]","[""dette"", ""city"", ""increase"", ""yearly""]",True,[],True,,False,3,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000033,Combien de retours techniques (is_technical_error = 1) sont enregistrés par commune ?,"SELECT d.city_name, COUNT(*) AS nb_retours_techniques FROM resultfeedbacks f JOIN extraction_results r ON f.result_id = r.result_id JOIN documents d ON r.document_id = d.document_id WHERE f.is_technical_error = 1 GROUP BY d.city_name;",medium,"[""resultfeedbacks"", ""extraction_results"", ""documents""]","[""feedback"", ""technical_error"", ""city"", ""count""]",True,[],True,,False,0,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000034,Quels sont les 5 documents avec le meilleur résultat net (recettes - dépenses) ?,"WITH rev AS (SELECT d.document_id, SUM(CAST(r.value AS REAL)) AS recettes FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Recettes' GROUP BY d.document_id), dep AS (SELECT d.document_id, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' GROUP BY d.document_id) SELECT rev.document_id, (rev.recettes - dep.depenses) AS resultat_net FROM rev JOIN dep ON rev.document_id = dep.document_id ORDER BY resultat_net DESC LIMIT 5;",medium,"[""extraction_results"", ""documents""]","[""net_result"", ""documents"", ""top_n""]",True,[],True,,False,3,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000035,"Quel est le revenu moyen par page pour chaque document, et quels sont les 5 documents les plus performants ?","WITH rev AS (SELECT d.document_id, SUM(CAST(r.value AS REAL)) AS recettes FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Recettes' GROUP BY d.document_id) SELECT rev.document_id, rev.recettes / d.nb_pages AS recettes_par_page FROM rev JOIN documents d ON rev.document_id = d.document_id ORDER BY recettes_par_page DESC LIMIT 5;",hard,"[""extraction_results"", ""documents""]","[""recettes"", ""pages"", ""average"", ""top_n""]",True,[],True,,False,3,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000036,Quels documents présentent une incohérence entre la somme des postes D001 et D002 et le total des dépenses ?,"WITH somme_parts AS (SELECT d.document_id, SUM(CAST(r.value AS REAL)) AS total_parts FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id IN ('D001','D002') GROUP BY d.document_id), total_dep AS (SELECT d.document_id, CAST(r.value AS REAL) AS total_depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'TotalDepenses') SELECT sp.document_id FROM somme_parts sp JOIN total_dep td ON sp.document_id = td.document_id WHERE ABS(sp.total_parts - td.total_depenses) > 0.01;",hard,"[""extraction_results"", ""documents""]","[""validation"", ""incoherence"", ""depenses"", ""document""]",True,[],True,,False,8,0,1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000037,Quelles communes affichent la plus grande variance des dépenses d'une année à l'autre ?,"WITH dep_annee AS (SELECT d.city_name, d.document_year, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' GROUP BY d.city_name, d.document_year), stats AS (SELECT city_name, AVG(depenses) AS moyenne_dep, AVG(depenses * depenses) AS moyenne_carre FROM dep_annee GROUP BY city_name), variance AS (SELECT city_name, moyenne_carre - moyenne_dep * moyenne_dep AS variance_dep FROM stats) SELECT city_name, variance_dep FROM variance ORDER BY variance_dep DESC LIMIT 5;",hard,"[""extraction_results"", ""documents""]","[""depenses"", ""variance"", ""city"", ""yearly""]",True,[],True,,False,3,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000038,"Quel classement des communes selon un score composite (0,6 × recettes moyennes + 0,4 × taux de croissance des dépenses 2023‑2024) ?","WITH rev_doc AS (SELECT d.city_name, d.document_id, SUM(CAST(r.value AS REAL)) AS recettes FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Recettes' GROUP BY d.city_name, d.document_id), avg_rev AS (SELECT city_name, AVG(recettes) AS moyenne_recettes FROM rev_doc GROUP BY city_name), dep23 AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' AND d.document_year = '2023' GROUP BY d.city_name), dep24 AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' AND d.document_year = '2024' GROUP BY d.city_name), croissance AS (SELECT d24.city_name, ((d24.depenses - d23.depenses) / d23.depenses) * 100.0 AS taux_croissance FROM dep23 d23 JOIN dep24 d24 ON d23.city_name = d24.city_name WHERE d23.depenses > 0) SELECT a.city_name, (0.6 * a.moyenne_recettes) + (0.4 * c.taux_croissance) AS score_composite FROM avg_rev a JOIN croissance c ON a.city_name = c.city_name ORDER BY score_composite DESC LIMIT 10;",hard,"[""extraction_results"", ""documents""]","[""score_composite"", ""recettes"", ""depenses"", ""growth"", ""city""]",True,[],True,,False,3,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000039,Quelles sont les 5 communes qui ont généré le plus de recettes en 2024 ?,"SELECT d.city_name,
       SUM(CAST(er_rec.value AS REAL)) AS total_recettes
FROM extraction_results er_year
JOIN extraction_results er_rec
  ON er_rec.document_id = er_year.document_id
JOIN documents d
  ON d.document_id = er_year.document_id
WHERE er_year.safir_field_id = 'Année'
  AND er_year.value = '2024'
  AND er_rec.safir_field_id = 'D002'
GROUP BY d.city_name
ORDER BY total_recettes DESC
LIMIT 5;",easy,"[""extraction_results"", ""documents""]","[""top"", ""communes"", ""recettes"", ""2024"", ""ranking""]",True,[],True,,False,6,5,2,f3493f422c02b3fe7d0ac3d5e92c3ee52113f0cea3b693f2d33aad6016aa9dee
cand_000040,Quel pourcentage des documents est en état « SUCCESS » ?,"SELECT ROUND(100.0 * SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) / COUNT(*), 2) AS pct_success
FROM documents d
JOIN states s ON s.state_id = d.state_id;",easy,"[""documents"", ""states""]","[""percentage"", ""documents"", ""state_success"", ""aggregation""]",True,[],True,,False,1,1,1,6e16c65cadc050cd845c85f448ab00ccc600dd07d7b926d986f99e6f1e73bae8
cand_000041,"Combien de documents comportent un message d’erreur, ventilés par année ?","SELECT er_year.value AS annee,
       COUNT(DISTINCT d.document_id) AS nb_documents_erreur
FROM documents d
JOIN extraction_results er_year ON er_year.document_id = d.document_id
WHERE er_year.safir_field_id = 'Année'
  AND d.error_message IS NOT NULL
  AND TRIM(d.error_message) <> ''
GROUP BY er_year.value
ORDER BY annee;",easy,"[""documents"", ""extraction_results""]","[""count"", ""error_messages"", ""per_year"", ""documents""]",True,[],True,,False,3,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000042,"Combien d’extractions ont été exécutées selon leur état (PENDING, SUCCESS, etc.) ?","SELECT s.code AS etat,
       COUNT(*) AS nb_runs
FROM extraction_runs er
JOIN states s ON s.state_id = er.state_id
GROUP BY s.code
ORDER BY nb_runs DESC;",easy,"[""extraction_runs"", ""states""]","[""count"", ""extraction_runs"", ""state"", ""aggregation""]",True,[],True,,False,1,3,2,470343e6bbad773ff41e594c8afdeb4b1a11f1d29d3fd5a2d99973dc9b40c2c3
cand_000043,Quel est le taux de croissance des recettes de la commune « Ville de Concarneau » entre 2023 et 2024 ?,"WITH data AS (
  SELECT er_year.value AS annee,
         SUM(CAST(er_rec.value AS REAL)) AS total_recettes
  FROM extraction_results er_year
  JOIN extraction_results er_rec ON er_rec.document_id = er_year.document_id
  JOIN documents d ON d.document_id = er_year.document_id
  WHERE er_year.safir_field_id = 'Année'
    AND er_rec.safir_field_id = 'D002'
    AND d.city_name = 'Ville de Concarneau'
    AND er_year.value IN ('2023','2024')
  GROUP BY er_year.value
)
SELECT ((SELECT total_recettes FROM data WHERE annee = '2024') -
        (SELECT total_recettes FROM data WHERE annee = '2023')) /
       (SELECT total_recettes FROM data WHERE annee = '2023') * 100.0 AS croissance_pct;",medium,"[""extraction_results"", ""documents""]","[""growth_rate"", ""recettes"", ""commune"", ""2023_2024""]",True,[],True,,False,4,1,1,6e16c65cadc050cd845c85f448ab00ccc600dd07d7b926d986f99e6f1e73bae8
