id,question_fr,sql,difficulty,tags,tables_used,valid_sql,validation_error,generation_model,generated_at_utc,batch_index
cand_000014,Quel est le nombre moyen de résultats d’extraction par document selon le type de budget ?,"SELECT d.budget_type, AVG(cnt) AS moyenne_resultats FROM ( SELECT document_id, COUNT(*) AS cnt FROM extraction_results GROUP BY document_id ) er_cnt JOIN documents d ON er_cnt.document_id = d.document_id GROUP BY d.budget_type;",medium,"[""extraction_results"", ""budget_type"", ""moyenne""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:10:26.918790+00:00,1
cand_000015,Quelles communes ont vu leur dette totale augmenter de plus de 10 % entre 2023 et 2024 ?,"WITH dette_2023 AS ( SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS dette FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE d.document_year = '2023' AND r.safir_field_id = 'Dette' GROUP BY d.city_name ), dette_2024 AS ( SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS dette FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE d.document_year = '2024' AND r.safir_field_id = 'Dette' GROUP BY d.city_name ) SELECT d23.city_name FROM dette_2023 d23 JOIN dette_2024 d24 ON d23.city_name = d24.city_name WHERE d23.dette > 0 AND (d24.dette - d23.dette) / d23.dette > 0.10;",medium,"[""dette"", ""variation"", ""2023"", ""2024""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:10:26.919797+00:00,1
cand_000016,Combien de retours techniques (is_technical_error = 1) ont été enregistrés par commune ?,"SELECT d.city_name AS commune, COUNT(*) AS nb_retours FROM resultfeedbacks rf JOIN extraction_results r ON rf.result_id = r.result_id JOIN documents d ON r.document_id = d.document_id WHERE rf.is_technical_error = 1 GROUP BY d.city_name ORDER BY nb_retours DESC;",medium,"[""resultfeedbacks"", ""technical_error"", ""commune""]","[""resultfeedbacks"", ""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:10:26.920589+00:00,1
cand_000017,"Quelle proportion de documents possède au moins un résultat d’extraction avec un message d’erreur, par année ?","WITH docs_err AS ( SELECT DISTINCT d.document_id FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.message_error IS NOT NULL AND TRIM(r.message_error) <> '' ) SELECT d.document_year AS annee, ROUND(100.0 * COUNT(DISTINCT docs_err.document_id) / COUNT(DISTINCT d.document_id), 2) AS pourcentage FROM documents d LEFT JOIN docs_err ON d.document_id = docs_err.document_id GROUP BY d.document_year;",medium,"[""extraction_results"", ""message_error"", ""pourcentage"", ""annee""]","[""documents"", ""extraction_results""]",True,,openai/gpt-oss-120b,2026-03-09T23:10:26.920589+00:00,1
cand_000018,Quelles sont les 3 communes présentant la plus grande variance des dépenses d’une année à l’autre ?,"WITH dep_year AS ( SELECT d.city_name, d.document_year, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' GROUP BY d.city_name, d.document_year ), stats AS ( SELECT city_name, AVG(depenses) AS avg_dep, AVG(depenses * depenses) AS avg_sq FROM dep_year GROUP BY city_name ), var_calc AS ( SELECT city_name, (avg_sq - avg_dep * avg_dep) AS variance_dep FROM stats ) SELECT city_name, variance_dep FROM var_calc ORDER BY variance_dep DESC LIMIT 3;",hard,"[""variance"", ""depenses"", ""commune""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:10:26.923490+00:00,1
cand_000019,"Quel sont les 10 documents avec le meilleur score pondéré (Recettes × 0,6 − Dépenses × 0,4) ?","WITH rec AS ( SELECT document_id, SUM(CAST(value AS REAL)) AS recettes FROM extraction_results WHERE safir_field_id = 'Recettes' GROUP BY document_id ), dep AS ( SELECT document_id, SUM(CAST(value AS REAL)) AS depenses FROM extraction_results WHERE safir_field_id = 'Depenses' GROUP BY document_id ) SELECT d.document_id, d.city_name, d.document_year, (rec.recettes * 0.6 - dep.depenses * 0.4) AS score_pondere FROM documents d LEFT JOIN rec ON d.document_id = rec.document_id LEFT JOIN dep ON d.document_id = dep.document_id ORDER BY score_pondere DESC LIMIT 10;",hard,"[""score"", ""recettes"", ""depenses"", ""top""]","[""documents"", ""extraction_results""]",True,,openai/gpt-oss-120b,2026-03-09T23:10:26.924486+00:00,1
cand_000020,Quel est le nombre de documents selon le type de budget (BP ou BA) ?,"SELECT d.budget_type, COUNT(*) AS nb_documents FROM documents d GROUP BY d.budget_type;",easy,"[""documents"", ""budget_type"", ""count""]","[""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.011265+00:00,2
cand_000021,Quelles sont les 5 communes qui possèdent le plus grand nombre de documents ?,"SELECT d.city_name, COUNT(*) AS nb_documents FROM documents d GROUP BY d.city_name ORDER BY nb_documents DESC LIMIT 5;",easy,"[""documents"", ""city"", ""top_n""]","[""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.011265+00:00,2
cand_000022,Quelle est la moyenne du nombre de pages par document pour chaque année ?,"SELECT d.document_year, AVG(d.nb_pages) AS moyenne_pages FROM documents d GROUP BY d.document_year;",easy,"[""documents"", ""pages"", ""average""]","[""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.012273+00:00,2
cand_000023,Quel pourcentage des documents est en état SUCCESS ?,SELECT (COUNT(*) * 100.0 / (SELECT COUNT(*) FROM documents)) AS pct_success FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS';,easy,"[""documents"", ""state"", ""percentage""]","[""documents"", ""states""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.012273+00:00,2
cand_000024,Quel est le total des recettes extraites chaque année ?,"SELECT d.document_year, SUM(CAST(r.value AS REAL)) AS total_recettes FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Recettes' GROUP BY d.document_year;",easy,"[""extraction_results"", ""recettes"", ""yearly"", ""sum""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.012273+00:00,2
cand_000025,Quel est le total des dépenses extraites chaque année ?,"SELECT d.document_year, SUM(CAST(r.value AS REAL)) AS total_depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' GROUP BY d.document_year;",easy,"[""extraction_results"", ""depenses"", ""yearly"", ""sum""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.012273+00:00,2
cand_000026,Quel est le ratio dépenses / recettes pour chaque commune en 2024 ?,"WITH rev AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS recettes FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Recettes' AND d.document_year = '2024' GROUP BY d.city_name), exp AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' AND d.document_year = '2024' GROUP BY d.city_name) SELECT rev.city_name, (exp.depenses / rev.recettes) AS ratio_depenses_recettes FROM rev JOIN exp ON rev.city_name = exp.city_name WHERE rev.recettes <> 0;",easy,"[""ratio"", ""depenses"", ""recettes"", ""city"", ""2024""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.013834+00:00,2
cand_000027,Comment évoluent les recettes de la commune 'Ville de Concarneau' d'une année à l'autre ?,"SELECT d.document_year, SUM(CAST(r.value AS REAL)) AS recettes FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Recettes' AND d.city_name = 'Ville de Concarneau' GROUP BY d.document_year ORDER BY d.document_year;",medium,"[""recettes"", ""city"", ""trend""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.014891+00:00,2
cand_000028,Quelles sont les 5 communes avec la plus forte hausse en pourcentage des dépenses entre 2023 et 2024 ?,"WITH dep23 AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' AND d.document_year = '2023' GROUP BY d.city_name), dep24 AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' AND d.document_year = '2024' GROUP BY d.city_name) SELECT d24.city_name, ((d24.depenses - d23.depenses) / d23.depenses) * 100.0 AS hausse_pct FROM dep23 d23 JOIN dep24 d24 ON d23.city_name = d24.city_name WHERE d23.depenses > 0 ORDER BY hausse_pct DESC LIMIT 5;",medium,"[""depenses"", ""city"", ""increase"", ""yearly""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.025893+00:00,2
cand_000029,Quel est le nombre moyen d'erreurs d'extraction par état du document ?,"WITH err_counts AS (SELECT d.state_id, COUNT(*) AS nb_erreurs FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.message_error IS NOT NULL AND r.message_error <> '' GROUP BY d.state_id), doc_counts AS (SELECT state_id, COUNT(*) AS nb_documents FROM documents GROUP BY state_id) SELECT s.code AS etat, COALESCE(err_counts.nb_erreurs, 0) * 1.0 / doc_counts.nb_documents AS moyenne_erreurs_par_document FROM doc_counts LEFT JOIN err_counts ON doc_counts.state_id = err_counts.state_id JOIN states s ON doc_counts.state_id = s.state_id;",medium,"[""extraction_results"", ""errors"", ""state"", ""average""]","[""extraction_results"", ""documents"", ""states""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.027426+00:00,2
cand_000030,Combien de documents comportent au moins une erreur d'extraction chaque année ?,"SELECT d.document_year, COUNT(DISTINCT d.document_id) AS docs_avec_erreur FROM documents d JOIN extraction_results r ON d.document_id = r.document_id WHERE r.message_error IS NOT NULL AND r.message_error <> '' GROUP BY d.document_year;",medium,"[""documents"", ""errors"", ""yearly"", ""count""]","[""documents"", ""extraction_results""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.027426+00:00,2
cand_000031,Quelle est la moyenne des recettes par document selon le type de budget (BP ou BA) pour chaque commune ?,"SELECT d.city_name, d.budget_type, AVG(CAST(r.value AS REAL)) AS moyenne_recettes_par_resultat FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Recettes' GROUP BY d.city_name, d.budget_type;",medium,"[""recettes"", ""budget_type"", ""city"", ""average""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.028422+00:00,2
cand_000032,Quelles communes ont vu leur dette augmenter de plus de 10 % entre 2023 et 2024 ?,"WITH dette23 AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS dette FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Dette' AND d.document_year = '2023' GROUP BY d.city_name), dette24 AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS dette FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Dette' AND d.document_year = '2024' GROUP BY d.city_name) SELECT d24.city_name, ((d24.dette - d23.dette) / d23.dette) * 100.0 AS hausse_pct FROM dette23 d23 JOIN dette24 d24 ON d23.city_name = d24.city_name WHERE d23.dette > 0 AND ((d24.dette - d23.dette) / d23.dette) * 100.0 > 10;",medium,"[""dette"", ""city"", ""increase"", ""yearly""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.030426+00:00,2
cand_000033,Combien de retours techniques (is_technical_error = 1) sont enregistrés par commune ?,"SELECT d.city_name, COUNT(*) AS nb_retours_techniques FROM resultfeedbacks f JOIN extraction_results r ON f.result_id = r.result_id JOIN documents d ON r.document_id = d.document_id WHERE f.is_technical_error = 1 GROUP BY d.city_name;",medium,"[""feedback"", ""technical_error"", ""city"", ""count""]","[""resultfeedbacks"", ""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.030426+00:00,2
cand_000034,Quels sont les 5 documents avec le meilleur résultat net (recettes - dépenses) ?,"WITH rev AS (SELECT d.document_id, SUM(CAST(r.value AS REAL)) AS recettes FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Recettes' GROUP BY d.document_id), dep AS (SELECT d.document_id, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' GROUP BY d.document_id) SELECT rev.document_id, (rev.recettes - dep.depenses) AS resultat_net FROM rev JOIN dep ON rev.document_id = dep.document_id ORDER BY resultat_net DESC LIMIT 5;",medium,"[""net_result"", ""documents"", ""top_n""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.032425+00:00,2
cand_000035,"Quel est le revenu moyen par page pour chaque document, et quels sont les 5 documents les plus performants ?","WITH rev AS (SELECT d.document_id, SUM(CAST(r.value AS REAL)) AS recettes FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Recettes' GROUP BY d.document_id) SELECT rev.document_id, rev.recettes / d.nb_pages AS recettes_par_page FROM rev JOIN documents d ON rev.document_id = d.document_id ORDER BY recettes_par_page DESC LIMIT 5;",hard,"[""recettes"", ""pages"", ""average"", ""top_n""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.033429+00:00,2
cand_000036,Quels documents présentent une incohérence entre la somme des postes D001 et D002 et le total des dépenses ?,"WITH somme_parts AS (SELECT d.document_id, SUM(CAST(r.value AS REAL)) AS total_parts FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id IN ('D001','D002') GROUP BY d.document_id), total_dep AS (SELECT d.document_id, CAST(r.value AS REAL) AS total_depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'TotalDepenses') SELECT sp.document_id FROM somme_parts sp JOIN total_dep td ON sp.document_id = td.document_id WHERE ABS(sp.total_parts - td.total_depenses) > 0.01;",hard,"[""validation"", ""incoherence"", ""depenses"", ""document""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.036427+00:00,2
cand_000037,Quelles communes affichent la plus grande variance des dépenses d'une année à l'autre ?,"WITH dep_annee AS (SELECT d.city_name, d.document_year, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' GROUP BY d.city_name, d.document_year), stats AS (SELECT city_name, AVG(depenses) AS moyenne_dep, AVG(depenses * depenses) AS moyenne_carre FROM dep_annee GROUP BY city_name), variance AS (SELECT city_name, moyenne_carre - moyenne_dep * moyenne_dep AS variance_dep FROM stats) SELECT city_name, variance_dep FROM variance ORDER BY variance_dep DESC LIMIT 5;",hard,"[""depenses"", ""variance"", ""city"", ""yearly""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.037426+00:00,2
cand_000038,"Quel classement des communes selon un score composite (0,6 × recettes moyennes + 0,4 × taux de croissance des dépenses 2023‑2024) ?","WITH rev_doc AS (SELECT d.city_name, d.document_id, SUM(CAST(r.value AS REAL)) AS recettes FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Recettes' GROUP BY d.city_name, d.document_id), avg_rev AS (SELECT city_name, AVG(recettes) AS moyenne_recettes FROM rev_doc GROUP BY city_name), dep23 AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' AND d.document_year = '2023' GROUP BY d.city_name), dep24 AS (SELECT d.city_name, SUM(CAST(r.value AS REAL)) AS depenses FROM extraction_results r JOIN documents d ON r.document_id = d.document_id WHERE r.safir_field_id = 'Depenses' AND d.document_year = '2024' GROUP BY d.city_name), croissance AS (SELECT d24.city_name, ((d24.depenses - d23.depenses) / d23.depenses) * 100.0 AS taux_croissance FROM dep23 d23 JOIN dep24 d24 ON d23.city_name = d24.city_name WHERE d23.depenses > 0) SELECT a.city_name, (0.6 * a.moyenne_recettes) + (0.4 * c.taux_croissance) AS score_composite FROM avg_rev a JOIN croissance c ON a.city_name = c.city_name ORDER BY score_composite DESC LIMIT 10;",hard,"[""score_composite"", ""recettes"", ""depenses"", ""growth"", ""city""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:11:52.041892+00:00,2
cand_000039,Quelles sont les 5 communes qui ont généré le plus de recettes en 2024 ?,"SELECT d.city_name,
       SUM(CAST(er_rec.value AS REAL)) AS total_recettes
FROM extraction_results er_year
JOIN extraction_results er_rec
  ON er_rec.document_id = er_year.document_id
JOIN documents d
  ON d.document_id = er_year.document_id
WHERE er_year.safir_field_id = 'Année'
  AND er_year.value = '2024'
  AND er_rec.safir_field_id = 'D002'
GROUP BY d.city_name
ORDER BY total_recettes DESC
LIMIT 5;",easy,"[""top"", ""communes"", ""recettes"", ""2024"", ""ranking""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:13:37.052153+00:00,3
cand_000040,Quel pourcentage des documents est en état « SUCCESS » ?,"SELECT ROUND(100.0 * SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) / COUNT(*), 2) AS pct_success
FROM documents d
JOIN states s ON s.state_id = d.state_id;",easy,"[""percentage"", ""documents"", ""state_success"", ""aggregation""]","[""documents"", ""states""]",True,,openai/gpt-oss-120b,2026-03-09T23:13:37.052153+00:00,3
cand_000041,"Combien de documents comportent un message d’erreur, ventilés par année ?","SELECT er_year.value AS annee,
       COUNT(DISTINCT d.document_id) AS nb_documents_erreur
FROM documents d
JOIN extraction_results er_year ON er_year.document_id = d.document_id
WHERE er_year.safir_field_id = 'Année'
  AND d.error_message IS NOT NULL
  AND TRIM(d.error_message) <> ''
GROUP BY er_year.value
ORDER BY annee;",easy,"[""count"", ""error_messages"", ""per_year"", ""documents""]","[""documents"", ""extraction_results""]",True,,openai/gpt-oss-120b,2026-03-09T23:13:37.053738+00:00,3
cand_000042,"Combien d’extractions ont été exécutées selon leur état (PENDING, SUCCESS, etc.) ?","SELECT s.code AS etat,
       COUNT(*) AS nb_runs
FROM extraction_runs er
JOIN states s ON s.state_id = er.state_id
GROUP BY s.code
ORDER BY nb_runs DESC;",easy,"[""count"", ""extraction_runs"", ""state"", ""aggregation""]","[""extraction_runs"", ""states""]",True,,openai/gpt-oss-120b,2026-03-09T23:13:37.053738+00:00,3
cand_000043,Quel est le taux de croissance des recettes de la commune « Ville de Concarneau » entre 2023 et 2024 ?,"WITH data AS (
  SELECT er_year.value AS annee,
         SUM(CAST(er_rec.value AS REAL)) AS total_recettes
  FROM extraction_results er_year
  JOIN extraction_results er_rec ON er_rec.document_id = er_year.document_id
  JOIN documents d ON d.document_id = er_year.document_id
  WHERE er_year.safir_field_id = 'Année'
    AND er_rec.safir_field_id = 'D002'
    AND d.city_name = 'Ville de Concarneau'
    AND er_year.value IN ('2023','2024')
  GROUP BY er_year.value
)
SELECT ((SELECT total_recettes FROM data WHERE annee = '2024') -
        (SELECT total_recettes FROM data WHERE annee = '2023')) /
       (SELECT total_recettes FROM data WHERE annee = '2023') * 100.0 AS croissance_pct;",medium,"[""growth_rate"", ""recettes"", ""commune"", ""2023_2024""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:13:37.055231+00:00,3
cand_000044,"Quel est le ratio dépenses / recettes pour chaque commune en 2024, classé du plus élevé au plus bas ?","WITH dep AS (
  SELECT d.city_name,
         SUM(CAST(er.value AS REAL)) AS total_dep
  FROM extraction_results er
  JOIN extraction_results yr ON yr.document_id = er.document_id
  JOIN documents d ON d.document_id = er.document_id
  WHERE er.safir_field_id = 'D001'
    AND yr.safir_field_id = 'Année'
    AND yr.value = '2024'
  GROUP BY d.city_name
),
rec AS (
  SELECT d.city_name,
         SUM(CAST(er.value AS REAL)) AS total_rec
  FROM extraction_results er
  JOIN extraction_results yr ON yr.document_id = er.document_id
  JOIN documents d ON d.document_id = er.document_id
  WHERE er.safir_field_id = 'D002'
    AND yr.safir_field_id = 'Année'
    AND yr.value = '2024'
  GROUP BY d.city_name
)
SELECT dep.city_name,
       dep.total_dep,
       rec.total_rec,
       CASE WHEN rec.total_rec = 0 THEN NULL ELSE dep.total_dep / rec.total_rec END AS ratio_dep_rec
FROM dep
JOIN rec ON rec.city_name = dep.city_name
ORDER BY ratio_dep_rec DESC
LIMIT 10;",medium,"[""ratio"", ""depenses_recettes"", ""2024"", ""ranking""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:13:37.057849+00:00,3
cand_000045,Quelles communes ont vu leurs dépenses augmenter de plus de 10 % entre 2023 et 2024 ?,"WITH dep AS (
  SELECT d.city_name,
         yr.value AS annee,
         SUM(CAST(er.value AS REAL)) AS total_dep
  FROM extraction_results er
  JOIN extraction_results yr ON yr.document_id = er.document_id
  JOIN documents d ON d.document_id = er.document_id
  WHERE er.safir_field_id = 'D001'
    AND yr.safir_field_id = 'Année'
    AND yr.value IN ('2023','2024')
  GROUP BY d.city_name, yr.value
)
SELECT d1.city_name,
       (d2.total_dep - d1.total_dep) / d1.total_dep * 100.0 AS croissance_pct
FROM dep d1
JOIN dep d2 ON d2.city_name = d1.city_name
WHERE d1.annee = '2023' AND d2.annee = '2024'
  AND d1.total_dep > 0
  AND (d2.total_dep - d1.total_dep) / d1.total_dep > 0.10
ORDER BY croissance_pct DESC;",medium,"[""increase"", ""depenses"", ""percentage"", ""2023_2024""]","[""extraction_results"", ""documents""]",True,,openai/gpt-oss-120b,2026-03-09T23:13:37.058922+00:00,3
