id,question_fr,sql,difficulty,generation_model,batch_index,variety_profile,variety_style,tables_used,tags,accept_for_training,reject_reasons,runtime_ok,runtime_error,runtime_timeout,execution_ms,result_row_count,result_col_count,result_hash_sha256
cand_000022,Quelle est la proportion de documents en succès selon leur type de budget (BP/BA) en 2024 ?,"SELECT budget_type, SUM(CASE WHEN state_id = 'SUCCESS' THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS success_rate FROM documents WHERE document_year = '2024' GROUP BY budget_type;",medium,Qwen/Qwen2.5-7B-Instruct,11,portfolio_monitoring,investigation_mode,"[""documents"", ""states""]","[""budget_type_analysis"", ""success_rate""]",True,[],True,,False,1,2,2,87173fc26dd93b4275126cfb88cfa9cffd0493411d5b940a465b7452365980b2
cand_000023,Quels sont les documents avec des erreurs d'extraction récurrentes dans les mêmes sections en 2024 ?,"SELECT d.document_id, d.city_name, er.message_error FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year = '2024' AND er.message_error LIKE '%section%';",hard,Qwen/Qwen2.5-7B-Instruct,11,portfolio_monitoring,investigation_mode,"[""documents"", ""extraction_results""]","[""error_pattern"", ""section_analysis""]",True,[],True,,False,51,1015,3,bb9a2329c5bf262a43ab78db42fe97f97a82da770e487db348abbd070f95fd6a
cand_000024,Quels sont les documents avec des erreurs d'extraction liées à des formats non gérés en 2024 ?,"SELECT d.document_id, d.format, er.message_error FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year = '2024' AND er.message_error LIKE '%format%';",medium,Qwen/Qwen2.5-7B-Instruct,11,portfolio_monitoring,investigation_mode,"[""documents"", ""extraction_results""]","[""format_error"", ""join_operation""]",True,[],True,,False,27,30,3,3422d654708f9d70275620c3c5f8acb2c026a7fa830502d2605561b252a72168
cand_000025,Quelle est la distribution des types de documents (mask) selon leur statut d'extraction en 2024 ?,"SELECT mask, state_id, COUNT(*) AS count FROM documents WHERE document_year = '2024' GROUP BY mask, state_id;",medium,Qwen/Qwen2.5-7B-Instruct,11,portfolio_monitoring,investigation_mode,"[""documents"", ""states""]","[""mask_distribution"", ""status_analysis""]",True,[],True,,False,3,108,3,5262ba12cf274cb1308fa75780aacb527723dfbcf1b58041b6809b50f61066fa
cand_000026,Quels sont les documents avec des erreurs d'extraction liées à des règles de validation et leur type de budget ?,"SELECT d.budget_type, d.mask, er.message_error FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.message_error LIKE '%validation%';",hard,Qwen/Qwen2.5-7B-Instruct,11,portfolio_monitoring,investigation_mode,"[""documents"", ""extraction_results""]","[""validation_error"", ""budget_type""]",True,[],True,,False,13,5,3,42ffc8c59cd633e1e3b95b3c0b66503bacbf4aa6990a36d114420fb5b6b02dc2
cand_000027,Quelle est la corrélation entre le nombre de pages des documents et leur taux de succès d'extraction selon le type de budget (BP/BA) ?,"SELECT budget_type, AVG(nb_pages) AS avg_pages, SUM(CASE WHEN state_id = 'SUCCESS' THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS success_rate FROM documents GROUP BY budget_type;",hard,Qwen/Qwen2.5-7B-Instruct,11,portfolio_monitoring,investigation_mode,"[""documents"", ""states""]","[""correlation_analysis"", ""budget_type""]",True,[],True,,False,2,2,3,3bb58f6b867c39cedcc14f8cda4d1c75bbd9e094f9958ebe0546963c10c774b5
cand_000028,Quelle est la proportion de documents en succès (état 'SUCCESS') selon leur type de budget (BP/BA) en 2024 ?,"SELECT budget_type, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM documents WHERE document_year = '2024') AS success_rate FROM documents WHERE document_year = '2024' AND state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY budget_type",medium,Qwen/Qwen2.5-7B-Instruct,17,year_over_year_trends,investigation_mode,"[""documents"", ""states""]","[""budget_type"", ""success_rate"", ""year_filter""]",True,[],True,,False,48,2,2,744ee531d72f7ab539161b89face535d738f66a576af88c9ab730d27098f7e5d
cand_000029,Quel est le taux de documents en succès (état 'SUCCESS') par année et par type de document (mask) ?,"SELECT document_year, mask, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM documents WHERE document_year = documents.document_year AND mask = documents.mask) AS success_rate FROM documents WHERE state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY document_year, mask",hard,Qwen/Qwen2.5-7B-Instruct,17,year_over_year_trends,investigation_mode,"[""documents"", ""states""]","[""success_rate"", ""document_type"", ""year_over_year""]",True,[],True,,False,41,5,3,5cd1ee4cad816e02f59fa7516e1273ca7fae918d4fe40fcb5b5c83cc1bfbe79d
cand_000030,"Quelle est la répartition des formats de documents (PDF, scan) par année, et comment a-t-elle évolué ?","SELECT document_year, format, COUNT(*) AS count FROM documents GROUP BY document_year, format ORDER BY document_year DESC, count DESC",medium,Qwen/Qwen2.5-7B-Instruct,17,year_over_year_trends,investigation_mode,"[""documents""]","[""document_format"", ""year_over_year"", ""distribution""]",True,[],True,,False,0,3,3,6ebf099705cde2c20769bf35b5f5b61914d079fe3799a0585d369597ef83bfed
cand_000031,Quels sont les documents M4_CFU avec des erreurs d'extraction liées à des règles de validation en 2024 ?,"SELECT documents.document_id, documents.city_name FROM documents JOIN extraction_results ON documents.document_id = extraction_results.document_id WHERE documents.mask = 'M4_CFU' AND documents.document_year = '2024' AND extraction_results.message_error LIKE '%validation%'",hard,Qwen/Qwen2.5-7B-Instruct,17,year_over_year_trends,investigation_mode,"[""documents"", ""extraction_results""]","[""error_analysis"", ""document_type"", ""validation_rule""]",True,[],True,,False,0,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000032,Quelle est la tendance du nombre de documents avec des erreurs d'extraction liées à des formats non gérés entre 2023 et 2024 ?,"SELECT document_year, COUNT(*) AS error_count FROM documents WHERE document_year IN ('2023', '2024') AND error_message LIKE '%format non géré%' GROUP BY document_year",medium,Qwen/Qwen2.5-7B-Instruct,17,year_over_year_trends,investigation_mode,"[""documents""]","[""error_analysis"", ""format_issue"", ""year_over_year""]",True,[],True,,False,0,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000033,Quelle est la tendance des erreurs d'extraction liées aux règles de validation par année ?,"SELECT document_year, COUNT(*) AS validation_error_count FROM documents WHERE document_year IN ('2023', '2024') AND error_message LIKE '%validation%' GROUP BY document_year",medium,Qwen/Qwen2.5-7B-Instruct,17,year_over_year_trends,investigation_mode,"[""documents""]","[""error_analysis"", ""validation_rule"", ""year_over_year""]",True,[],True,,False,0,1,2,1354b1af21ccb7b3a760103b62a5510c0a1e0dea80dd42e7bb829a28de33eab4
cand_000034,Quel est le nombre moyen de pages par document selon le type de budget (BP/BA) en 2024 ?,"SELECT budget_type, AVG(nb_pages) AS avg_pages FROM documents WHERE document_year = '2024' GROUP BY budget_type",easy,Qwen/Qwen2.5-7B-Instruct,17,year_over_year_trends,investigation_mode,"[""documents""]","[""page_count"", ""budget_type"", ""year_filter""]",True,[],True,,False,0,2,2,c148ee0250e5c4b808a68196447f779af9c0ff6e72c25c45b2ee2473782c3541
cand_000035,Quelle est la répartition des types de documents (mask) selon leur statut d'extraction en 2024 ?,"SELECT mask, code AS status, COUNT(*) AS count FROM documents JOIN states ON documents.state_id = states.state_id WHERE documents.document_year = '2024' GROUP BY mask, code",medium,Qwen/Qwen2.5-7B-Instruct,17,year_over_year_trends,investigation_mode,"[""documents"", ""states""]","[""document_type"", ""document_status"", ""year_filter""]",True,[],True,,False,1,6,3,3a3f9569f70df67689aa83d47270600a0e2f0ce9c71210a5b873394366a1e52f
cand_000036,Quel est le taux de documents en erreur (état 'ERROR') par année et par type de document (mask) ?,"SELECT document_year, mask, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM documents WHERE document_year = documents.document_year AND mask = documents.mask) AS error_rate FROM documents WHERE state_id IN (SELECT state_id FROM states WHERE code = 'ERROR') GROUP BY document_year, mask",hard,Qwen/Qwen2.5-7B-Instruct,17,year_over_year_trends,investigation_mode,"[""documents"", ""states""]","[""error_rate"", ""document_type"", ""year_over_year""]",True,[],True,,False,20,2,3,b559c553e8aecff276dfa3d7bb370e268d067075c65b2401354fe462b7075051
cand_000037,Quelle est la corrélation entre le type de budget (BP/BA) et le nombre de documents en succès (état 'SUCCESS') par année ?,"SELECT document_year, budget_type, COUNT(*) AS success_count FROM documents WHERE state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS') GROUP BY document_year, budget_type",medium,Qwen/Qwen2.5-7B-Instruct,17,year_over_year_trends,investigation_mode,"[""documents"", ""states""]","[""budget_type"", ""success_count"", ""year_over_year""]",True,[],True,,False,44,4,3,9922900c08a853332ca9c27c0197b37eba5cccfdb7a0f695e90b289bf774dd0d
cand_000038,Quels sont les documents avec des avertissements mais sans erreurs critiques par année ?,"SELECT d.document_id, d.document_year, d.warning_message FROM documents d WHERE d.warning_message IS NOT NULL AND d.error_message IS NULL",medium,Qwen/Qwen2.5-7B-Instruct,18,workflow_performance,portfolio_review,"[""documents""]","[""warning_analysis"", ""error_free"", ""yearly_analysis""]",True,[],True,,False,0,0,3,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000039,Combien de règles d'extraction existent par ensemble de règles (ruleset) ?,"SELECT r.ruleset_id, COUNT(*) AS nb_rules FROM field_rules r JOIN rulesets rs ON r.ruleset_id = rs.ruleset_id GROUP BY r.ruleset_id",easy,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""field_rules"", ""rulesets""]","[""ruleset_coverage"", ""extraction_rules""]",True,[],True,,False,32,23,2,b0ad6b84ffcd76bd85ad9c5ef4d3835ef55aebd919bdae3ee64d496b7712593b
cand_000040,Quelle est la répartition des règles de validation par type de document (mask) ?,"SELECT mask, COUNT(*) AS nb_rules FROM validation_rules GROUP BY mask ORDER BY mask",medium,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""validation_rules""]","[""validation_rules"", ""mask_coverage""]",True,[],True,,False,27,4,2,ab5a73866f93bafd03ad2fb7667913eccff9eb383f9a9c0a8eb0d2549a1e47da
cand_000041,Combien de règles de validation sont associées à chaque ensemble de règles (ruleset) ?,"SELECT r.ruleset_id, COUNT(*) AS nb_validation_rules FROM validation_rules r JOIN rulesets rs ON r.ruleset_id = rs.ruleset_id GROUP BY r.ruleset_id",easy,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""validation_rules"", ""rulesets""]","[""validation_rules"", ""ruleset_coverage""]",True,[],True,,False,5,22,2,a702ba37ea914ef29d0e984e418da626dbae0d2930bf4434d67e341837a5cede
cand_000042,Quelle est la densité des contrôles (règles d'extraction et de validation) par type de document (mask) ?,"SELECT mask, (COUNT(*) OVER (PARTITION BY mask)) AS total_controls FROM (SELECT mask FROM field_rules UNION ALL SELECT mask FROM validation_rules) AS all_rules GROUP BY mask",hard,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""field_rules"", ""validation_rules""]","[""control_density"", ""mask_coverage""]",True,[],True,,False,59,4,2,c6c682f5ece5fd7ef69723f876d56b38ef6fbbc9cb21bb68bd35ab05a5227e82
cand_000043,Quels ensembles de règles (rulesets) ont des règles de validation avec un niveau de problème 'ECHEC' ?,SELECT DISTINCT rs.ruleset_id FROM validation_rules r JOIN rulesets rs ON r.ruleset_id = rs.ruleset_id WHERE r.level_of_problem = 'ECHEC',medium,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""validation_rules"", ""rulesets""]","[""validation_rules"", ""ruleset_coverage""]",True,[],True,,False,14,22,1,7f6000fc668251324341e12ce21bac8f923768c9afabf43a729927a5527e7b9e
cand_000044,Quels sont les ensembles de règles (rulesets) qui n'ont aucune règle de validation associée ?,SELECT rs.ruleset_id FROM rulesets rs LEFT JOIN validation_rules r ON rs.ruleset_id = r.ruleset_id WHERE r.validation_rule_id IS NULL,hard,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""rulesets"", ""validation_rules""]","[""ruleset_coverage"", ""validation_rules""]",True,[],True,,False,11,29,1,b4b1ee388df825cf3ef54138c95c772b87f0606f7887f197440f1ea040c684d1
cand_000045,Combien de règles d'extraction ciblent le champ 'Conso' pour les documents M4_CFU ?,SELECT COUNT(*) AS nb_rules FROM field_rules WHERE safir_field_id = 'Conso' AND mask = 'M4_CFU',easy,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""field_rules""]","[""field_rules"", ""mask_coverage""]",True,[],True,,False,7,1,1,1354b1af21ccb7b3a760103b62a5510c0a1e0dea80dd42e7bb829a28de33eab4
cand_000046,Quelle est la répartition des règles de validation par niveau de problème (ALERTE/ECHEC) ?,"SELECT level_of_problem, COUNT(*) AS nb_rules FROM validation_rules GROUP BY level_of_problem",medium,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""validation_rules""]","[""validation_rules"", ""problem_level""]",True,[],True,,False,8,2,2,b5623dffd56504fbdda24dace7db175b69daad09ac564f3b08a7342143f0b883
cand_000047,Quels ensembles de règles (rulesets) contiennent à la fois des règles d'extraction et de validation ?,SELECT rs.ruleset_id FROM rulesets rs WHERE EXISTS (SELECT 1 FROM field_rules WHERE ruleset_id = rs.ruleset_id) AND EXISTS (SELECT 1 FROM validation_rules WHERE ruleset_id = rs.ruleset_id),hard,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""rulesets"", ""field_rules"", ""validation_rules""]","[""ruleset_coverage"", ""validation_rules""]",True,[],True,,False,2,0,1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000048,Quels sont les types de documents (masks) pour lesquels aucun ensemble de règles ne définit de règles d'extraction ?,SELECT DISTINCT mask FROM documents WHERE mask NOT IN (SELECT DISTINCT mask FROM field_rules),medium,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""documents"", ""field_rules""]","[""mask_coverage"", ""field_rules""]",True,[],True,,False,12,0,1,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000049,Combien de règles de validation ciblent le champ 'DF011' ?,SELECT COUNT(*) AS nb_rules FROM validation_rules WHERE 'DF011' IN (safir_field_id_list),easy,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""validation_rules""]","[""validation_rules"", ""field_coverage""]",True,[],True,,False,10,1,1,1354b1af21ccb7b3a760103b62a5510c0a1e0dea80dd42e7bb829a28de33eab4
cand_000050,Quels ensembles de règles (rulesets) ont des règles de validation avec des messages d'erreur personnalisés ?,SELECT DISTINCT rs.ruleset_id FROM validation_rules r JOIN rulesets rs ON r.ruleset_id = rs.ruleset_id WHERE r.message_if_problem IS NOT NULL,medium,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""validation_rules"", ""rulesets""]","[""validation_rules"", ""ruleset_coverage""]",True,[],True,,False,10,22,1,bc804acff8bf35dfea4f4fb701ae493b9d216dd3fb43f1441617587e2407cbad
cand_000051,Quelle est la répartition des ensembles de règles (rulesets) par nombre total de règles (extraction + validation) ?,"SELECT rs.ruleset_id, (SELECT COUNT(*) FROM field_rules WHERE ruleset_id = rs.ruleset_id) + (SELECT COUNT(*) FROM validation_rules WHERE ruleset_id = rs.ruleset_id) AS total_rules FROM rulesets rs",hard,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""rulesets"", ""field_rules"", ""validation_rules""]","[""ruleset_coverage"", ""control_density""]",True,[],True,,False,2,51,2,41175eba7d971bfeefd70e50c038aa311f582f16e0ecf280b9b7a55962bcdec6
cand_000052,Quels sont les ensembles de règles (rulesets) qui n'ont pas de règles d'extraction pour le mask 'M57' ?,SELECT rs.ruleset_id FROM rulesets rs WHERE NOT EXISTS (SELECT 1 FROM field_rules WHERE ruleset_id = rs.ruleset_id AND mask = 'M57'),medium,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""rulesets"", ""field_rules""]","[""ruleset_coverage"", ""mask_coverage""]",True,[],True,,False,9,51,1,4ed57ac90547a9ff72224c38df703148721b108d85241638a01fbd2295a0002e
cand_000053,Combien de règles de validation ciblent plus de 5 champs (safir_field_id) simultanément ?,SELECT COUNT(*) AS nb_rules FROM validation_rules WHERE LENGTH(safir_field_id_list) > 5,easy,Qwen/Qwen2.5-7B-Instruct,20,rules_and_controls,executive_dashboard,"[""validation_rules""]","[""validation_rules"", ""field_coverage""]",True,[],True,,False,7,1,1,1354b1af21ccb7b3a760103b62a5510c0a1e0dea80dd42e7bb829a28de33eab4
