id,question_fr,sql,difficulty,generation_model,batch_index,variety_profile,variety_style,tables_used,tags,accept_for_training,reject_reasons,runtime_ok,runtime_error,runtime_timeout,execution_ms,result_row_count,result_col_count,result_hash_sha256
cand_000011,Combien de règles de validation sont associées à chaque jeu de règles ?,"SELECT ruleset_id, COUNT(*) AS nb_validation_rules FROM validation_rules GROUP BY ruleset_id;",easy,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""validation_rules""]","[""validation_rules"", ""ruleset"", ""count""]",True,[],True,,False,10,22,2,3682a1a5944d25e2ab5e666686b65393839412f2b8bad75fc7a5312eb0fb9e0e
cand_000012,Quel pourcentage de masques sont couverts par au moins une règle d'extraction ?,SELECT (SELECT COUNT(DISTINCT mask) FROM field_rules) * 100.0 / (SELECT COUNT(DISTINCT mask) FROM documents) AS coverage_percent;,medium,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""field_rules"", ""documents""]","[""coverage"", ""mask"", ""ruleset""]",True,[],True,,False,5,1,1,416d239902bb2385ef73b69c725418babbdc70b7eddf4167263800a798eb187d
cand_000013,Combien de champs SAFIR différents sont couverts par chaque jeu de règles d'extraction ?,"SELECT ruleset_id, COUNT(DISTINCT safir_field_id) AS nb_fields FROM field_rules GROUP BY ruleset_id;",easy,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""field_rules""]","[""field_rules"", ""ruleset"", ""safir_field""]",True,[],True,,False,10,23,2,bac3642a1621c19423ad014b9481ddf14d443aa63596f8f0fc49107888efb41d
cand_000014,Quel est le nombre moyen d'exécutions d'extraction par année budgétaire ?,"SELECT d.document_year, AVG(cnt) AS avg_runs_per_doc
FROM (
    SELECT document_id, COUNT(*) AS cnt
    FROM extraction_runs
    GROUP BY document_id
) er
JOIN documents d ON er.document_id = d.document_id
GROUP BY d.document_year;",easy,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""extraction_runs"", ""documents""]","[""extraction_runs"", ""documents"", ""average"", ""year""]",True,[],True,,False,2,2,2,bdf41ab4fc116baa67ad3d5ef6b315732a63893ae1f5c453661e9ce800959276
cand_000015,Quel est le ratio de règles de validation par rapport aux règles d'extraction pour chaque masque ?,"SELECT fr.mask,
       (SELECT COUNT(*) FROM validation_rules vr WHERE vr.mask = fr.mask) * 1.0 /
       (SELECT COUNT(*) FROM field_rules fr2 WHERE fr2.mask = fr.mask) AS validation_to_extraction_ratio
FROM (SELECT DISTINCT mask FROM field_rules) fr;",medium,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""validation_rules"", ""field_rules""]","[""validation_rules"", ""field_rules"", ""ratio"", ""mask""]",True,[],True,,False,51,3,2,bb66aac7e2f64cde51f020aa2cadf2a1a3a9d4f3df9492720a3cf30f76749ec5
cand_000017,Combien de règles d'extraction ciblent les indicateurs dont l'identifiant commence par « D » pour chaque masque ?,"SELECT mask, COUNT(*) AS nb_rules FROM field_rules WHERE safir_field_id LIKE 'D%' GROUP BY mask;",medium,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""field_rules""]","[""field_rules"", ""mask"", ""indicator_family""]",True,[],True,,False,5,3,2,4658b1f560f08e4c49942b26a65c6a9162d3e5f2b04521a74a164975146f3d38
cand_000018,Quel est le nombre moyen de règles de validation par règle d'extraction pour chaque jeu de règles ?,"SELECT fr.ruleset_id,
       COUNT(vr.validation_rule_id) * 1.0 / COUNT(fr.extraction_rule_id) AS density
FROM field_rules fr
LEFT JOIN validation_rules vr ON fr.ruleset_id = vr.ruleset_id
GROUP BY fr.ruleset_id;",medium,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""field_rules"", ""validation_rules""]","[""validation_rules"", ""field_rules"", ""density"", ""ruleset""]",True,[],True,,False,6,23,2,94e8afcd9b938bda8b479a2ec9c9340e64199059793e6cf6c6227fe768d3a48e
cand_000019,Quels jeux de règles ont plus de 50 % de leurs règles d'extraction associées à au moins une règle de validation ?,"SELECT fr.ruleset_id,
       COUNT(vr.validation_rule_id) * 100.0 / COUNT(fr.extraction_rule_id) AS validation_coverage_percent
FROM field_rules fr
LEFT JOIN validation_rules vr ON fr.ruleset_id = vr.ruleset_id
GROUP BY fr.ruleset_id
HAVING validation_coverage_percent > 50;",medium,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""field_rules"", ""validation_rules""]","[""ruleset"", ""validation_coverage"", ""field_rules""]",True,[],True,,False,6,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000020,Quel est le nombre moyen de champs extraits par document pour chaque type de masque ?,"SELECT d.mask, AVG(cnt) AS avg_fields_per_doc
FROM (
    SELECT document_id, COUNT(*) AS cnt
    FROM extraction_results
    GROUP BY document_id
) er
JOIN documents d ON er.document_id = d.document_id
GROUP BY d.mask;",medium,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""extraction_results"", ""documents""]","[""extraction_results"", ""documents"", ""average"", ""mask""]",True,[],True,,False,2,3,2,3e1656258adf1ff27adcb8071aaf7aadf8fc6f688f6cbbd49d7bd554dbaabdb9
cand_000021,Quel masque montre le plus haut taux de documents dont l'extraction n'est pas réussie ?,"SELECT d.mask,
       100.0 * SUM(CASE WHEN s.code <> 'SUCCESS' THEN 1 ELSE 0 END) / COUNT(*) AS failure_rate_percent
FROM documents d
JOIN states s ON d.state_id = s.state_id
GROUP BY d.mask
ORDER BY failure_rate_percent DESC
LIMIT 5;",medium,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""documents"", ""states""]","[""documents"", ""states"", ""failure_rate"", ""mask""]",True,[],True,,False,24,3,2,ab36e70c65da41c26ba1285d3c2abc42a8e6592c55a585b84bbae8efc001f1ec
cand_000022,"Pour chaque année, quels masques présentent une augmentation de plus de 10 % du taux de champs extraits signalés avec un avertissement par rapport à l'année précédente ?","WITH warnings AS (
    SELECT CAST(d.document_year AS INTEGER) AS year, d.mask,
           COUNT(*) AS total_results,
           SUM(CASE WHEN er.message_warning IS NOT NULL AND er.message_warning <> '' THEN 1 ELSE 0 END) AS warning_results
    FROM documents d
    JOIN extraction_results er ON d.document_id = er.document_id
    GROUP BY year, d.mask
),
rates AS (
    SELECT year, mask,
           warning_results * 1.0 / total_results AS warning_rate
    FROM warnings
)
SELECT r1.year, r1.mask, r1.warning_rate AS current_rate,
       r0.warning_rate AS previous_rate,
       ((r1.warning_rate - r0.warning_rate) / r0.warning_rate) * 100.0 AS increase_percent
FROM rates r1
JOIN rates r0 ON r1.mask = r0.mask AND r1.year = r0.year + 1
WHERE ((r1.warning_rate - r0.warning_rate) / r0.warning_rate) > 0.10;",hard,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""documents"", ""extraction_results""]","[""warning_rate"", ""mask"", ""year"", ""trend""]",True,[],True,,False,24,0,5,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000023,"Quels jeux de règles ont une moyenne de champs d'extraction par masque inférieure à 80 % de la moyenne globale, indiquant un potentiel de couverture insuffisant ?","WITH mask_counts AS (
    SELECT mask, COUNT(*) AS cnt FROM field_rules GROUP BY mask
),
global_avg AS (
    SELECT AVG(cnt) AS avg_cnt FROM mask_counts
),
ruleset_mask_counts AS (
    SELECT ruleset_id, mask, COUNT(*) AS cnt FROM field_rules GROUP BY ruleset_id, mask
),
ruleset_avg AS (
    SELECT ruleset_id, AVG(cnt) AS avg_cnt FROM ruleset_mask_counts GROUP BY ruleset_id
)
SELECT r.ruleset_id, r.avg_cnt, g.avg_cnt,
       (r.avg_cnt / g.avg_cnt) * 100.0 AS percent_of_global
FROM ruleset_avg r, global_avg g
WHERE (r.avg_cnt / g.avg_cnt) < 0.8;",hard,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""field_rules""]","[""coverage_gap"", ""ruleset"", ""mask"", ""field_rules""]",True,[],True,,False,25,23,4,a20886e580350e641968204982e097d2c0bc74d3c2f04fe89a9a7cc28a2b69ff
cand_000024,"Pour chaque masque, quel pourcentage de règles d'extraction possède au moins une règle de validation correspondante, et quels masques sont en dessous de 30 % ?","WITH fr_counts AS (
    SELECT mask, COUNT(*) AS total_fr FROM field_rules GROUP BY mask
),
fr_validated AS (
    SELECT fr.mask, COUNT(*) AS validated_fr
    FROM field_rules fr
    WHERE EXISTS (
        SELECT 1 FROM validation_rules vr
        WHERE vr.mask = fr.mask AND vr.ruleset_id = fr.ruleset_id
    )
    GROUP BY fr.mask
)
SELECT fc.mask,
       fc.total_fr,
       COALESCE(fv.validated_fr,0) AS validated_fr,
       (COALESCE(fv.validated_fr,0) * 1.0 / fc.total_fr) * 100.0 AS validation_coverage_percent
FROM fr_counts fc
LEFT JOIN fr_validated fv ON fc.mask = fv.mask
WHERE (COALESCE(fv.validated_fr,0) * 1.0 / fc.total_fr) < 0.30;",hard,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""field_rules"", ""validation_rules""]","[""validation_coverage"", ""mask"", ""field_rules""]",True,[],True,,False,20,3,4,51401177cdff267d793b7b02a1cf79f951c25f12fd4c3fd66059b7afd0aa39c2
cand_000025,"Quels sont les trois jeux de règles avec le plus grand nombre moyen de règles de validation par règle d'extraction, et quels masques couvrent‑ils ?","WITH counts AS (
    SELECT fr.ruleset_id,
           COUNT(fr.extraction_rule_id) AS fr_cnt,
           COUNT(vr.validation_rule_id) AS vr_cnt
    FROM field_rules fr
    LEFT JOIN validation_rules vr ON fr.ruleset_id = vr.ruleset_id
    GROUP BY fr.ruleset_id
),
ratios AS (
    SELECT ruleset_id,
           vr_cnt * 1.0 / NULLIF(fr_cnt,0) AS avg_vr_per_fr
    FROM counts
)
SELECT r.ruleset_id,
       r.avg_vr_per_fr,
       GROUP_CONCAT(DISTINCT fr.mask) AS masks_covered
FROM ratios r
JOIN field_rules fr ON fr.ruleset_id = r.ruleset_id
GROUP BY r.ruleset_id, r.avg_vr_per_fr
ORDER BY r.avg_vr_per_fr DESC
LIMIT 3;",hard,openai/gpt-oss-120b,2,rules_and_controls,investigation_mode,"[""field_rules"", ""validation_rules""]","[""top_rulesets"", ""validation_density"", ""mask""]",True,[],True,,False,14,3,3,0180616e74abc362cc8c83191add8688d982b97f9f95247a0305340441696b23
cand_000026,Quel est le taux de réussite des extractions par année budgétaire ?,"SELECT d.document_year,
       ROUND(100.0 * SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) / COUNT(*), 2) AS taux_success_percent
FROM documents d
JOIN extraction_runs r ON r.document_id = d.document_id
JOIN states s ON r.state_id = s.state_id
GROUP BY d.document_year
ORDER BY d.document_year;",easy,openai/gpt-oss-120b,3,workflow_performance,portfolio_review,"[""documents"", ""extraction_runs"", ""states""]","[""taux_success"", ""extraction"", ""annee""]",True,[],True,,False,18,2,2,fc4c51257b919d7546c261c4e77892ed8ec1d6a22c989c206e53ed4cc5c2c6e0
cand_000027,Combien de documents par type de masque n’ont pas abouti à une extraction réussie ?,"SELECT d.mask,
       COUNT(*) AS nb_documents_non_reussis
FROM documents d
JOIN extraction_runs r ON r.document_id = d.document_id
JOIN states s ON r.state_id = s.state_id
WHERE s.code <> 'SUCCESS'
GROUP BY d.mask
ORDER BY nb_documents_non_reussis DESC;",easy,openai/gpt-oss-120b,3,workflow_performance,portfolio_review,"[""documents"", ""extraction_runs"", ""states""]","[""documents_non_success"", ""mask"", ""extraction""]",True,[],True,,False,1,2,2,5ecb0fb44a0d15f2a6f03ddcb962dd830b0c29fddf51a81285072a59d872affe
cand_000028,Quel est le volume mensuel des extractions (nombre de runs) pour l'année 2024 ?,"SELECT strftime('%Y-%m', r.start_time) AS mois,
       COUNT(*) AS nb_runs
FROM extraction_runs r
JOIN documents d ON d.document_id = r.document_id
WHERE d.document_year = '2024'
GROUP BY mois
ORDER BY mois;",easy,openai/gpt-oss-120b,3,workflow_performance,portfolio_review,"[""extraction_runs"", ""documents""]","[""volume_mensuel"", ""extraction_runs"", ""2024""]",True,[],True,,False,1,1,2,1611902655dff2e5e3db80a3bb79c9367987b413552ffbd6d03d898c7c7ceaa3
cand_000029,Quel est le temps moyen d'extraction (en minutes) par masque ?,"WITH run_durations AS (
  SELECT r.run_id,
         d.mask,
         (julianday(MAX(er.created_at)) - julianday(r.start_time)) * 24 * 60 AS duree_minutes
  FROM extraction_runs r
  JOIN documents d ON d.document_id = r.document_id
  JOIN extraction_results er ON er.run_id = r.run_id
  GROUP BY r.run_id
)
SELECT mask,
       ROUND(AVG(duree_minutes), 2) AS duree_moyenne_minutes
FROM run_durations
GROUP BY mask
ORDER BY duree_moyenne_minutes DESC;",easy,openai/gpt-oss-120b,3,workflow_performance,portfolio_review,"[""extraction_runs"", ""documents"", ""extraction_results""]","[""duree_extraction"", ""mask"", ""moyenne""]",True,[],True,,False,11,3,2,731835801b87dab80146eaf84783cbecf858267de2927d7407f6275cebf14bee
cand_000030,Quel est le taux de succès des extractions selon le type de budget (BP ou BA) ?,"SELECT d.budget_type,
       ROUND(100.0 * SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) / COUNT(*), 2) AS taux_success_percent
FROM documents d
JOIN extraction_runs r ON r.document_id = d.document_id
JOIN states s ON r.state_id = s.state_id
GROUP BY d.budget_type;",easy,openai/gpt-oss-120b,3,workflow_performance,portfolio_review,"[""documents"", ""extraction_runs"", ""states""]","[""budget_type"", ""success_ratio"", ""documents""]",True,[],True,,False,5,2,2,1ff302ef2ed7a8e767a2e9851a4989ebde04f40fa38d32d3a90ba7e516f32943
cand_000031,Quel est le taux de complétude de l'extraction par ville pour l'année 2024 ? (Champ SAFIR attendus vs extraits),"WITH total_fields AS (
  SELECT mask, COUNT(DISTINCT safir_field_id) AS nb_total
  FROM field_rules
  GROUP BY mask
),
extracted_per_city AS (
  SELECT d.city_name,
         d.mask,
         COUNT(DISTINCT er.safir_field_id) AS nb_extraits
  FROM documents d
  JOIN extraction_results er ON er.document_id = d.document_id
  WHERE d.document_year = '2024'
  GROUP BY d.city_name, d.mask
)
SELECT e.city_name,
       e.mask,
       ROUND(100.0 * e.nb_extraits / t.nb_total, 2) AS taux_completude_percent
FROM extracted_per_city e
JOIN total_fields t ON t.mask = e.mask
ORDER BY taux_completude_percent ASC
LIMIT 5;",medium,openai/gpt-oss-120b,3,workflow_performance,portfolio_review,"[""documents"", ""extraction_results"", ""field_rules""]","[""completude_extraction"", ""ville"", ""2024""]",True,[],True,,False,23,5,3,8cd78043df9528bb3a4406af1d9a1b545a8dd58799b71cfac8be532e3d6918c0
cand_000032,Comment le taux de succès des extractions a-t-il évolué d'une année à l'autre pour chaque masque ?,"WITH yearly_success AS (
  SELECT d.mask,
         d.document_year,
         SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) * 1.0 / COUNT(*) AS success_rate
  FROM documents d
  JOIN extraction_runs r ON r.document_id = d.document_id
  JOIN states s ON r.state_id = s.state_id
  GROUP BY d.mask, d.document_year
)
SELECT y1.mask,
       y1.document_year AS annee_precedente,
       y2.document_year AS annee_courante,
       ROUND(100.0 * (y2.success_rate - y1.success_rate) / y1.success_rate, 2) AS variation_percent
FROM yearly_success y1
JOIN yearly_success y2
  ON y1.mask = y2.mask
 AND CAST(y1.document_year AS INTEGER) = CAST(y2.document_year AS INTEGER) - 1
ORDER BY variation_percent DESC;",medium,openai/gpt-oss-120b,3,workflow_performance,portfolio_review,"[""documents"", ""extraction_runs"", ""states""]","[""variation_success"", ""mask"", ""annee""]",True,[],True,,False,2,2,4,d64554deb6fdfa0e2f06824cc6cda0a5c774d316444506ae97ab4c9aae4a7438
cand_000033,"Quel est le nombre moyen de champs extraits par document selon l'état du run (SUCCESS, PARTIAL, ERROR) ?","WITH fields_per_doc AS (
  SELECT d.document_id,
         d.document_year,
         s.code AS run_state,
         COUNT(er.result_id) AS nb_champs
  FROM documents d
  JOIN extraction_runs r ON r.document_id = d.document_id
  JOIN states s ON r.state_id = s.state_id
  LEFT JOIN extraction_results er ON er.document_id = d.document_id
  GROUP BY d.document_id, s.code
)
SELECT run_state,
       ROUND(AVG(nb_champs), 2) AS moyenne_champs_par_doc
FROM fields_per_doc
GROUP BY run_state
ORDER BY moyenne_champs_par_doc DESC;",medium,openai/gpt-oss-120b,3,workflow_performance,portfolio_review,"[""documents"", ""extraction_runs"", ""states"", ""extraction_results""]","[""moyenne_champs"", ""run_state"", ""documents""]",True,[],True,,False,15,3,2,85be9226d4f6dedc47e318f00097a5e933c47e07ca202815e632bc8d5495c861
cand_000034,Quelles sont les cinq villes où le nombre de documents en échec d'extraction (state = ERROR) était le plus élevé en 2023 ?,"SELECT d.city_name,
       COUNT(*) AS nb_documents_echec
FROM documents d
JOIN extraction_runs r ON r.document_id = d.document_id
JOIN states s ON r.state_id = s.state_id
WHERE d.document_year = '2023' AND s.code = 'ERROR'
GROUP BY d.city_name
ORDER BY nb_documents_echec DESC
LIMIT 5;",medium,openai/gpt-oss-120b,3,workflow_performance,portfolio_review,"[""documents"", ""extraction_runs"", ""states""]","[""echec_extraction"", ""ville"", ""2023""]",True,[],True,,False,0,0,2,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855
cand_000035,Quel est le nombre moyen d'avertissements par run d'extraction ?,"WITH warnings_per_run AS (
  SELECT r.run_id,
         COUNT(*) AS nb_avertissements
  FROM extraction_runs r
  JOIN documents d ON d.document_id = r.document_id
  WHERE d.warning_message IS NOT NULL AND d.warning_message <> ''
  GROUP BY r.run_id
)
SELECT ROUND(AVG(nb_avertissements), 2) AS moyenne_avertissements_par_run
FROM warnings_per_run;",medium,openai/gpt-oss-120b,3,workflow_performance,portfolio_review,"[""extraction_runs"", ""documents""]","[""moyenne_warning"", ""run""]",True,[],True,,False,0,1,1,1611902655dff2e5e3db80a3bb79c9367987b413552ffbd6d03d898c7c7ceaa3
cand_000036,"Quel est le temps moyen d'extraction (en minutes) par année, en ne considérant que les runs réussis ?","WITH run_durations AS (
  SELECT r.run_id,
         d.document_year,
         (julianday(MAX(er.created_at)) - julianday(r.start_time)) * 24 * 60 AS duree_minutes
  FROM extraction_runs r
  JOIN documents d ON d.document_id = r.document_id
  JOIN states s ON r.state_id = s.state_id
  JOIN extraction_results er ON er.run_id = r.run_id
  WHERE s.code = 'SUCCESS'
  GROUP BY r.run_id
)
SELECT document_year,
       ROUND(AVG(duree_minutes), 2) AS duree_moyenne_minutes
FROM run_durations
GROUP BY document_year
ORDER BY document_year;",medium,openai/gpt-oss-120b,3,workflow_performance,portfolio_review,"[""extraction_runs"", ""documents"", ""states"", ""extraction_results""]","[""duree_moyenne"", ""annee"", ""success""]",True,[],True,,False,11,2,2,f23f77d8ec0135fb386e289d135cebd17835a61d37164e0c6ded42040a7c5e5b
cand_000037,Quel pourcentage de documents possède plus de pages que la moyenne du même type de budget pour chaque année ?,"WITH avg_pages AS (
  SELECT document_year,
         budget_type,
         AVG(nb_pages) AS avg_pages
  FROM documents
  GROUP BY document_year, budget_type
)
SELECT d.document_year,
       d.budget_type,
       ROUND(100.0 * SUM(CASE WHEN d.nb_pages > a.avg_pages THEN 1 ELSE 0 END) / COUNT(*), 2) AS pct_documents_plus_grandes_pages
FROM documents d
JOIN avg_pages a ON a.document_year = d.document_year AND a.budget_type = d.budget_type
GROUP BY d.document_year, d.budget_type
ORDER BY d.document_year, d.budget_type;",medium,openai/gpt-oss-120b,3,workflow_performance,portfolio_review,"[""documents""]","[""pages"", ""comparaison"", ""budget_type""]",True,[],True,,False,0,4,3,c99553f39905e75a772c821f9f8ea38bb76f92d99a5df12efcfaf7a58d256ab3
