,user_question,gold_sql,generated_sql,code_quality_score_gen,code_quality_score_gold,relevance_gen,relevance_gold,logic_gen,logic_gold,fit_with_gold,reasoning_quality_gen,reasoning_gen_result,reasoning_gold_result,reasoning_quality_gold
10,"Pour chaque type de document (mask), quel est le taux d'échec d'extraction (documents en état ERROR) ?","SELECT d.mask, ROUND(100.0 * SUM(CASE WHEN s.code = 'ERROR' THEN 1 ELSE 0 END) / COUNT(*), 2) AS taux_echec FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY d.mask;","SELECT mask, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM documents) AS error_rate FROM documents WHERE state_id IN (SELECT state_id FROM states WHERE code = 'ERROR') GROUP BY mask",0.0,2.5,0,1,0,1,0,"La logique est incorrecte car la requête calcule le taux d'échec par rapport au total de tous les documents, pas par rapport au total de documents par mask. Elle devrait d'abord compter les documents en ERROR par mask, puis diviser par le total de documents par mask. De plus, les alias ne sont pas en français et la sélection manque de clarté pour l'utilisateur final.","The generated query incorrectly calculates error rates by dividing by total documents instead of documents per mask, and fails to include all mask types in results. It produces incorrect percentages that don't match the gold standard.","The gold query correctly calculates failure rates per mask type by joining documents with states and computing the percentage of ERROR state documents for each mask group, producing accurate and complete results.","La requête est logiquement correcte car elle joint correctement 'documents' et 'states' pour filtrer les documents avec l'état 'ERROR', calcule le taux d'échec par 'mask' avec un pourcentage arrondi, et utilise des alias en français ('taux_echec'). Elle répond complètement à la demande utilisateur en fournissant le taux d'échec d'extraction par type de document, sans nécessiter de recherches supplémentaires."
11,Top 5 des indicateurs financiers les plus fréquemment extraits (safir_field_id) en 2024.,"SELECT safir_field_id, COUNT(*) AS occurrences FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year = '2024' GROUP BY safir_field_id ORDER BY occurrences DESC LIMIT 5;","SELECT safir_field_id, COUNT(*) AS count FROM extraction_results WHERE document_year = '2024' GROUP BY safir_field_id ORDER BY count DESC LIMIT 5",0.0,1.5,0,1,0,1,0,"La requête est incorrecte car elle utilise 'document_year' dans la table extraction_results, mais cette colonne n'existe pas dans extraction_results selon le schéma. Pour obtenir l'année 2024, il faut joindre avec la table documents via document_id et filtrer sur documents.document_year. De plus, l'alias 'count' n'est pas en français, et la sélection manque de contexte (noms de communes, types de budget).","The generated query has a syntax error because it references 'document_year' directly in extraction_results table where this column doesn't exist, causing an execution failure. This makes both the logic and relevance scores zero since the query cannot execute properly.","The gold query correctly joins extraction_results with documents to access document_year, properly filters for 2024 documents, groups by safir_field_id, counts occurrences, and returns the top 5 most frequent indicators, making it both logically sound and relevant to the user's question.","The SQL logic is correct: it properly joins extraction_results with documents on document_id, filters for document_year='2024', groups by safir_field_id, counts occurrences, and limits to top 5. It selects the relevant financial field (safir_field_id) and value count. However, it lacks completeness by not including document context like city_name or budget_type, and aliasing is in English ('occurrences') instead of French (e.g., 'occurrences' should be 'occurrences' or 'nombre_occurrences' for clarity)."
12,Quelles communes ont des documents avec des valeurs manquantes pour le champ 'DF011' (dépenses d'investissement) ?,SELECT DISTINCT d.city_name FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.safir_field_id = 'DF011' AND (er.value IS NULL OR er.value = '');,"SELECT d.city_name, COUNT(*) AS missing_df011 FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.safir_field_id = 'DF011' AND er.value IS NULL GROUP BY d.city_name",0.0,1.5,0,1,1,1,0,"The SQL query is logically incorrect because it incorrectly assumes that missing values are represented by NULL in the extraction_results.value column. The schema does not specify how missing values are stored, and the query fails to consider that documents might not have any extraction_results entry for 'DF011' at all, which would also indicate missing values. Additionally, the query lacks French aliases and sufficient context like document_year or budget_type for human understanding.","The generated query is logically sound but returns an empty result, failing to identify communes with missing DF011 values as requested. It only checks for NULL values, missing the empty string condition that the gold query includes.","The gold query correctly identifies communes with missing DF011 values by checking both NULL and empty strings, returning a relevant list of communes as specified in the user question.","The SQL logic correctly identifies communes with missing values for field 'DF011' by joining documents and extraction_results, filtering on safir_field_id and checking for NULL or empty values. However, it lacks context like document_year and budget_type for human interpretation, and aliases are not in French as required."
13,Comparaison du nombre de documents entre 2023 et 2024 par type de budget.,"SELECT budget_type, SUM(CASE WHEN document_year = '2023' THEN 1 ELSE 0 END) AS annee_2023, SUM(CASE WHEN document_year = '2024' THEN 1 ELSE 0 END) AS annee_2024 FROM documents GROUP BY budget_type;","SELECT budget_type, COUNT(*) AS nb_documents FROM documents WHERE document_year IN ('2023', '2024') GROUP BY budget_type",2.5,2.5,0,1,1,1,0,"La requête est logiquement correcte car elle filtre correctement les années 2023 et 2024, regroupe par type de budget (BP/BA) et compte les documents. Elle sélectionne les champs pertinents (budget_type et COUNT(*)), fournit un contexte suffisant (budget_type et nb_documents) pour comprendre les résultats, et utilise des alias en français appropriés (nb_documents).","The generated query counts total documents for 2023 and 2024 combined per budget type, but the question asks for a comparison between years (2023 vs 2024), so it fails to provide the required year-by-year breakdown. The query logic is technically sound but doesn't answer the specific question.","The gold query correctly provides separate counts for 2023 and 2024 per budget type using conditional aggregation, directly answering the comparison question with proper year differentiation.","La requête est logiquement correcte car elle utilise la table 'documents' avec les colonnes 'budget_type' et 'document_year' pour compter les documents par type de budget et année, répondant directement à la demande de comparaison entre 2023 et 2024. La sélection est pertinente avec les champs nécessaires, complète avec le type de budget et les comptes par année, et les alias sont en français ('annee_2023', 'annee_2024'), adaptés à l'utilisateur francophone."
14,Durée moyenne d'exécution des extractions (différence entre start_time et created_at des résultats) pour les documents M57_CA.,SELECT AVG(JULIANDAY(er.created_at) - JULIANDAY(r.start_time)) * 86400 AS duree_moyenne_sec FROM extraction_runs r JOIN extraction_results er ON r.run_id = er.run_id JOIN documents d ON r.document_id = d.document_id WHERE d.mask = 'M57_CA';,"SELECT AVG(DATEDIFF(CURRENT_TIMESTAMP, run.start_time)) AS avg_execution_time
FROM extraction_runs run
JOIN documents doc ON run.document_id = doc.document_id
WHERE doc.mask = 'M57_CA'",0.0,2.0,0,1,0,1,0,"La logique est incorrecte car la requête calcule la différence entre CURRENT_TIMESTAMP et start_time, ce qui donne la durée écoulée depuis le début de l'extraction, pas la durée d'exécution réelle. Elle devrait comparer start_time avec created_at de extraction_results. De plus, elle ne sélectionne pas les champs financiers pertinents (value), manque de contexte (année, type de budget), et les alias ne sont pas en français.","The generated query fails with an execution error due to using DATEDIFF function which doesn't exist in SQLite, and it incorrectly calculates duration between current time and start_time instead of between extraction_results.created_at and extraction_runs.start_time as required.","The gold query correctly joins extraction_runs and extraction_results to calculate the average difference between result creation time and run start time for M57_CA documents, using SQLite-compatible JULIANDAY functions.","La logique est correcte : la requête calcule bien la durée moyenne d'exécution des extractions pour les documents M57_CA en joignant extraction_runs, extraction_results et documents, avec le filtre approprié. La sélection est pertinente (différence entre start_time et created_at). Cependant, le résultat manque de contexte (pas de noms de colonnes explicites comme 'document_year' ou 'budget_type' pour comprendre le contexte temporel ou budgétaire). L'alias 'duree_moyenne_sec' est en français et approprié."
15,Quels indicateurs financiers présentent plus de 10% de valeurs nulles ou vides ?,"SELECT safir_field_id, ROUND(100.0 * SUM(CASE WHEN value IS NULL OR value = '' THEN 1 ELSE 0 END) / COUNT(*), 2) AS taux_vides FROM extraction_results GROUP BY safir_field_id HAVING taux_vides > 10;","SELECT safir_field_id, COUNT(*) AS missing_count FROM extraction_results WHERE (value IS NULL OR value = '') GROUP BY safir_field_id HAVING COUNT(*) > (SELECT COUNT(*) * 0.1 FROM extraction_results) ORDER BY missing_count DESC",0.0,2.0,0,1,0,1,0,"La requête est incorrecte car elle ne filtre pas par type de budget (BP/BA) ou année, et elle compare le nombre de valeurs manquantes par champ au total de toutes les valeurs, ce qui ne correspond pas à la demande de 10% par indicateur. De plus, elle manque de contexte (noms de communes, années) et les alias ne sont pas en français.","The generated query has a logical error in its HAVING clause - it compares missing counts to 10% of total rows across all fields instead of 10% of rows per field, causing empty results. It also lacks the percentage calculation requested in the question.","The gold query correctly calculates the percentage of null/empty values per financial indicator and filters for those with >10% missing values, directly answering the user's question with proper logic.","The SQL logic correctly identifies financial indicators with >10% null/empty values by grouping extraction_results by safir_field_id and calculating the percentage. It selects the relevant field (safir_field_id) and value column appropriately. However, it lacks context like document_year, budget_type, or city_name, making results hard to interpret without additional lookups. The alias 'taux_vides' is in French and suitable."
16,Identifier les communes où la dette (champ 'D001') a augmenté de plus de 10% entre 2023 et 2024.,"WITH dette_2023 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2023'), dette_2024 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024') SELECT d23.city_name, d23.valeur AS dette_2023, d24.valeur AS dette_2024, ROUND((d24.valeur - d23.valeur) * 100.0 / d23.valeur, 2) AS evolution_pct FROM dette_2023 d23 JOIN dette_2024 d24 ON d23.city_name = d24.city_name WHERE d24.valeur > d23.valeur * 1.10;","SELECT d.city_name, d.document_year, d.value AS debt_2023, r.value AS debt_2024, (r.value - d.value) / d.value * 100.0 AS pct_increase FROM documents d JOIN extraction_results r ON d.document_id = r.document_id WHERE d.document_year = '2023' AND r.safir_field_id = 'D001' AND d.value > 0 AND r.value > 0 AND r.document_year = '2024' AND (r.value - d.value) / d.value * 100.0 > 10",0.0,2.0,0,0,0,1,0,"La requête est incorrecte car elle utilise des colonnes inexistantes dans la table 'documents' (d.value) et des filtres inappropriés (r.document_year). Pour calculer l'augmentation de la dette entre 2023 et 2024, il faut joindre 'extraction_results' avec 'documents' pour chaque année, filtrer par 'safir_field_id' = 'D001', et comparer les valeurs. La requête actuelle ne sélectionne pas correctement les données financières et manque de contexte essentiel comme le type de budget.","The generated query has a critical error: it references 'd.value' which doesn't exist in the documents table (value is in extraction_results). This causes an execution failure, making it impossible to answer the question about debt increases.","The gold query is logically sound with proper joins and calculations, but returns an empty result set, indicating no communes had debt increase >10% between 2023-2024 according to the available data.","The SQL logic correctly identifies communes with debt increases over 10% between 2023 and 2024 by joining extraction_results with documents, filtering on safir_field_id='D001' and document_year. It selects relevant financial values and provides complete context with city names and years. However, aliases like 'valeur' and 'evolution_pct' are in French, but 'dette_2023' and 'dette_2024' are mixed French-English, and the query lacks explicit French aliases for all columns as required."
17,Quels ensembles de règles (ruleset_id) incluent à la fois des règles d'extraction et des règles de validation pour le masque M57_CA ?,SELECT DISTINCT fr.ruleset_id FROM field_rules fr JOIN validation_rules vr ON fr.ruleset_id = vr.ruleset_id WHERE fr.mask = 'M57_CA' AND vr.mask = 'M57_CA';,SELECT DISTINCT r.ruleset_id FROM field_rules f JOIN validation_rules v ON f.ruleset_id = v.ruleset_id WHERE f.mask = 'M57_CA' AND v.mask = 'M57_CA',1.5,1.5,0,1,0,1,0,"La logique est correcte car la requête joint correctement field_rules et validation_rules sur ruleset_id et filtre sur mask='M57_CA' pour les deux tables, ce qui répond à la demande de trouver les ensembles de règles incluant à la fois des règles d'extraction et de validation pour ce masque. Cependant, la sélection est incomplète car elle ne fournit pas de contexte supplémentaire (comme la description des rulesets) et les alias ne sont pas en français.","The generated query has a syntax error (invalid column reference 'r.ruleset_id') causing an execution failure, so it cannot answer the question about rulesets for mask M57_CA. The logic is flawed due to incorrect table aliasing.","The gold query correctly identifies rulesets with both extraction and validation rules for mask M57_CA using a proper JOIN and filtering, returning an empty result which accurately reflects the data state.","The SQL logic is correct as it properly joins field_rules and validation_rules on ruleset_id with mask='M57_CA' filters, returning distinct ruleset_ids that have both extraction and validation rules for that mask. However, it lacks descriptive aliases in French and doesn't include additional context like ruleset description or counts, making the output less informative for end-users."
18,Quel est le montant total de la dette (indicateur D001) pour toutes les communes en 2024 ?,SELECT SUM(CAST(er.value AS REAL)) AS dette_totale_2024 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024';,SELECT SUM(CAST(value AS REAL)) AS total_dette FROM extraction_results WHERE safir_field_id = 'D001' AND document_year = '2024',0.0,1.5,0,1,0,1,0,"La logique est incorrecte car la requête filtre sur 'document_year' dans la table extraction_results, mais cette colonne n'existe pas dans cette table. Pour obtenir l'année du document, il faut joindre avec la table documents. De plus, la requête manque de contexte (noms des communes, types de budget) et ne filtre pas sur les types de documents pertinents. L'alias 'total_dette' est en français, ce qui est correct.","The generated query fails with an execution error due to referencing a non-existent column 'document_year' in extraction_results, making it logically unsound and unable to produce a result. It attempts to answer the question but cannot execute properly.","The gold query correctly joins extraction_results with documents to filter by document_year and safir_field_id, logically soundly computing the total debt for 2024. It successfully returns a numeric result that answers the user's question.","La logique est correcte : la requête joint correctement extraction_results et documents, filtre sur safir_field_id='D001' et document_year='2024', et somme les valeurs. Cependant, elle manque de contexte (noms de communes, types de budget) et l'alias n'est pas en français comme requis."
19,Combien de documents ont été traités avec succès pour le budget principal (BP) en 2023 ?,SELECT COUNT(*) FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.budget_type = 'BP' AND d.document_year = '2023';,SELECT COUNT(*) FROM documents WHERE budget_type = 'BP' AND document_year = '2023' AND state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS'),1.5,2.0,1,1,1,1,1,"La logique est correcte car la requête filtre correctement les documents par 'budget_type' = 'BP', 'document_year' = '2023', et 'state_id' correspondant à 'SUCCESS' via une sous-requête sur la table 'states'. Cependant, elle manque de contexte (ex: noms de communes) et d'alias en français pour être compréhensible sans références externes.","The generated query correctly counts documents with budget_type='BP', document_year='2023', and state indicating success, matching the gold result of 15 documents. It uses a subquery to filter by state code, which is logically sound and returns the correct answer.","The gold query correctly joins documents with states to filter by state code='SUCCESS', budget_type='BP', and document_year='2023', resulting in 15 documents. It is logically valid and directly answers the user's question about successfully processed BP documents in 2023.","The SQL logic is correct as it properly joins documents with states, filters for 'SUCCESS' state, 'BP' budget_type, and '2023' document_year, and counts the documents. The selection is relevant (COUNT(*)), and the output includes enough context through the filters. However, the aliasing score is 0 because the query lacks French aliases (e.g., 'AS nombre_documents_traites') as required for the end-user."
20,Quelle est la valeur moyenne des dépenses d'investissement (indicateur DF011) pour les communes de plus de 100 000 habitants en 2024 ?,"SELECT AVG(CAST(er.value AS REAL)) AS depenses_moyennes FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2024' AND d.city_name IN ('Paris', 'Marseille', 'Lyon', 'Toulouse');","SELECT AVG(value) AS avg_investment_expense FROM extraction_results JOIN documents ON extraction_results.document_id = documents.document_id WHERE documents.city_name NOT IN ('', 'N/A') AND documents.document_year = '2024' AND documents.siret IS NOT NULL AND documents.city_name NOT IN ('', 'VALIDATED', 'REJECTED') AND documents.nb_pages > 0 AND documents.state_id IN (SELECT state_id FROM states WHERE code = 'SUCCESS') AND documents.mask = 'M57_CA' AND extraction_results.safir_field_id = 'DF011'",0.0,0.0,0,0,0,1,0,"The SQL logic is incorrect because it fails to filter for communes with over 100,000 habitants as requested. The query incorrectly filters documents.city_name against 'VALIDATED' and 'REJECTED' (which are state codes, not city names), and lacks any population-based filtering. It also incorrectly assumes 'M57_CA' mask is appropriate without justification from the request. The selection only provides an average value without context like city names or document years, making it incomplete. Aliasing uses English ('avg_investment_expense') instead of required French.","The generated query fails to answer the question about communes with >100,000 inhabitants by using incorrect filters like city_name exclusions and mask restrictions, and it returns an execution result that doesn't match the gold's empty result. The query logic is flawed as it doesn't properly identify large communes.","The gold query correctly targets DF011 investment expenses for 2024 but fails to identify communes with >100,000 inhabitants by using a hardcoded list of major cities instead of a population-based filter, resulting in an empty result that doesn't answer the question.","La logique est incorrecte car la requête ne filtre pas correctement les communes de plus de 100 000 habitants. Elle utilise une liste fixe de villes au lieu d'une condition basée sur la population, qui n'est pas disponible dans le schéma. De plus, elle ne filtre pas par 'budget_type' (BP ou BA) comme attendu dans le contexte SFIL, et l'alias n'est pas en français. La sélection manque de contexte (noms de communes, années, types de budget) pour une compréhension humaine."
