,user_question,gold_sql,generated_sql,code_quality_score_gen,code_quality_score_gold,relevance_gen,relevance_gold,logic_gen,logic_gold,fit_with_gold,reasoning_quality_gen,reasoning_gen_result,reasoning_gold_result,reasoning_quality_gold
10,"Pour chaque type de document (mask), quel est le taux d'échec d'extraction (documents en état ERROR) ?","SELECT d.mask, ROUND(100.0 * SUM(CASE WHEN s.code = 'ERROR' THEN 1 ELSE 0 END) / COUNT(*), 2) AS taux_echec FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY d.mask;","SELECT 
    mask, 
    SUM(CASE WHEN state_id = 'ERROR' THEN 1 ELSE 0 END) * 100.0 / COUNT(*) AS failure_rate
FROM 
    documents
GROUP BY 
    mask",0.0,2.5,0,1,0,1,0,"La requête est incorrecte car elle utilise 'state_id = ""ERROR""' au lieu de joindre la table 'states' pour vérifier le code d'état. Elle ne sélectionne pas les champs financiers pertinents (comme 'value' de extraction_results) car la demande concerne le taux d'échec des documents, mais elle manque de contexte (noms, années) et les alias ne sont pas en français. La logique de calcul du taux d'échec est correcte en principe, mais l'implémentation est erronée en raison de l'utilisation incorrecte de state_id.","The generated query incorrectly assumes state_id contains 'ERROR' directly instead of joining with states table to get state codes, leading to wrong failure rates (all 0%). The execution shows incorrect results that don't match the gold standard.","The gold query correctly joins documents with states table to identify ERROR documents by state code, then calculates accurate failure rates per mask type. The results show realistic failure percentages for different document types.","La requête est logiquement correcte car elle joint correctement 'documents' et 'states' pour filtrer les documents avec l'état 'ERROR', calcule le taux d'échec par 'mask' avec une agrégation GROUP BY, et utilise un alias français 'taux_echec'. La sélection inclut 'mask' pour identifier le type de document et le taux calculé, ce qui est complet et pertinent pour la demande utilisateur."
11,Top 5 des indicateurs financiers les plus fréquemment extraits (safir_field_id) en 2024.,"SELECT safir_field_id, COUNT(*) AS occurrences FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE d.document_year = '2024' GROUP BY safir_field_id ORDER BY occurrences DESC LIMIT 5;","SELECT safir_field_id 
FROM extraction_results 
WHERE document_year = '2024' 
GROUP BY safir_field_id 
ORDER BY COUNT(*) DESC 
LIMIT 5",0.0,1.5,0,1,0,1,0,"La requête est incorrecte car elle utilise 'document_year' qui n'existe pas dans la table extraction_results. Elle devrait joindre avec la table documents pour filtrer par année. Elle ne sélectionne que safir_field_id sans contexte (comme le nombre d'occurrences), et les alias sont absents. La logique de regroupement et tri est correcte, mais l'absence de jointure rend la requête invalide.","The generated query fails with an execution error due to referencing a non-existent column 'document_year' in extraction_results, making it logically unsound and unable to produce relevant results. It incorrectly assumes document_year is directly available in extraction_results instead of joining with documents.","The gold query correctly joins extraction_results with documents to filter by document_year='2024', groups by safir_field_id, counts occurrences, and returns the top 5, providing a logically sound and relevant answer to the user's question.","The SQL logic is correct: it properly joins extraction_results with documents on document_id, filters for document_year='2024', groups by safir_field_id, counts occurrences, and limits to top 5. It selects the relevant financial field (safir_field_id) and count. However, it lacks completeness as it doesn't include context like document names or years (though year is filtered, not displayed), and aliasing is in English ('occurrences') instead of French (e.g., 'occurrences' should be 'occurrences' or 'nombre_occurrences' in French)."
12,Quelles communes ont des documents avec des valeurs manquantes pour le champ 'DF011' (dépenses d'investissement) ?,SELECT DISTINCT d.city_name FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.safir_field_id = 'DF011' AND (er.value IS NULL OR er.value = '');,"SELECT DISTINCT city_name
FROM documents
JOIN extraction_results ON documents.document_id = extraction_results.document_id
WHERE safir_field_id = 'DF011' AND value IS NULL",1.5,1.5,0,1,1,1,0,"La logique est correcte car la requête joint correctement les tables documents et extraction_results pour filtrer sur safir_field_id='DF011' et value IS NULL, répondant à la demande de communes avec valeurs manquantes. La sélection de city_name est pertinente. Cependant, la sortie manque de contexte (année, type de budget) pour une compréhension complète, et les alias ne sont pas en français comme requis.","The generated query is logically sound but fails to answer the question correctly because it only checks for NULL values, missing the empty string condition, resulting in an empty result set.","The gold query correctly identifies communes with missing DF011 values by checking both NULL and empty strings, providing a relevant and accurate answer to the user's question.","The SQL logic correctly identifies communes with missing values for DF011 by joining documents and extraction_results, filtering on safir_field_id and checking for NULL/empty values. However, it lacks context like document_year and budget_type for human interpretation, and uses English aliases instead of French."
13,Comparaison du nombre de documents entre 2023 et 2024 par type de budget.,"SELECT budget_type, SUM(CASE WHEN document_year = '2023' THEN 1 ELSE 0 END) AS annee_2023, SUM(CASE WHEN document_year = '2024' THEN 1 ELSE 0 END) AS annee_2024 FROM documents GROUP BY budget_type;","SELECT 
    budget_type, 
    COUNT(*) AS num_documents_2023, 
    COUNT(CASE WHEN document_year = '2024' THEN 1 END) AS num_documents_2024
FROM 
    documents
WHERE 
    document_year IN ('2023', '2024')
GROUP BY 
    budget_type",0.0,2.5,0,1,0,1,0,"La logique est incorrecte car la requête ne compare pas correctement le nombre de documents entre 2023 et 2024 par type de budget. Elle compte tous les documents pour 2023 et 2024 dans la même colonne 'num_documents_2023', et utilise une condition CASE pour 2024 dans une colonne séparée, ce qui ne donne pas une comparaison claire par année. La sélection est de mauvaise qualité car elle ne sépare pas les comptes par année de manière appropriée. La complétude est faible car elle manque de clarté sur les années. L'aliasage n'est pas en français pour tous les champs.","The generated query incorrectly counts all documents for 2023 instead of only those from 2023, leading to inflated counts that don't match the gold standard. The WHERE clause filtering by both years combined with COUNT(*) instead of conditional counting causes logical errors in the results.","The gold query correctly uses conditional SUM to count documents separately for 2023 and 2024 by budget type, providing accurate counts that answer the user's question about document comparison between years.","La requête est logiquement correcte car elle utilise correctement la table 'documents' avec les colonnes 'budget_type' et 'document_year' pour comparer les comptages entre 2023 et 2024. La sélection est pertinente avec les champs nécessaires, complète avec le contexte du type de budget et les années, et les alias sont en français ('annee_2023', 'annee_2024'), répondant parfaitement à la demande utilisateur."
14,Durée moyenne d'exécution des extractions (différence entre start_time et created_at des résultats) pour les documents M57_CA.,SELECT AVG(JULIANDAY(er.created_at) - JULIANDAY(r.start_time)) * 86400 AS duree_moyenne_sec FROM extraction_runs r JOIN extraction_results er ON r.run_id = er.run_id JOIN documents d ON r.document_id = d.document_id WHERE d.mask = 'M57_CA';,"SELECT AVG(JULIANDAY(er.created_at) - JULIANDAY(erun.start_time)) AS avg_execution_duration
FROM extraction_results er
JOIN extraction_runs erun ON er.run_id = erun.run_id
JOIN documents d ON erun.document_id = d.document_id
WHERE d.mask = 'M57_CA'",1.5,2.0,0,0,1,1,1,"La logique est correcte car la requête calcule bien la durée moyenne d'exécution en joignant extraction_results, extraction_runs et documents avec le filtre M57_CA. La sélection est pertinente avec AVG et JULIANDAY. Cependant, le résultat manque de contexte (pas d'année, type de budget, etc.) et les alias ne sont pas en français comme requis.","The generated query is logically sound and correctly calculates the average execution duration for M57_CA documents by joining extraction_results, extraction_runs, and documents tables. However, both queries return empty results, so the generated query doesn't provide the requested average duration.","The gold query is logically correct and properly calculates the average execution time difference between extraction_results.created_at and extraction_runs.start_time for M57_CA documents. However, it returns an empty result set, meaning no data exists to answer the user's question about average execution duration.","La logique est correcte : la requête calcule bien la durée moyenne d'exécution en secondes en joignant extraction_runs et extraction_results, et filtre sur mask='M57_CA'. La sélection est pertinente (différence entre start_time et created_at). Cependant, le résultat manque de contexte (pas de nom de commune, année, type de budget) pour interpréter la durée moyenne. L'alias est en français ('duree_moyenne_sec')."
15,Quels indicateurs financiers présentent plus de 10% de valeurs nulles ou vides ?,"SELECT safir_field_id, ROUND(100.0 * SUM(CASE WHEN value IS NULL OR value = '' THEN 1 ELSE 0 END) / COUNT(*), 2) AS taux_vides FROM extraction_results GROUP BY safir_field_id HAVING taux_vides > 10;","SELECT fr.safir_field_id, COUNT(er.result_id) AS null_count
FROM extraction_results er
JOIN field_rules fr ON er.safir_field_id = fr.safir_field_id
WHERE er.value IS NULL OR er.value = ''
GROUP BY fr.safir_field_id
HAVING null_count > (SELECT COUNT(*) FROM extraction_results WHERE value IS NULL OR value = '') * 0.1",0.0,1.5,0,1,0,1,0,"The SQL logic is incorrect because the HAVING clause compares null_count against 10% of all null/empty values across all fields, not 10% of the total results for each specific field. It should calculate the percentage per field. The selection lacks French aliases and context like field names or document details, making it incomplete and not user-friendly for French public finance analysis.","The generated query incorrectly calculates the percentage of null/empty values by comparing absolute counts against a global threshold, and it returns different financial indicators (D001, D002, etc.) than the gold result, failing to answer the user's question about indicators with >10% null/empty values.","The gold query correctly calculates the percentage of null/empty values per safir_field_id and filters for those exceeding 10%, providing a relevant answer with specific financial indicators and their null rates.","The SQL logic correctly identifies financial indicators with >10% null/empty values by grouping extraction_results by safir_field_id and calculating the percentage. However, it lacks context like document_year, budget_type, or city_name, making results hard to interpret. Aliases are not in French as required (e.g., 'taux_vides' should be 'taux_vides' which is acceptable, but 'safir_field_id' lacks a French alias)."
16,Identifier les communes où la dette (champ 'D001') a augmenté de plus de 10% entre 2023 et 2024.,"WITH dette_2023 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2023'), dette_2024 AS (SELECT d.city_name, CAST(er.value AS REAL) AS valeur FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024') SELECT d23.city_name, d23.valeur AS dette_2023, d24.valeur AS dette_2024, ROUND((d24.valeur - d23.valeur) * 100.0 / d23.valeur, 2) AS evolution_pct FROM dette_2023 d23 JOIN dette_2024 d24 ON d23.city_name = d24.city_name WHERE d24.valeur > d23.valeur * 1.10;","SELECT d.city_name
FROM documents d
JOIN extraction_results er ON d.document_id = er.document_id AND er.safir_field_id = 'D001'
WHERE d.document_year = '2023' AND er.value IS NOT NULL
AND EXISTS (
    SELECT 1
    FROM documents d2
    JOIN extraction_results er2 ON d2.document_id = er2.document_id AND er2.safir_field_id = 'D001'
    WHERE d2.document_year = '2024' AND er2.value IS NOT NULL
    AND CAST((CAST(er2.value AS REAL) - CAST(er.value AS REAL)) / CAST(er.value AS REAL) * 100 AS REAL) > 10
)",0.0,2.0,0,0,0,1,0,"La logique est incorrecte car la requête compare les valeurs de dette de 2023 et 2024 sans lier correctement les communes entre les deux années. Elle utilise EXISTS avec une sous-requête qui compare er2.value et er.value, mais er.value est de la requête externe (2023) et er2.value de la sous-requête (2024), sans garantir qu'ils proviennent de la même commune. De plus, elle ne filtre pas par budget_type, ce qui pourrait inclure des documents non pertinents. La sélection est incomplète (seulement city_name, sans montant ou pourcentage), et les alias ne sont pas en français.","The generated query has logical errors: it incorrectly joins 2023 and 2024 data without proper city matching, causing duplicate city names and failing to calculate percentage increase correctly. The result shows duplicate entries and doesn't properly filter for >10% increase.","The gold query is logically sound with proper CTEs for 2023 and 2024 debt values, correct percentage calculation, and appropriate filtering for >10% increase, but returns empty result indicating no communes meet the criteria.","The SQL logic correctly identifies communes with debt increases over 10% between 2023 and 2024 by filtering on 'D001' and document years, joining on city_name, and calculating percentage evolution. It selects relevant financial values and includes sufficient context (city names, years, values). However, aliases are not in French as required (e.g., 'valeur' instead of 'montant_total'), which is a minor issue but violates the aliasing requirement."
17,Quels ensembles de règles (ruleset_id) incluent à la fois des règles d'extraction et des règles de validation pour le masque M57_CA ?,SELECT DISTINCT fr.ruleset_id FROM field_rules fr JOIN validation_rules vr ON fr.ruleset_id = vr.ruleset_id WHERE fr.mask = 'M57_CA' AND vr.mask = 'M57_CA';,"SELECT DISTINCT r.ruleset_id
FROM field_rules fr
JOIN validation_rules vr ON fr.ruleset_id = vr.ruleset_id
WHERE fr.mask = 'M57_CA' AND vr.mask = 'M57_CA'",1.5,1.5,0,1,0,1,0,"The SQL logic correctly identifies rulesets with both extraction and validation rules for mask M57_CA by joining field_rules and validation_rules on ruleset_id with appropriate mask filters. However, it lacks descriptive aliases in French and doesn't include context like ruleset description or rule counts, making the output less informative for a human user.","The generated query has a syntax error (invalid column reference 'r.ruleset_id') causing execution failure, so it cannot answer the question about rulesets with both extraction and validation rules for M57_CA mask.","The gold query correctly identifies rulesets with both extraction and validation rules for M57_CA mask by joining field_rules and validation_rules tables, though it returns an empty result indicating no such rulesets exist.","The SQL logic is correct as it properly joins field_rules and validation_rules on ruleset_id with mask filters for 'M57_CA', returning distinct ruleset_ids that have both extraction and validation rules for that mask. However, it lacks completeness by not including descriptive context like ruleset description, and aliasing is missing French column names as required."
18,Quel est le montant total de la dette (indicateur D001) pour toutes les communes en 2024 ?,SELECT SUM(CAST(er.value AS REAL)) AS dette_totale_2024 FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'D001' AND d.document_year = '2024';,"SELECT SUM(CAST(REPLACE(value, ',', '') AS REAL)) AS total_dette
FROM extraction_results
WHERE document_year = '2024' AND safir_field_id = 'D001'",0.0,1.5,0,1,0,1,0,La logique est incorrecte car la requête utilise 'document_year' qui n'existe pas dans la table extraction_results. Elle devrait joindre avec la table documents pour filtrer par année et obtenir le contexte des communes. La sélection est de mauvaise qualité car elle ne fournit pas les noms des communes ni le type de budget. L'alias 'total_dette' est en français et approprié.,"The generated query has a critical error: it references 'document_year' column in extraction_results table where this column doesn't exist, causing an execution failure. The query attempts to filter by year and sum D001 values but uses incorrect table structure.","The gold query correctly joins extraction_results with documents to access document_year, filters for D001 indicator in 2024, and sums the values properly, producing a valid total debt amount for all communes.","The SQL logic is correct: it properly joins extraction_results with documents, filters for safir_field_id='D001' and document_year='2024', and sums the values. However, it lacks contextual information (commune names, budget types) and uses English aliases instead of French, making it incomplete and poorly named for French users."
19,Combien de documents ont été traités avec succès pour le budget principal (BP) en 2023 ?,SELECT COUNT(*) FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' AND d.budget_type = 'BP' AND d.document_year = '2023';,"SELECT COUNT(*) 
FROM documents 
JOIN extraction_runs ON documents.document_id = extraction_runs.document_id 
WHERE documents.budget_type = 'BP' AND documents.document_year = '2023' AND extraction_runs.state_id = (SELECT state_id FROM states WHERE code = 'SUCCESS')",1.5,1.5,0,1,0,1,0,"The SQL logic is correct as it properly joins documents with extraction_runs and filters by budget_type='BP', document_year='2023', and extraction_runs.state_id corresponding to 'SUCCESS'. It selects the correct financial context (count of documents). However, the output lacks human-readable context like city names or document IDs, and aliases are missing or not in French, which reduces completeness and aliasing scores.","The generated query incorrectly joins with extraction_runs instead of directly filtering documents by state, resulting in 0 documents found when there should be 15. It fails to answer the question about successfully processed BP documents in 2023.","The gold query correctly counts documents with budget_type='BP', document_year='2023', and state='SUCCESS', yielding 15 documents, which accurately answers the user's question.","The SQL logic is correct as it properly joins documents with states, filters for 'SUCCESS' state, 'BP' budget_type, and '2023' document_year, and counts the documents. However, it lacks completeness by not including contextual fields like city_name or document details, and uses no French aliases for the output."
20,Quelle est la valeur moyenne des dépenses d'investissement (indicateur DF011) pour les communes de plus de 100 000 habitants en 2024 ?,"SELECT AVG(CAST(er.value AS REAL)) AS depenses_moyennes FROM extraction_results er JOIN documents d ON er.document_id = d.document_id WHERE er.safir_field_id = 'DF011' AND d.document_year = '2024' AND d.city_name IN ('Paris', 'Marseille', 'Lyon', 'Toulouse');","SELECT AVG(CAST(REPLACE(value, ',', '') AS REAL)) AS avg_investment_expense
FROM extraction_results
JOIN documents ON extraction_results.document_id = documents.document_id
WHERE safir_field_id = 'DF011'
AND documents.document_year = '2024'
AND documents.city_name IN (
    SELECT city_name
    FROM documents
    WHERE city_name IN (
        SELECT city_name
        FROM documents
        GROUP BY city_name
        HAVING SUM(nb_pages) > 100000
    )
)",0.0,0.0,0,0,0,1,1,"La logique est incorrecte car la requête utilise 'nb_pages' pour filtrer les communes de plus de 100 000 habitants, ce qui n'est pas pertinent. La requête devrait filtrer par 'city_name' avec une condition sur la population, mais le schéma ne contient pas de colonne pour la population. De plus, l'alias 'avg_investment_expense' n'est pas en français, et la sélection manque de contexte (comme le nom de la commune ou l'année).","The generated query has logical errors: it incorrectly filters cities using nb_pages > 100000 instead of population > 100000, and the subquery structure is unnecessarily complex. Both queries return empty results, so they don't answer the question about average investment expenses for large cities in 2024.","The gold query is logically sound with proper joins and filtering for DF011 in 2024, but it incorrectly uses a hardcoded list of cities instead of a population-based filter, and returns empty results, failing to answer the actual question.","La logique est incorrecte car la requête ne filtre pas correctement les communes de plus de 100 000 habitants. Elle utilise une liste explicite de villes au lieu d'un critère de population, ce qui ne correspond pas à la demande. La sélection est de mauvaise qualité car elle ne fournit pas de contexte (noms de communes, années, types de budget). L'alias est en français, ce qui est correct."
