id,question_fr,sql,difficulty,tags,tables_used,valid_sql,validation_error,generation_model,generated_at_utc,batch_index
cand_000011,Quelle est l'évolution du nombre de documents extraits par an depuis 2023 ?,"SELECT document_year, COUNT(*) as document_count FROM documents WHERE document_year IN ('2023', '2024') GROUP BY document_year ORDER BY document_year;",easy,"[""extraction"", ""tendance""]","[""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.973280+00:00,2
cand_000012,Quelle est la répartition des formats de documents extraits en 2024 ?,"SELECT format, COUNT(*) as document_count FROM documents WHERE document_year = '2024' GROUP BY format;",easy,"[""format"", ""répartition""]","[""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.973280+00:00,2
cand_000013,Quels sont les 5 champs les plus fréquemment extraits en 2024 ?,"SELECT safir_field_id, COUNT(*) as extraction_count FROM extraction_results WHERE document_id IN (SELECT document_id FROM documents WHERE document_year = '2024') GROUP BY safir_field_id ORDER BY extraction_count DESC LIMIT 5;",easy,"[""extraction"", ""champ""]","[""extraction_results"", ""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.973280+00:00,2
cand_000014,Quelle est la répartition des types de budget (BP et BA) pour les communes avec plus de 100 documents en 2024 ?,"SELECT budget_type, COUNT(*) as document_count FROM documents WHERE document_year = '2024' AND city_name IN (SELECT city_name FROM documents WHERE document_year = '2024' GROUP BY city_name HAVING COUNT(*) > 100) GROUP BY budget_type;",medium,"[""budget"", ""répartition"", ""commune""]","[""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.973280+00:00,2
cand_000015,Quelles sont les 10 communes avec le plus de documents en erreur en 2024 ?,"SELECT d.city_name, COUNT(*) as error_count FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR' AND d.document_year = '2024' GROUP BY d.city_name ORDER BY error_count DESC LIMIT 10;",medium,"[""erreur"", ""commune""]","[""documents"", ""states""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.973280+00:00,2
cand_000016,Quelle est l'évolution du nombre de documents extraits par format depuis 2023 ?,"SELECT document_year, format, COUNT(*) as document_count FROM documents WHERE document_year IN ('2023', '2024') GROUP BY document_year, format ORDER BY document_year, format;",medium,"[""extraction"", ""format"", ""tendance""]","[""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.973280+00:00,2
cand_000017,Quelle est la répartition des erreurs d'extraction par type de budget en 2024 ?,"SELECT d.budget_type, COUNT(*) as error_count FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR' AND d.document_year = '2024' GROUP BY d.budget_type;",medium,"[""erreur"", ""budget""]","[""documents"", ""states""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.973280+00:00,2
cand_000018,Quelle est la répartition des documents par type de budget et par format en 2024 ?,"SELECT budget_type, format, COUNT(*) as document_count FROM documents WHERE document_year = '2024' GROUP BY budget_type, format;",medium,"[""budget"", ""format"", ""répartition""]","[""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.973280+00:00,2
cand_000019,Quelle est la moyenne de pages par document pour chaque type de budget en 2024 ?,"SELECT budget_type, AVG(nb_pages) as avg_pages FROM documents WHERE document_year = '2024' GROUP BY budget_type;",medium,"[""document"", ""pages"", ""budget""]","[""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.973280+00:00,2
cand_000020,"Quelles sont les 10 communes avec le plus de documents extraits en 2024, triées par nombre de pages ?","SELECT city_name, COUNT(*) as document_count, AVG(nb_pages) as avg_pages FROM documents WHERE document_year = '2024' GROUP BY city_name ORDER BY document_count DESC, avg_pages DESC LIMIT 10;",hard,"[""extraction"", ""commune"", ""pages""]","[""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.973280+00:00,2
cand_000021,Quelle est la répartition des erreurs d'extraction par type de document et par type de budget en 2024 ?,"SELECT d.mask, d.budget_type, COUNT(*) as error_count FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'ERROR' AND d.document_year = '2024' GROUP BY d.mask, d.budget_type;",hard,"[""erreur"", ""type_document"", ""budget""]","[""documents"", ""states""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.973280+00:00,2
cand_000022,Quels sont les 5 champs les plus fréquemment extraits pour les documents en erreur en 2024 ?,"SELECT er.safir_field_id, COUNT(*) as extraction_count FROM extraction_results er JOIN documents d ON er.document_id = d.document_id JOIN states s ON er.state_id = s.state_id WHERE s.code = 'ERROR' AND d.document_year = '2024' GROUP BY er.safir_field_id ORDER BY extraction_count DESC LIMIT 5;",hard,"[""erreur"", ""extraction"", ""champ""]","[""extraction_results"", ""documents"", ""states""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.973280+00:00,2
cand_000023,"Quelle est la répartition des documents par type de budget et par format, pour les communes avec plus de 50 documents en 2024 ?","SELECT d.budget_type, d.format, COUNT(*) as document_count FROM documents d WHERE d.document_year = '2024' AND d.city_name IN (SELECT city_name FROM documents WHERE document_year = '2024' GROUP BY city_name HAVING COUNT(*) > 50) GROUP BY d.budget_type, d.format;",hard,"[""budget"", ""format"", ""répartition"", ""commune""]","[""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.973280+00:00,2
cand_000024,Quelle est la moyenne de pages par document pour chaque type de budget et chaque format en 2024 ?,"SELECT budget_type, format, AVG(nb_pages) as avg_pages FROM documents WHERE document_year = '2024' GROUP BY budget_type, format;",hard,"[""document"", ""pages"", ""budget"", ""format""]","[""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:57:40.988407+00:00,2
cand_000025,Quelle est l'évolution des dépenses d'investissement totales pour les communes de plus de 50 000 habitants entre 2023 et 2024 ?,"SELECT d.document_year, SUM(CASE WHEN er.safir_field_id = 'D001' THEN CAST(er.value AS FLOAT) ELSE 0 END) AS total_investment FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN extraction_runs r ON er.run_id = r.run_id JOIN sections s ON d.document_id = s.document_id WHERE d.document_year IN ('2023', '2024') AND d.siret IN (SELECT d2.siret FROM documents d2 JOIN sections s2 ON d2.document_id = s2.document_id WHERE s2.section_value LIKE '%50 000%' AND s.section_value LIKE '%habitants%') GROUP BY d.document_year ORDER BY d.document_year;",medium,"[""depenses_investissement"", ""evolution_temporelle"", ""analyse_communes""]","[""documents"", ""extraction_results"", ""extraction_runs"", ""sections""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000026,"Quelle est la répartition des recettes de fonctionnement par type de commune (urbaine, rurale) pour l'année 2024 ?","SELECT s.section_value AS commune_type, SUM(CASE WHEN er.safir_field_id = 'RI16' THEN CAST(er.value AS FLOAT) ELSE 0 END) AS total_revenues FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN sections s ON d.document_id = s.document_id WHERE d.document_year = '2024' AND s.section_value LIKE '%urbaine%' OR s.section_value LIKE '%rurale%' GROUP BY s.section_value;",easy,"[""recettes_fonctionnement"", ""repartition"", ""types_communes""]","[""documents"", ""extraction_results"", ""sections""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000027,Quelles sont les 10 communes avec le taux de dette le plus élevé par habitant en 2024 ?,"SELECT d.city_name, (CAST(er1.value AS FLOAT) / NULLIF(CAST(er2.value AS FLOAT), 0)) * 100 AS debt_per_capita FROM documents d JOIN extraction_results er1 ON d.document_id = er1.document_id JOIN extraction_results er2 ON d.document_id = er2.document_id JOIN sections s ON d.document_id = s.document_id WHERE d.document_year = '2024' AND er1.safir_field_id = 'DF6611' AND er2.safir_field_id = 'POP' GROUP BY d.city_name, er1.value, er2.value ORDER BY debt_per_capita DESC LIMIT 10;",hard,"[""dette"", ""analyse_communes"", ""indicateurs_financiers""]","[""documents"", ""extraction_results"", ""sections""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000028,Quelle est l'évolution des recettes fiscales pour les budgets principaux (BP) entre 2023 et 2024 ?,"SELECT d.document_year, SUM(CASE WHEN er.safir_field_id = 'RI1' THEN CAST(er.value AS FLOAT) ELSE 0 END) AS total_tax_revenues FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year IN ('2023', '2024') AND d.budget_type = 'BP' GROUP BY d.document_year ORDER BY d.document_year;",medium,"[""recettes_fiscales"", ""evolution_temporelle"", ""budgets_principaux""]","[""documents"", ""extraction_results""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000029,"Quelle est la répartition des dépenses de personnel par type de budget (BP, BA) en 2024 ?","SELECT d.budget_type, SUM(CASE WHEN er.safir_field_id = 'D11' THEN CAST(er.value AS FLOAT) ELSE 0 END) AS total_personnel_expenses FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year = '2024' GROUP BY d.budget_type;",easy,"[""depenses_personnel"", ""repartition"", ""types_budgets""]","[""documents"", ""extraction_results""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000030,Quelles sont les 5 communes avec la plus forte croissance des dépenses d'équipement entre 2023 et 2024 ?,"WITH yearly_expenses AS ( SELECT d.city_name, d.document_year, SUM(CASE WHEN er.safir_field_id = 'D002' THEN CAST(er.value AS FLOAT) ELSE 0 END) AS equipment_expenses FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year IN ('2023', '2024') GROUP BY d.city_name, d.document_year ) SELECT y1.city_name, ((y1.equipment_expenses - y2.equipment_expenses) / NULLIF(y2.equipment_expenses, 0)) * 100 AS growth_rate FROM yearly_expenses y1 JOIN yearly_expenses y2 ON y1.city_name = y2.city_name AND y1.document_year = '2024' AND y2.document_year = '2023' ORDER BY growth_rate DESC LIMIT 5;",hard,"[""depenses_equipement"", ""croissance"", ""analyse_communes""]","[""documents"", ""extraction_results""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000031,"Quelle est la répartition des recettes de fonctionnement par source (fiscales, non fiscales) en 2024 ?","SELECT CASE WHEN er.safir_field_id = 'RI1' THEN 'Fiscales' WHEN er.safir_field_id = 'RI2' THEN 'Non fiscales' ELSE 'Autres' END AS revenue_source, SUM(CAST(er.value AS FLOAT)) AS total_revenues FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year = '2024' AND er.safir_field_id IN ('RI1', 'RI2') GROUP BY CASE WHEN er.safir_field_id = 'RI1' THEN 'Fiscales' WHEN er.safir_field_id = 'RI2' THEN 'Non fiscales' ELSE 'Autres' END;",medium,"[""recettes_fonctionnement"", ""repartition"", ""sources_recettes""]","[""documents"", ""extraction_results""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000032,Quelle est l'évolution des dépenses de fonctionnement pour les communes de moins de 10 000 habitants entre 2023 et 2024 ?,"SELECT d.document_year, SUM(CASE WHEN er.safir_field_id = 'D1' THEN CAST(er.value AS FLOAT) ELSE 0 END) AS total_operating_expenses FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN sections s ON d.document_id = s.document_id WHERE d.document_year IN ('2023', '2024') AND d.siret IN (SELECT d2.siret FROM documents d2 JOIN sections s2 ON d2.document_id = s2.document_id WHERE s2.section_value LIKE '%10 000%' AND s.section_value LIKE '%habitants%') GROUP BY d.document_year ORDER BY d.document_year;",medium,"[""depenses_fonctionnement"", ""evolution_temporelle"", ""analyse_communes""]","[""documents"", ""extraction_results"", ""sections""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000033,"Quelle est la répartition des dépenses d'investissement par catégorie (équipement, remboursement de dette) en 2024 ?","SELECT CASE WHEN er.safir_field_id = 'D001' THEN 'Équipement' WHEN er.safir_field_id = 'D002' THEN 'Remboursement de dette' ELSE 'Autres' END AS investment_category, SUM(CAST(er.value AS FLOAT)) AS total_investment FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year = '2024' AND er.safir_field_id IN ('D001', 'D002') GROUP BY CASE WHEN er.safir_field_id = 'D001' THEN 'Équipement' WHEN er.safir_field_id = 'D002' THEN 'Remboursement de dette' ELSE 'Autres' END;",easy,"[""depenses_investissement"", ""repartition"", ""categories_depenses""]","[""documents"", ""extraction_results""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000034,Quelles sont les 10 communes avec le taux de marge budgétaire le plus élevé en 2024 ?,"SELECT d.city_name, (CAST(er1.value AS FLOAT) - CAST(er2.value AS FLOAT)) / NULLIF(CAST(er2.value AS FLOAT), 0) * 100 AS budget_margin_rate FROM documents d JOIN extraction_results er1 ON d.document_id = er1.document_id JOIN extraction_results er2 ON d.document_id = er2.document_id WHERE d.document_year = '2024' AND er1.safir_field_id = 'RI16' AND er2.safir_field_id = 'D1' GROUP BY d.city_name, er1.value, er2.value ORDER BY budget_margin_rate DESC LIMIT 10;",hard,"[""marge_budgetaire"", ""analyse_communes"", ""indicateurs_financiers""]","[""documents"", ""extraction_results""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000035,Quelle est l'évolution des recettes totales pour les budgets annexes (BA) entre 2023 et 2024 ?,"SELECT d.document_year, SUM(CASE WHEN er.safir_field_id = 'RI16' THEN CAST(er.value AS FLOAT) ELSE 0 END) AS total_revenues FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year IN ('2023', '2024') AND d.budget_type = 'BA' GROUP BY d.document_year ORDER BY d.document_year;",medium,"[""recettes_totales"", ""evolution_temporelle"", ""budgets_annexes""]","[""documents"", ""extraction_results""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000036,"Quelle est la répartition des dépenses de fonctionnement par fonction (éducation, santé, etc.) en 2024 ?","SELECT er.safir_field_id AS function_code, SUM(CAST(er.value AS FLOAT)) AS total_expenses FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year = '2024' AND er.safir_field_id LIKE 'D%' AND er.safir_field_id != 'D1' AND er.safir_field_id != 'D001' AND er.safir_field_id != 'D002' GROUP BY er.safir_field_id;",medium,"[""depenses_fonctionnement"", ""repartition"", ""fonctions_budgetaires""]","[""documents"", ""extraction_results""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000037,Quelles sont les 5 communes avec la plus forte baisse des recettes fiscales entre 2023 et 2024 ?,"WITH yearly_revenues AS ( SELECT d.city_name, d.document_year, SUM(CASE WHEN er.safir_field_id = 'RI1' THEN CAST(er.value AS FLOAT) ELSE 0 END) AS tax_revenues FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year IN ('2023', '2024') GROUP BY d.city_name, d.document_year ) SELECT y1.city_name, ((y1.tax_revenues - y2.tax_revenues) / NULLIF(y2.tax_revenues, 0)) * 100 AS revenue_change FROM yearly_revenues y1 JOIN yearly_revenues y2 ON y1.city_name = y2.city_name AND y1.document_year = '2024' AND y2.document_year = '2023' ORDER BY revenue_change ASC LIMIT 5;",hard,"[""recettes_fiscales"", ""baisse"", ""analyse_communes""]","[""documents"", ""extraction_results""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000038,Quelle est l'évolution des dépenses totales pour les communes de plus de 100 000 habitants entre 2023 et 2024 ?,"SELECT d.document_year, SUM(CASE WHEN er.safir_field_id = 'D1' OR er.safir_field_id = 'D001' OR er.safir_field_id = 'D002' THEN CAST(er.value AS FLOAT) ELSE 0 END) AS total_expenses FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN sections s ON d.document_id = s.document_id WHERE d.document_year IN ('2023', '2024') AND d.siret IN (SELECT d2.siret FROM documents d2 JOIN sections s2 ON d2.document_id = s2.document_id WHERE s2.section_value LIKE '%100 000%' AND s.section_value LIKE '%habitants%') GROUP BY d.document_year ORDER BY d.document_year;",medium,"[""depenses_totales"", ""evolution_temporelle"", ""analyse_communes""]","[""documents"", ""extraction_results"", ""sections""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:37.422592+00:00,3
cand_000039,Quelle est la répartition des documents par type de budget (BP et BA) pour les communes de plus de 100 000 habitants en 2024 ?,"SELECT documents.budget_type, COUNT(*) as document_count FROM documents WHERE documents.document_year = '2024' AND documents.siret IN (SELECT siret FROM documents WHERE LENGTH(city_name) > 100) GROUP BY documents.budget_type;",easy,"[""budget_type"", ""city_name"", ""document_year""]","[""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:55.861390+00:00,4
cand_000040,"Quelles sont les 10 communes avec le plus de documents extraits en 2024, triées par nombre de documents ?","SELECT city_name, COUNT(*) as document_count FROM documents WHERE documents.document_year = '2024' GROUP BY city_name ORDER BY document_count DESC LIMIT 10;",easy,"[""city_name"", ""document_year""]","[""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:58:55.861390+00:00,4
cand_000041,Quelle est la répartition des documents par type de budget (BP et BA) pour les communes avec plus de 100 documents en 2024 ?,"SELECT d.budget_type, COUNT(*) AS nombre_documents FROM documents d WHERE d.document_year = '2024' AND d.city_name IN (SELECT d2.city_name FROM documents d2 GROUP BY d2.city_name HAVING COUNT(*) > 100) GROUP BY d.budget_type;",easy,"[""documents"", ""budget"", ""nombre""]","[""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T16:59:49.206105+00:00,6
cand_000042,Quelle est l'évolution des recettes totales de fonctionnement pour les communes de plus de 50 000 habitants entre 2023 et 2024 ?,"SELECT d.document_year AS annee, SUM(CASE WHEN d.budget_type = 'BP' AND er.safir_field_id = 'Recettes_totales' THEN CAST(er.value AS FLOAT) ELSE 0 END) AS recettes_totales_fonctionnement, COUNT(DISTINCT d.siret) AS nombre_communes FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year IN ('2023', '2024') AND d.city_name IN (SELECT d2.city_name FROM documents d2 JOIN extraction_results er2 ON d2.document_id = er2.document_id WHERE er2.safir_field_id = 'Population' AND CAST(er2.value AS INTEGER) > 50000 GROUP BY d2.city_name) GROUP BY d.document_year ORDER BY annee;",medium,"[""recettes"", ""fonctionnement"", ""evolution"", ""demographie""]","[""documents"", ""extraction_results""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T17:00:59.106034+00:00,7
cand_000043,Quelle est la répartition des dépenses de personnel par type de budget (BP et BA) pour l'année 2024 ?,"SELECT d.budget_type AS type_budget, SUM(CASE WHEN er.safir_field_id = 'D01' THEN CAST(er.value AS FLOAT) ELSE 0 END) AS depenses_personnel FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.document_year = '2024' GROUP BY d.budget_type;",easy,"[""depenses"", ""personnel"", ""budget"", ""comparaison""]","[""documents"", ""extraction_results""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T17:00:59.106815+00:00,7
cand_000044,"Quelle est la répartition des documents par type de budget (BP et BA) pour les communes de plus de 100 000 habitants en 2024, triée par nombre de documents ?","SELECT d.budget_type, d.city_name, COUNT(*) as document_count FROM documents d WHERE d.document_year = '2024' AND LENGTH(d.siret) = 14 AND d.siret NOT LIKE '%000%' GROUP BY d.budget_type, d.city_name HAVING COUNT(*) > 100 ORDER BY document_count DESC;",easy,"[""budget_type"", ""city_name"", ""document_year""]","[""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T17:02:55.222970+00:00,9
cand_000045,Quelle est la répartition des recettes fiscales par commune pour l'année 2023 ?,"SELECT city_name, value, safir_field_id FROM extraction_results JOIN documents ON extraction_results.document_id = documents.document_id WHERE document_year = '2023' AND safir_field_id LIKE 'RF%' GROUP BY city_name, safir_field_id;",easy,"[""recettes_fiscales"", ""analyse_communale""]","[""extraction_results"", ""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T17:03:20.932851+00:00,10
cand_000046,Quelle est l'évolution des dépenses de personnel entre 2023 et 2024 pour les communes de plus de 50 000 habitants ?,"SELECT city_name, document_year, value FROM extraction_results JOIN documents ON extraction_results.document_id = documents.document_id WHERE document_year IN ('2023', '2024') AND safir_field_id = 'D11' AND value > 50000 GROUP BY city_name, document_year;",medium,"[""dépenses_personnel"", ""analyse_temporelle""]","[""extraction_results"", ""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T17:03:20.932851+00:00,10
cand_000047,Quelles sont les 5 communes avec le taux de dette le plus élevé par habitant en 2024 ?,"SELECT city_name, value AS dette_par_habitant FROM extraction_results JOIN documents ON extraction_results.document_id = documents.document_id WHERE document_year = '2024' AND safir_field_id = 'DETTE_PAR_HAB' ORDER BY CAST(value AS FLOAT) DESC LIMIT 5;",hard,"[""dette"", ""analyse_communale""]","[""extraction_results"", ""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T17:03:20.932851+00:00,10
cand_000048,Quelle est l'évolution des dépenses totales d'investissement pour les communes de plus de 50 000 habitants entre 2023 et 2024 ?,"SELECT d.document_year, SUM(CAST(er.value AS FLOAT)) AS total_investment_expenses FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN sections s ON d.document_id = s.document_id WHERE er.safir_field_id = 'D1000' AND s.section_value LIKE '%population%50 000%' GROUP BY d.document_year ORDER BY d.document_year;",medium,"[""investissement"", ""tendance"", ""population""]","[""documents"", ""extraction_results"", ""sections""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T17:04:04.091788+00:00,11
cand_000049,Quelle est la part des recettes fiscales dans les recettes totales de fonctionnement pour les budgets principaux en 2024 ?,"SELECT city_name, (SUM(CASE WHEN safir_field_id = 'RI01' THEN CAST(value AS DECIMAL) ELSE 0 END) / SUM(CASE WHEN safir_field_id IN ('RI01', 'RI02', 'RI03', 'RI04') THEN CAST(value AS DECIMAL) ELSE 0 END)) * 100 AS part_recettes_fiscales FROM documents JOIN extraction_results ON documents.document_id = extraction_results.document_id WHERE document_year = '2024' AND budget_type = 'BP' GROUP BY city_name ORDER BY part_recettes_fiscales DESC;",hard,"[""finance_publique"", ""recettes"", ""analyse_structurelle""]","[""extraction_results"", ""documents""]",True,,mistralai/Mistral-Small-3.2-24B-Instruct-2506,2026-03-10T17:04:52.690832+00:00,12
