"id","text_query","sql_query"
"12","Événements racines (IsRootEvent = 1) qui ont généré le plus grand nombre de mentions dérivées (mentions avec un délai).","SELECT e.GlobalEventID AS 'ID_Evenement_Racine', COUNT(m.GlobalEventID) AS 'Nombre_Mentions_Derivees' FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID WHERE e.IsRootEvent = 1 AND m.MentionTimeDate > e.Day GROUP BY e.GlobalEventID ORDER BY COUNT(m.GlobalEventID) DESC LIMIT 20;"
"13","Acteurs médiatiques (MED) couvrant des événements de conflit, avec le ton moyen de leurs articles.","SELECT e.Actor1Name AS 'Source_Information', AVG(m.MentionDocTone) AS 'Ton_Moyen_Articles', COUNT(DISTINCT m.MentionIdentifier) AS 'Nombre_Articles_Distincts' FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID WHERE e.Actor1Type1Code = 'MED' AND e.QuadClass IN (3, 4) GROUP BY e.Actor1Name HAVING COUNT(DISTINCT m.MentionIdentifier) > 1 ORDER BY AVG(m.MentionDocTone) ASC LIMIT 15;"
"14","Événements avec localisation géographique précise (Geo_Type >= 3) et un ton fortement négatif (< -5).","SELECT e.GlobalEventID AS 'ID_Evenement', e.ActionGeo_Fullname AS 'Lieu_Action', e.ActionGeo_Type AS 'Precision_Geographique', e.AvgTone AS 'Ton_Moyen' FROM events e WHERE e.ActionGeo_Type >= 3 AND e.AvgTone < -5 ORDER BY e.AvgTone ASC LIMIT 20;"
"15","Mois de l'année avec le plus grand nombre d'événements de menace (EventRootCode '13') impliquant des militaires.","SELECT e.MonthYear AS 'Mois_Annee', COUNT(*) AS 'Nombre_Menaces_Militaires' FROM events e WHERE e.EventRootCode = '13' AND (e.Actor1Type1Code = 'MIL' OR e.Actor2Type1Code = 'MIL') GROUP BY e.MonthYear ORDER BY COUNT(*) DESC LIMIT 12;"
"16","Différence de ton entre l'événement principal (AvgTone) et le ton moyen des mentions qui le couvrent.","SELECT e.GlobalEventID AS 'ID_Evenement', e.AvgTone AS 'Ton_Evenement', AVG(m.MentionDocTone) AS 'Ton_Moyen_Mentions', (e.AvgTone - AVG(m.MentionDocTone)) AS 'Difference_Ton' FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID GROUP BY e.GlobalEventID, e.AvgTone HAVING ABS(e.AvgTone - AVG(m.MentionDocTone)) > 2 ORDER BY ABS(e.AvgTone - AVG(m.MentionDocTone)) DESC LIMIT 20;"
"18","Sources médiatiques qui couvrent le plus fréquemment des événements avec un acteur spécifique (ex: USA).","SELECT m.MentionSourceName AS 'Source_Mediatique', COUNT(DISTINCT e.GlobalEventID) AS 'Nombre_Evenements_USA' FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID WHERE e.Actor1CountryCode = 'USA' OR e.Actor2CountryCode = 'USA' GROUP BY m.MentionSourceName ORDER BY COUNT(DISTINCT e.GlobalEventID) DESC LIMIT 15;"
"19","Événements où l'acteur principal et secondaire partagent la même religion.","SELECT e.GlobalEventID AS 'ID_Evenement', e.Actor1Name AS 'Acteur_Principal', e.Actor2Name AS 'Acteur_Secondaire', e.Actor1Religion1Code AS 'Religion_Commune' FROM events e WHERE e.Actor1Religion1Code IS NOT NULL AND e.Actor1Religion1Code = e.Actor2Religion1Code LIMIT 20;"
"20","Évolution annuelle du nombre moyen de mentions par événement pour les conflits matériels (QuadClass 4).","SELECT e.Year AS 'Annee', AVG(e.NumMentions) AS 'Moyenne_Mentions_Par_Evenement', COUNT(*) AS 'Nombre_Evenements_Conflit' FROM events e WHERE e.QuadClass = 4 GROUP BY e.Year ORDER BY e.Year ASC LIMIT 10;"
"3","Différence de ton entre le document source et la moyenne de l'événement pour les actions militaires","SELECT e.GlobalEventID AS 'ID_Evenement', e.EventRootCode AS 'Code_Racine', (m.MentionDocTone - e.AvgTone) AS 'Ecart_Ton', e.NumMentions AS 'Nombre_Mentions', m.MentionSourceName AS 'Source' FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID WHERE e.EventRootCode IN ('18', '19', '20') AND m.MentionDocTone IS NOT NULL AND e.AvgTone IS NOT NULL ORDER BY ABS(m.MentionDocTone - e.AvgTone) DESC LIMIT 75;"
"4","Acteurs civils impliqués dans des événements où la localisation géographique ne correspond pas à leur pays","SELECT e.GlobalEventID AS 'ID_Evenement', e.Actor1Name AS 'Acteur', e.Actor1CountryCode AS 'Pays_Acteur', e.ActionGeo_CountryCode AS 'Pays_Localisation', e.EventCode AS 'Code_Evenement' FROM events e WHERE e.Actor1Type1Code = 'CVL' AND e.Actor1CountryCode IS NOT NULL AND e.ActionGeo_CountryCode IS NOT NULL AND e.Actor1CountryCode <> e.ActionGeo_CountryCode LIMIT 60;"
"5","Événements avec un nombre anormalement élevé d'articles par rapport aux sources","SELECT GlobalEventID AS 'ID_Evenement', NumSources AS 'Nombre_Sources', NumArticles AS 'Nombre_Articles', (NumArticles * 1.0 / NumSources) AS 'Ratio_Articles_Sources', EventRootCode AS 'Code_Racine' FROM events WHERE NumSources > 0 AND NumArticles > (NumSources * 10) ORDER BY (NumArticles * 1.0 / NumSources) DESC LIMIT 50;"
"6","Mentions dont le ton est extrêmement positif pour des événements de conflit matériel","SELECT e.GlobalEventID AS 'ID_Evenement', m.MentionDocTone AS 'Ton_Document', e.QuadClass AS 'Classe_Quad', e.Actor1Name AS 'Acteur_1', e.Actor2Name AS 'Acteur_2' FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID WHERE e.QuadClass = 2 AND m.MentionDocTone > 5 ORDER BY m.MentionDocTone DESC LIMIT 40;"
"7","Groupes ethniques ou religieux mentionnés comme acteurs principaux dans des événements de coopération","SELECT e.GlobalEventID AS 'ID_Evenement', e.Actor1EthnicCode AS 'Groupe_Ethnique', e.Actor1Religion1Code AS 'Religion', e.QuadClass AS 'Classe_Quad', e.GoldsteinScale AS 'Score_Goldstein' FROM events e WHERE (e.Actor1EthnicCode IS NOT NULL OR e.Actor1Religion1Code IS NOT NULL) AND e.QuadClass IN (1, 2) ORDER BY e.GoldsteinScale DESC LIMIT 80;"
"8","Événements où les deux acteurs sont de types différents (ex: gouvernement vs média)","SELECT GlobalEventID AS 'ID_Evenement', Actor1Type1Code AS 'Type_Acteur_1', Actor2Type1Code AS 'Type_Acteur_2', EventRootCode AS 'Code_Racine', AvgTone AS 'Ton_Moyen' FROM events WHERE Actor1Type1Code IS NOT NULL AND Actor2Type1Code IS NOT NULL AND Actor1Type1Code <> Actor2Type1Code ORDER BY Day DESC LIMIT 90;"
"9","Sources médiatiques qui couvrent le plus d'événements avec un ton négatif","SELECT m.MentionSourceName AS 'Source_Mediatique', COUNT(DISTINCT e.GlobalEventID) AS 'Nombre_Evenements', AVG(m.MentionDocTone) AS 'Ton_Moyen_Document' FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID WHERE m.MentionDocTone < -2 GROUP BY m.MentionSourceName HAVING COUNT(DISTINCT e.GlobalEventID) > 5 ORDER BY COUNT(DISTINCT e.GlobalEventID) DESC LIMIT 30;"
"10","Événements de menace ou de coercition impliquant des acteurs militaires","SELECT GlobalEventID AS 'ID_Evenement', EventRootCode AS 'Code_Racine', Actor1Name AS 'Acteur_1', Actor2Name AS 'Acteur_2', GoldsteinScale AS 'Score_Goldstein' FROM events WHERE EventRootCode IN ('13', '17') AND (Actor1Type1Code = 'MIL' OR Actor2Type1Code = 'MIL') ORDER BY GoldsteinScale ASC LIMIT 70;"
"11","Corrélation entre la longueur du document de mention et le ton pour les événements diplomatiques","SELECT e.GlobalEventID AS 'ID_Evenement', m.MentionDocLen AS 'Longueur_Document', m.MentionDocTone AS 'Ton_Document', e.EventRootCode AS 'Code_Racine' FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID WHERE e.EventRootCode = '05' AND m.MentionDocLen IS NOT NULL ORDER BY m.MentionDocLen DESC LIMIT 65;"
"12","Acteurs dont le pays géographique ne correspond pas au code pays, pour les événements racines","SELECT GlobalEventID AS 'ID_Evenement', Actor1Name AS 'Acteur', Actor1CountryCode AS 'Pays_Code', Actor1Geo_CountryCode AS 'Pays_Geo', IsRootEvent AS 'Est_Racine' FROM events WHERE IsRootEvent = 1 AND Actor1CountryCode IS NOT NULL AND Actor1Geo_CountryCode IS NOT NULL AND Actor1CountryCode <> Actor1Geo_CountryCode LIMIT 55;"
"13","Événements avec un très haut niveau de confiance des mentions mais un ton moyen neutre","SELECT e.GlobalEventID AS 'ID_Evenement', AVG(m.Confidence) AS 'Confiance_Moyenne', e.AvgTone AS 'Ton_Moyen_Evenement', e.NumMentions AS 'Nombre_Mentions' FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID GROUP BY e.GlobalEventID HAVING AVG(m.Confidence) > 90 AND ABS(e.AvgTone) < 2 ORDER BY e.NumMentions DESC LIMIT 45;"
"14","Répartition des types d'acteurs pour les événements de classe quad 3 (conflit verbal)","SELECT Actor1Type1Code AS 'Type_Acteur', COUNT(*) AS 'Nombre_Evenements', AVG(GoldsteinScale) AS 'Score_Goldstein_Moyen' FROM events WHERE QuadClass = 3 AND Actor1Type1Code IS NOT NULL GROUP BY Actor1Type1Code ORDER BY COUNT(*) DESC LIMIT 25;"
"15","Mentions dont la date diffère significativement de la date de l'événement","SELECT e.GlobalEventID AS 'ID_Evenement', e.Day AS 'Date_Evenement', m.MentionTimeDate AS 'Date_Mention', ABS(CAST(SUBSTR(m.MentionTimeDate, 1, 8) AS INTEGER) - e.Day) AS 'Difference_Jours', e.EventRootCode AS 'Code_Racine' FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID WHERE ABS(CAST(SUBSTR(m.MentionTimeDate, 1, 8) AS INTEGER) - e.Day) > 7 ORDER BY ABS(CAST(SUBSTR(m.MentionTimeDate, 1, 8) AS INTEGER) - e.Day) DESC LIMIT 85;"
"16","Événements d'aide matérielle (code 07) dirigés vers des pays spécifiques","SELECT GlobalEventID AS 'ID_Evenement', Actor1Name AS 'Donneur', Actor2Name AS 'Beneficiaire', ActionGeo_CountryCode AS 'Pays_Cible', NumArticles AS 'Nombre_Articles' FROM events WHERE EventBaseCode = '071' AND ActionGeo_CountryCode IN ('US', 'FR', 'DE', 'CN') ORDER BY NumArticles DESC LIMIT 60;"
"17","Acteurs non-gouvernementaux impliqués dans des événements de coopération internationale","SELECT e.GlobalEventID AS 'ID_Evenement', e.Actor1Name AS 'Acteur', e.Actor1Type1Code AS 'Type', e.QuadClass AS 'Classe_Quad', e.GoldsteinScale AS 'Score_Goldstein' FROM events e WHERE e.Actor1Type1Code NOT IN ('GOV', 'MIL', 'COP') AND e.QuadClass IN (1, 2) AND e.Actor1CountryCode IS NOT NULL ORDER BY e.GoldsteinScale DESC LIMIT 75;"
"19","Différence de localisation entre l'acteur 1 et le lieu de l'action pour les événements violents","SELECT GlobalEventID AS 'ID_Evenement', Actor1Geo_CountryCode AS 'Pays_Acteur', ActionGeo_CountryCode AS 'Pays_Action', EventRootCode AS 'Code_Racine', GoldsteinScale AS 'Score_Goldstein' FROM events WHERE EventRootCode IN ('18', '19', '20') AND Actor1Geo_CountryCode IS NOT NULL AND ActionGeo_CountryCode IS NOT NULL AND Actor1Geo_CountryCode <> ActionGeo_CountryCode LIMIT 70;"
"20","Événements avec un nombre de mentions très supérieur à la moyenne pour leur classe quad","SELECT GlobalEventID AS 'ID_Evenement', QuadClass AS 'Classe_Quad', NumMentions AS 'Nombre_Mentions', (SELECT AVG(NumMentions) FROM events e2 WHERE e2.QuadClass = e.QuadClass) AS 'Moyenne_Classe', EventRootCode AS 'Code_Racine' FROM events e WHERE NumMentions > 2 * (SELECT AVG(NumMentions) FROM events e2 WHERE e2.QuadClass = e.QuadClass) ORDER BY NumMentions DESC LIMIT 40;"
"1","Calcule le nombre d'événements et le ton moyen par type d'acteur principal pour les événements de conflit matériel.","SELECT Actor1Type1Code AS Type_Acteur, COUNT(*) AS Nombre_Evenements, AVG(AvgTone) AS Ton_Moyen FROM events WHERE QuadClass = 4 GROUP BY Actor1Type1Code ORDER BY Nombre_Evenements DESC;"
"2","Trouve les 10 sources de mentions les plus fréquentes pour les événements impliquant des groupes rebelles.","SELECT m.MentionSourceName AS Source, COUNT(*) AS Nombre_Mentions FROM mentions m JOIN events e ON m.GlobalEventID = e.GlobalEventID WHERE e.Actor1KnownGroupCode IN ('ALQ', 'TAL', 'BOK') OR e.Actor2KnownGroupCode IN ('ALQ', 'TAL', 'BOK') GROUP BY m.MentionSourceName ORDER BY Nombre_Mentions DESC LIMIT 10;"
"3","Calcule le score Goldstein moyen par pays où l'action s'est produite pour les événements de protestation.","SELECT ActionGeo_CountryCode AS Pays, AVG(GoldsteinScale) AS Score_Goldstein_Moyen FROM events WHERE EventRootCode = '14' AND ActionGeo_CountryCode IS NOT NULL GROUP BY ActionGeo_CountryCode ORDER BY Score_Goldstein_Moyen ASC;"
"4","Affiche les événements avec le plus grand écart entre le ton de l'événement et le ton moyen des mentions.","SELECT e.GlobalEventID AS ID_Evenement, e.AvgTone AS Ton_Evenement, AVG(m.MentionDocTone) AS Ton_Mentions_Moyen, ABS(e.AvgTone - AVG(m.MentionDocTone)) AS Ecart_Ton FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID GROUP BY e.GlobalEventID, e.AvgTone HAVING COUNT(m.MentionTimeDate) > 1 ORDER BY Ecart_Ton DESC LIMIT 20;"
"5","Trouve les paires d'acteurs (pays) les plus fréquentes dans les événements de coopération diplomatique.","SELECT Actor1CountryCode AS Acteur1, Actor2CountryCode AS Acteur2, COUNT(*) AS Nombre_Evenements FROM events WHERE EventRootCode = '05' AND Actor1CountryCode IS NOT NULL AND Actor2CountryCode IS NOT NULL GROUP BY Actor1CountryCode, Actor2CountryCode ORDER BY Nombre_Evenements DESC LIMIT 15;"
"8","Trouve les types d'événements (EventRootCode) avec le plus haut ton moyen pour les acteurs gouvernementaux.","SELECT EventRootCode AS Type_Evenement, AVG(AvgTone) AS Ton_Moyen FROM events WHERE Actor1Type1Code = 'GOV' OR Actor2Type1Code = 'GOV' GROUP BY EventRootCode ORDER BY Ton_Moyen DESC LIMIT 10;"
"10","Affiche les événements de menace avec plus de 5 mentions et un ton moyen négatif.","SELECT GlobalEventID AS ID_Evenement, NumMentions AS Nombre_Mentions, AvgTone AS Ton_Moyen FROM events WHERE EventRootCode = '13' AND NumMentions > 5 AND AvgTone < 0 ORDER BY AvgTone ASC LIMIT 20;"
"11","Trouve les sources qui couvrent à la fois des événements de coopération et de conflit.","SELECT m.MentionSourceName AS Source FROM mentions m JOIN events e ON m.GlobalEventID = e.GlobalEventID WHERE e.EventRootCode IN ('04', '05') GROUP BY m.MentionSourceName HAVING COUNT(DISTINCT e.EventRootCode) = 2 LIMIT 15;"
"12","Calcule le pourcentage d'événements par classe QuadClass pour chaque année.","SELECT Year AS Annee, QuadClass AS Classe, COUNT(*) * 100.0 / SUM(COUNT(*)) OVER (PARTITION BY Year) AS Pourcentage FROM events GROUP BY Year, QuadClass ORDER BY Annee, Classe;"
"13","Identifie les événements où l'acteur secondaire est un groupe connu (comme l'ONU) et le ton est positif.","SELECT GlobalEventID AS ID_Evenement, Actor2KnownGroupCode AS Groupe, AvgTone AS Ton FROM events WHERE Actor2KnownGroupCode IS NOT NULL AND AvgTone > 5 ORDER BY AvgTone DESC LIMIT 20;"
"15","Calcule la corrélation approximative entre le nombre de sources et le nombre d'articles par événement.","SELECT (AVG(NumSources * NumArticles) - AVG(NumSources) * AVG(NumArticles)) / (SQRT(AVG(NumSources * NumSources) - AVG(NumSources) * AVG(NumSources)) * SQRT(AVG(NumArticles * NumArticles) - AVG(NumArticles) * AVG(NumArticles))) AS Correlation FROM events WHERE NumSources > 0 AND NumArticles > 0;"
"16","Affiche les événements où la localisation de l'acteur principal et de l'action diffèrent.","SELECT GlobalEventID AS ID_Evenement, Actor1Geo_CountryCode AS Pays_Acteur, ActionGeo_CountryCode AS Pays_Action FROM events WHERE Actor1Geo_CountryCode != ActionGeo_CountryCode AND Actor1Geo_CountryCode IS NOT NULL AND ActionGeo_CountryCode IS NOT NULL LIMIT 20;"
"17","Trouve les codes d'événement de base (EventBaseCode) avec la plus grande variance de ton.","SELECT EventBaseCode AS Code_Evenement, MAX(AvgTone) - MIN(AvgTone) AS Etendue_Ton FROM events WHERE AvgTone IS NOT NULL GROUP BY EventBaseCode HAVING COUNT(*) > 10 ORDER BY Etendue_Ton DESC LIMIT 15;"
"18","Calcule le nombre total de mentions par pays de l'acteur principal pour les événements militaires.","SELECT Actor1CountryCode AS Pays, SUM(NumMentions) AS Total_Mentions FROM events WHERE EventRootCode = '15' AND Actor1CountryCode IS NOT NULL GROUP BY Actor1CountryCode ORDER BY Total_Mentions DESC LIMIT 20;"
"19","Identifie les événements avec un score Goldstein extrême (>7 ou <-7) et un ton moyen contradictoire.","SELECT GlobalEventID AS ID_Evenement, GoldsteinScale AS Score_Goldstein, AvgTone AS Ton_Moyen FROM events WHERE (GoldsteinScale > 7 OR GoldsteinScale < -7) AND (GoldsteinScale * AvgTone < 0) ORDER BY ABS(GoldsteinScale) DESC LIMIT 20;"
"20","Trouve les paires de types d'acteurs les plus conflictuelles (QuadClass 3 ou 4).","SELECT Actor1Type1Code AS Type_Acteur1, Actor2Type1Code AS Type_Acteur2, COUNT(*) AS Nombre_Conflits FROM events WHERE QuadClass IN (3,4) AND Actor1Type1Code IS NOT NULL AND Actor2Type1Code IS NOT NULL GROUP BY Actor1Type1Code, Actor2Type1Code ORDER BY Nombre_Conflits DESC LIMIT 15;"
"21","Calcule le ton moyen des mentions par région géographique (première lettre du code pays d'action).","SELECT SUBSTR(ActionGeo_CountryCode, 1, 1) AS Region, AVG(m.MentionDocTone) AS Ton_Moyen_Mentions FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID WHERE ActionGeo_CountryCode IS NOT NULL GROUP BY Region ORDER BY Ton_Moyen_Mentions DESC;"
"22","Affiche les événements racines (IsRootEvent=1) avec le plus grand nombre de sources uniques.","SELECT GlobalEventID AS ID_Evenement, NumSources AS Nombre_Sources FROM events WHERE IsRootEvent = 1 ORDER BY NumSources DESC LIMIT 20;"
"24","Calcule la différence moyenne de ton entre les événements de coopération matérielle et verbale.","SELECT (SELECT AVG(AvgTone) FROM events WHERE QuadClass = 2) - (SELECT AVG(AvgTone) FROM events WHERE QuadClass = 1) AS Difference_Ton_Cooperation;"
"25","Identifie les événements où l'acteur secondaire est une organisation internationale et l'acteur principal est un gouvernement.","SELECT GlobalEventID AS ID_Evenement, Actor1Name AS Acteur_Principal, Actor2Name AS Acteur_Secondaire FROM events WHERE Actor1Type1Code = 'GOV' AND (Actor2KnownGroupCode LIKE '%IGO%' OR Actor2Type1Code = 'IGO') LIMIT 20;"
"26","Trouve les mois avec une augmentation de plus de 50% du nombre d'événements par rapport au mois précédent.","WITH MonthlyCounts AS (SELECT MonthYear, COUNT(*) AS Nombre_Evenements FROM events GROUP BY MonthYear) SELECT a.MonthYear AS Mois, a.Nombre_Evenements, b.Nombre_Evenements AS Mois_Precedent, (a.Nombre_Evenements - b.Nombre_Evenements) * 100.0 / b.Nombre_Evenements AS Pourcentage_Augmentation FROM MonthlyCounts a JOIN MonthlyCounts b ON a.MonthYear = b.MonthYear + 1 WHERE a.Nombre_Evenements > b.Nombre_Evenements * 1.5 ORDER BY Pourcentage_Augmentation DESC;"
"27","Calcule le ratio mentions/articles par événement pour les événements avec plus de 10 articles.","SELECT GlobalEventID AS ID_Evenement, NumMentions AS Mentions, NumArticles AS Articles, CAST(NumMentions AS REAL) / NumArticles AS Ratio_Mentions_Articles FROM events WHERE NumArticles > 10 ORDER BY Ratio_Mentions_Articles DESC LIMIT 20;"
"28","Affiche les événements où la confiance des mentions est inférieure à 50 mais le nombre de sources est élevé (>3).","SELECT e.GlobalEventID AS ID_Evenement, e.NumSources AS Nombre_Sources, AVG(m.Confidence) AS Confiance_Moyenne FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID GROUP BY e.GlobalEventID, e.NumSources HAVING AVG(m.Confidence) < 50 AND e.NumSources > 3 ORDER BY e.NumSources DESC LIMIT 20;"
"29","Trouve les codes d'événement les plus fréquents pour les acteurs non-étatiques.","SELECT EventRootCode AS Type_Evenement, COUNT(*) AS Nombre_Evenements FROM events WHERE Actor1Type1Code NOT IN ('GOV', 'MIL', 'COP') OR Actor2Type1Code NOT IN ('GOV', 'MIL', 'COP') GROUP BY EventRootCode ORDER BY Nombre_Evenements DESC LIMIT 10;"
"31","Identifie les événements avec des acteurs de religions différentes et un ton négatif.","SELECT GlobalEventID AS ID_Evenement, Actor1Religion1Code AS Religion_Acteur1, Actor2Religion1Code AS Religion_Acteur2, AvgTone AS Ton FROM events WHERE Actor1Religion1Code IS NOT NULL AND Actor2Religion1Code IS NOT NULL AND Actor1Religion1Code != Actor2Religion1Code AND AvgTone < 0 ORDER BY AvgTone ASC LIMIT 20;"
"32","Trouve les 5 paires de pays avec le plus d'événements de coopération matérielle.","SELECT Actor1CountryCode AS Pays1, Actor2CountryCode AS Pays2, COUNT(*) AS Nombre_Cooperations FROM events WHERE QuadClass = 2 AND Actor1CountryCode IS NOT NULL AND Actor2CountryCode IS NOT NULL GROUP BY Actor1CountryCode, Actor2CountryCode ORDER BY Nombre_Cooperations DESC LIMIT 5;"
"33","Calcule le pourcentage d'événements par type de géolocalisation (Geo_Type) pour l'acteur principal.","SELECT Actor1Geo_Type AS Type_Geolocalisation, COUNT(*) * 100.0 / (SELECT COUNT(*) FROM events WHERE Actor1Geo_Type IS NOT NULL) AS Pourcentage FROM events WHERE Actor1Geo_Type IS NOT NULL GROUP BY Actor1Geo_Type ORDER BY Pourcentage DESC;"
"35","Trouve les sources qui mentionnent des événements avec des acteurs criminels plus de 5 fois.","SELECT m.MentionSourceName AS Source, COUNT(*) AS Nombre_Mentions FROM mentions m JOIN events e ON m.GlobalEventID = e.GlobalEventID WHERE e.Actor1Type1Code = 'CRM' OR e.Actor2Type1Code = 'CRM' GROUP BY m.MentionSourceName HAVING COUNT(*) > 5 ORDER BY Nombre_Mentions DESC LIMIT 15;"
"37","Identifie les événements où l'acteur principal et secondaire sont du même type mais de pays différents.","SELECT GlobalEventID AS ID_Evenement, Actor1Type1Code AS Type_Acteur, Actor1CountryCode AS Pays_Acteur1, Actor2CountryCode AS Pays_Acteur2 FROM events WHERE Actor1Type1Code = Actor2Type1Code AND Actor1CountryCode != Actor2CountryCode AND Actor1Type1Code IS NOT NULL LIMIT 20;"
