"id","text_query","sql_query"
"11","Source d'information la plus négative sur les événements (ton moyen des documents)","SELECT MentionSourceName, AVG(MentionDocTone) AS ton_moyen_doc FROM mentions GROUP BY MentionSourceName ORDER BY ton_moyen_doc ASC LIMIT 15;"
"12","Acteurs ayant le plus grand nombre d'événements uniques (identifiés par code)","SELECT Actor1Code, COUNT(DISTINCT GlobalEventID) AS nb_evenements FROM events WHERE Actor1Code IS NOT NULL GROUP BY Actor1Code ORDER BY nb_evenements DESC LIMIT 15;"
"13","Ratio d'événements par jour avec un ton supérieur à 5","SELECT Day, SUM(CASE WHEN AvgTone > 5 THEN 1 ELSE 0 END) * 1.0 / COUNT(*) AS ratio_positifs FROM events WHERE Year = 2015 GROUP BY Day HAVING COUNT(*) > 10 ORDER BY ratio_positifs DESC LIMIT 30;"
"14","Pays impliqués dans le plus grand nombre de types d'événements différents","SELECT Actor1CountryCode, COUNT(DISTINCT EventRootCode) AS nb_types_evenements FROM events WHERE Actor1CountryCode IS NOT NULL GROUP BY Actor1CountryCode ORDER BY nb_types_evenements DESC LIMIT 15;"
"15","Mois avec le plus grand nombre de sources uniques couvrant des événements","SELECT e.MonthYear, COUNT(DISTINCT m.MentionSourceName) AS nb_sources FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID GROUP BY e.MonthYear ORDER BY nb_sources DESC LIMIT 12;"
"16","Événements ayant à la fois des acteurs gouvernementaux et des acteurs civils","SELECT COUNT(*) AS nb_evenements FROM events WHERE Actor1Type1Code = 'GOV' AND Actor2Type1Code = 'CVL' OR Actor1Type1Code = 'CVL' AND Actor2Type1Code = 'GOV';"
"17","Moyenne mobile approximative du ton sur 30 jours (par date ajoutée)","SELECT DATEADDED, AVG(AvgTone) OVER (ORDER BY DATEADDED ROWS BETWEEN 15 PRECEDING AND 15 FOLLOWING) AS ton_mobile FROM events WHERE DATEADDED IS NOT NULL ORDER BY DATEADDED LIMIT 100;"
"18","Pays avec la plus grande proportion d'événements verbaux (codes commençant par 01)","SELECT Actor1CountryCode, SUM(CASE WHEN EventRootCode = '01' THEN 1 ELSE 0 END) * 1.0 / COUNT(*) AS proportion_verbaux FROM events WHERE Actor1CountryCode IS NOT NULL GROUP BY Actor1CountryCode HAVING COUNT(*) > 50 ORDER BY proportion_verbaux DESC LIMIT 15;"
"19","Différence de ton moyen entre les événements impliquant des acteurs de type 1 et 2","SELECT 'Type1' AS acteur_type, AVG(AvgTone) AS ton_moyen FROM events WHERE Actor1Type1Code IS NOT NULL UNION ALL SELECT 'Type2' AS acteur_type, AVG(AvgTone) AS ton_moyen FROM events WHERE Actor2Type1Code IS NOT NULL;"
"20","Principaux types d'événements par année (Top 20)","SELECT Year, EventRootCode, COUNT(*) as event_count FROM events GROUP BY Year, EventRootCode ORDER BY Year, event_count DESC LIMIT 20;"
"21","Acteurs principaux les plus fréquents dans les événements de conflit (Code 20)","SELECT Actor1Name, COUNT(*) as count FROM events WHERE EventRootCode = '20' AND Actor1Name != '' GROUP BY Actor1Name ORDER BY count DESC LIMIT 15;"
"22","Événements par mois et par classe de quad (QuadClass)","SELECT MonthYear, QuadClass, COUNT(*) as nb_evenements FROM events GROUP BY MonthYear, QuadClass ORDER BY MonthYear, QuadClass;"
"23","Tons moyens des événements impliquant des gouvernements","SELECT Year, AVG(AvgTone) as ton_moyen FROM events WHERE Actor1Type1Code = 'GOV' OR Actor2Type1Code = 'GOV' GROUP BY Year ORDER BY Year;"
"24","Pays où se produisent le plus d'événements (par code pays de l'action)","SELECT ActionGeo_CountryCode, COUNT(*) as nb FROM events WHERE ActionGeo_CountryCode != '' GROUP BY ActionGeo_CountryCode ORDER BY nb DESC LIMIT 25;"
"25","Événements avec un nombre d'articles supérieur à la moyenne","SELECT GlobalEventID, EventCode, NumArticles FROM events WHERE NumArticles > (SELECT AVG(NumArticles) FROM events) ORDER BY NumArticles DESC LIMIT 30;"
"26","Mentions par type et par année","SELECT strftime('%Y', EventTimeDate) as annee, MentionType, COUNT(*) as nb_mentions FROM mentions GROUP BY annee, MentionType ORDER BY annee, MentionType;"
"27","Acteurs secondaires les plus cités avec un ton négatif","SELECT Actor2Name, COUNT(*) as nb FROM events WHERE AvgTone < 0 AND Actor2Name != '' GROUP BY Actor2Name ORDER BY nb DESC LIMIT 20;"
"28","Événements de coopération (QuadClass 1) par pays de l'acteur principal","SELECT Actor1CountryCode, COUNT(*) as nb_cooperation FROM events WHERE QuadClass = 1 AND Actor1CountryCode != '' GROUP BY Actor1CountryCode ORDER BY nb_cooperation DESC;"
"29","Sources de presse les plus actives (par nombre de mentions)","SELECT MentionSourceName, COUNT(*) as nb FROM mentions GROUP BY MentionSourceName ORDER BY nb DESC LIMIT 15;"
"30","Écart entre le nombre de mentions et le nombre d'articles (Top 50)","SELECT GlobalEventID, (NumMentions - NumArticles) as ecart FROM events ORDER BY ABS(ecart) DESC LIMIT 50;"
"31","Événements de type 'manifestation' (Code 14) par mois","SELECT MonthYear, COUNT(*) as nb_manifestations FROM events WHERE EventRootCode = '14' GROUP BY MonthYear ORDER BY MonthYear;"
"32","Tons des documents de mention pour des événements violents (Goldstein < -5)","SELECT e.GlobalEventID, m.MentionDocTone FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID WHERE e.GoldsteinScale < -5 ORDER BY m.MentionDocTone LIMIT 40;"
"33","Événements impliquant deux pays différents (acteur principal et secondaire)","SELECT Actor1CountryCode, Actor2CountryCode, COUNT(*) as nb FROM events WHERE Actor1CountryCode != Actor2CountryCode AND Actor1CountryCode != '' AND Actor2CountryCode != '' GROUP BY Actor1CountryCode, Actor2CountryCode ORDER BY nb DESC LIMIT 30;"
"34","Acteurs principaux de type 'organisation internationale' les plus actifs","SELECT Actor1Name, COUNT(*) as nb FROM events WHERE Actor1Type1Code = 'IGO' OR Actor1Type1Code = 'ING' GROUP BY Actor1Name ORDER BY nb DESC LIMIT 20;"
"35","Événements ayant plus de 3 sources de presse différentes","SELECT GlobalEventID, NumSources FROM events WHERE NumSources > 3 ORDER BY NumSources DESC LIMIT 50;"
"36","Répartition des événements par code racine et par ton moyen","SELECT EventRootCode, AVG(AvgTone) as ton_moyen, COUNT(*) as nb FROM events GROUP BY EventRootCode ORDER BY ton_moyen;"
"37","Événements localisés en Afrique (code continent)","SELECT Year, COUNT(*) as nb FROM events WHERE ActionGeo_CountryCode IN ('AO','BF','BI','BJ','BW','CD','CF','CG','CI','CM','CV','DJ','DZ','EG','EH','ER','ET','GA','GH','GM','GN','GQ','GW','KE','KM','LR','LS','LY','MA','MG','ML','MR','MU','MW','MZ','NA','NE','NG','RE','RW','SC','SD','SH','SL','SN','SO','ST','SZ','TD','TG','TN','TZ','UG','YT','ZA','ZM','ZW') GROUP BY Year ORDER BY Year;"
"38","Mentions avec un ton de document très positif (> 5)","SELECT m.GlobalEventID, e.EventCode, m.MentionDocTone FROM mentions m JOIN events e ON m.GlobalEventID = e.GlobalEventID WHERE m.MentionDocTone > 5 ORDER BY m.MentionDocTone DESC LIMIT 30;"
"39","Événements avec un acteur principal civil et un acteur secondaire gouvernemental","SELECT COUNT(*) as nb, Year FROM events WHERE Actor1Type1Code = 'CVL' AND Actor2Type1Code = 'GOV' GROUP BY Year ORDER BY Year;"
"40","Acteurs principaux impliqués dans le plus d'événements par an (Top 10 par an)","SELECT Year, Actor1Name, COUNT(*) as nb FROM events WHERE Actor1Name != '' GROUP BY Year, Actor1Name ORDER BY Year, nb DESC LIMIT 10;"
"41","Événements avec une action géolocalisée au niveau de la ville (Type 3)","SELECT ActionGeo_Fullname, COUNT(*) as nb FROM events WHERE ActionGeo_Type = 3 GROUP BY ActionGeo_Fullname ORDER BY nb DESC LIMIT 25;"
"42","Moyenne d'articles par événement pour chaque classe de quad","SELECT QuadClass, AVG(NumArticles) as moy_articles FROM events GROUP BY QuadClass ORDER BY QuadClass;"
"43","Événements dont le code de base commence par '18' (sanctions)","SELECT GlobalEventID, EventBaseCode, Actor1Name, Actor2Name FROM events WHERE EventBaseCode LIKE '18%' LIMIT 40;"
"44","Différence de ton entre l'événement et ses mentions (moyenne par événement)","SELECT e.GlobalEventID, e.AvgTone, AVG(m.MentionDocTone) as ton_mention_moyen, (e.AvgTone - AVG(m.MentionDocTone)) as diff FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID GROUP BY e.GlobalEventID HAVING ABS(diff) > 2 ORDER BY ABS(diff) DESC LIMIT 50;"
"45","Événements avec plus de 10 mentions dans la table des mentions","SELECT e.GlobalEventID, e.EventCode, COUNT(m.GlobalEventID) as nb_mentions FROM events e JOIN mentions m ON e.GlobalEventID = m.GlobalEventID GROUP BY e.GlobalEventID HAVING nb_mentions > 10 ORDER BY nb_mentions DESC LIMIT 30;"
"46","Acteurs secondaires les plus souvent en conflit avec un acteur principal gouvernemental","SELECT Actor2Name, COUNT(*) as nb FROM events WHERE Actor1Type1Code = 'GOV' AND EventRootCode = '20' AND Actor2Name != '' GROUP BY Actor2Name ORDER BY nb DESC LIMIT 20;"
"47","Mois avec le plus grand nombre d'événements enregistrés","SELECT MonthYear, COUNT(*) as nb FROM events GROUP BY MonthYear ORDER BY nb DESC LIMIT 12;"
"48","Événements où l'acteur principal et l'action sont dans le même pays","SELECT Actor1CountryCode, ActionGeo_CountryCode, COUNT(*) as nb FROM events WHERE Actor1CountryCode = ActionGeo_CountryCode AND Actor1CountryCode != '' GROUP BY Actor1CountryCode ORDER BY nb DESC LIMIT 20;"
"49","Sources de mentions avec la longueur moyenne de document la plus élevée","SELECT MentionSourceName, AVG(MentionDocLen) as longueur_moyenne FROM mentions GROUP BY MentionSourceName ORDER BY longueur_moyenne DESC LIMIT 15;"
"50","Événements de type 'négociations' (Code 03) avec un ton positif","SELECT GlobalEventID, Actor1Name, Actor2Name, AvgTone FROM events WHERE EventRootCode = '03' AND AvgTone > 2 ORDER BY AvgTone DESC LIMIT 30;"
"51","Nombre d'événements par tranche d'échelle de Goldstein","SELECT CASE WHEN GoldsteinScale < -10 THEN '-10 et moins' WHEN GoldsteinScale < -5 THEN '-10 à -5' WHEN GoldsteinScale < 0 THEN '-5 à 0' WHEN GoldsteinScale < 5 THEN '0 à 5' WHEN GoldsteinScale < 10 THEN '5 à 10' ELSE '10 et plus' END as tranche_goldstein, COUNT(*) as nb FROM events GROUP BY tranche_goldstein ORDER BY tranche_goldstein;"
"52","Acteurs principaux dont le pays n'est pas le même que le pays de l'action","SELECT Actor1Name, Actor1CountryCode, ActionGeo_CountryCode, COUNT(*) as nb FROM events WHERE Actor1CountryCode != ActionGeo_CountryCode AND Actor1CountryCode != '' AND ActionGeo_CountryCode != '' GROUP BY Actor1Name, Actor1CountryCode, ActionGeo_CountryCode ORDER BY nb DESC LIMIT 25;"
"53","Événements avec un nombre de sources égal au nombre d'articles","SELECT GlobalEventID, NumSources, NumArticles FROM events WHERE NumSources = NumArticles ORDER BY NumSources DESC LIMIT 30;"
"54","Types d'acteurs principaux les plus courants dans les événements verbaux (QuadClass 2)","SELECT Actor1Type1Code, COUNT(*) as nb FROM events WHERE QuadClass = 2 AND Actor1Type1Code != '' GROUP BY Actor1Type1Code ORDER BY nb DESC LIMIT 10;"
"55","Mentions dont l'heure de l'événement et de la mention sont le même jour","SELECT m.GlobalEventID, m.EventTimeDate, m.MentionTimeDate FROM mentions m WHERE CAST(m.EventTimeDate / 1000000 AS INTEGER) = CAST(m.MentionTimeDate / 1000000 AS INTEGER) LIMIT 40;"
"56","Événements avec un acteur principal et secondaire du même type","SELECT Actor1Type1Code, COUNT(*) as nb FROM events WHERE Actor1Type1Code = Actor2Type1Code AND Actor1Type1Code != '' GROUP BY Actor1Type1Code ORDER BY nb DESC;"
"57","Événements liés au terrorisme (code commençant par 12) par année","SELECT Year, COUNT(*) as nb_terrorisme FROM events WHERE EventCode LIKE '12%' GROUP BY Year ORDER BY Year;"
"58","Pays avec l'échelle de Goldstein moyenne la plus basse (négative)","SELECT ActionGeo_CountryCode, AVG(GoldsteinScale) as goldstein_moyen FROM events WHERE ActionGeo_CountryCode != '' GROUP BY ActionGeo_CountryCode HAVING goldstein_moyen < 0 ORDER BY goldstein_moyen LIMIT 20;"
"59","Mentions avec un niveau de confiance élevé (> 80) pour des événements de conflit","SELECT m.GlobalEventID, e.EventCode, m.Confidence FROM mentions m JOIN events e ON m.GlobalEventID = e.GlobalEventID WHERE m.Confidence > 80 AND e.EventRootCode = '20' ORDER BY m.Confidence DESC LIMIT 30;"
"60","Événements avec un ton moyen extrême (< -10 ou > 10)","SELECT GlobalEventID, AvgTone, EventCode FROM events WHERE AvgTone < -10 OR AvgTone > 10 ORDER BY AvgTone LIMIT 30;"
"61","Acteurs secondaires de type 'rebelle' les plus fréquents","SELECT Actor2Name, COUNT(*) as nb FROM events WHERE Actor2Type1Code = 'REB' AND Actor2Name != '' GROUP BY Actor2Name ORDER BY nb DESC LIMIT 15;"
"62","Événements avec une action en Amérique du Nord (codes pays US, CA, MX)","SELECT Year, COUNT(*) as nb FROM events WHERE ActionGeo_CountryCode IN ('US','CA','MX') GROUP BY Year ORDER BY Year;"
"63","Mentions provenant de sources avec 'bbc' dans le nom","SELECT MentionSourceName, COUNT(*) as nb FROM mentions WHERE MentionSourceName LIKE '%bbc%' GROUP BY MentionSourceName ORDER BY nb DESC;"
"64","Événements où le nombre de mentions est supérieur à 100","SELECT GlobalEventID, NumMentions, EventCode FROM events WHERE NumMentions > 100 ORDER BY NumMentions DESC LIMIT 25;"
"65","Répartition des événements par code de religion de l'acteur principal","SELECT Actor1Religion1Code, COUNT(*) as nb FROM events WHERE Actor1Religion1Code != '' GROUP BY Actor1Religion1Code ORDER BY nb DESC LIMIT 15;"
"66","Événements avec un code d'événement de base '113' (recherche de soutien)","SELECT GlobalEventID, Actor1Name, Actor2Name, AvgTone FROM events WHERE EventBaseCode = '113' LIMIT 30;"
"67","Moyenne du ton des mentions par type de mention","SELECT MentionType, AVG(MentionDocTone) as ton_moyen FROM mentions GROUP BY MentionType ORDER BY MentionType;"
"68","Événements impliquant des civils (CVL) comme acteur principal et secondaire","SELECT COUNT(*) as nb, Year FROM events WHERE Actor1Type1Code = 'CVL' AND Actor2Type1Code = 'CVL' GROUP BY Year ORDER BY Year;"
"69","Acteurs principaux présents dans plus de 50 événements","SELECT Actor1Name, COUNT(*) as nb FROM events WHERE Actor1Name != '' GROUP BY Actor1Name HAVING nb > 50 ORDER BY nb DESC;"
"70","Événements avec une action en Europe de l'Ouest (codes pays sélectionnés)","SELECT ActionGeo_CountryCode, COUNT(*) as nb FROM events WHERE ActionGeo_CountryCode IN ('GB','FR','DE','IT','ES','PT','NL','BE','LU','IE','CH','AT') GROUP BY ActionGeo_CountryCode ORDER BY nb DESC;"
"71","Événements de type 'coopération économique' (QuadClass 1 et code base 1**)","SELECT Year, COUNT(*) as nb FROM events WHERE QuadClass = 1 AND EventBaseCode LIKE '1%' GROUP BY Year ORDER BY Year;"
"72","Événements avec un acteur principal gouvernemental et un acteur secondaire civil","SELECT Actor1CountryCode, COUNT(*) as nb FROM events WHERE Actor1Type1Code = 'GOV' AND Actor2Type1Code = 'CVL' AND Actor1CountryCode != '' GROUP BY Actor1CountryCode ORDER BY nb DESC LIMIT 20;"
"73","Ton moyen des événements par année et par classe de quad","SELECT Year, QuadClass, AVG(AvgTone) as ton_moyen FROM events GROUP BY Year, QuadClass ORDER BY Year, QuadClass;"
"74","Événements avec un code d'événement racine '19' (utilisation de la force)","SELECT MonthYear, COUNT(*) as nb FROM events WHERE EventRootCode = '19' GROUP BY MonthYear ORDER BY MonthYear;"
"75","Mentions avec un offset de caractère pour l'acteur principal supérieur à 500","SELECT GlobalEventID, Actor1CharOffset FROM mentions WHERE Actor1CharOffset > 500 ORDER BY Actor1CharOffset DESC LIMIT 30;"
"76","Acteurs principaux dont le nom contient 'Nations'","SELECT Actor1Name, COUNT(*) as nb FROM events WHERE Actor1Name LIKE '%Nations%' GROUP BY Actor1Name ORDER BY nb DESC;"
"77","Événements avec un ton moyen positif et une échelle de Goldstein positive","SELECT GlobalEventID, AvgTone, GoldsteinScale FROM events WHERE AvgTone > 0 AND GoldsteinScale > 0 ORDER BY GoldsteinScale DESC LIMIT 40;"
"78","Nombre d'événements par jour pour un mois donné (ex: mars 2015)","SELECT Day, COUNT(*) as nb FROM events WHERE MonthYear = 201503 GROUP BY Day ORDER BY Day;"
"79","Événements où l'acteur secondaire est un média (type MED)","SELECT Actor1Name, COUNT(*) as nb FROM events WHERE Actor2Type1Code = 'MED' AND Actor1Name != '' GROUP BY Actor1Name ORDER BY nb DESC LIMIT 20;"
"80","Mentions avec une longueur de document inférieure à 1000 caractères","SELECT GlobalEventID, MentionDocLen FROM mentions WHERE MentionDocLen < 1000 ORDER BY MentionDocLen LIMIT 30;"
"81","Événements avec un code de groupe connu pour l'acteur principal (non vide)","SELECT Actor1KnownGroupCode, COUNT(*) as nb FROM events WHERE Actor1KnownGroupCode != '' GROUP BY Actor1KnownGroupCode ORDER BY nb DESC LIMIT 15;"
"82","Événements avec une action en Asie (codes pays sélectionnés)","SELECT ActionGeo_CountryCode, COUNT(*) as nb FROM events WHERE ActionGeo_CountryCode IN ('CN','JP','IN','KR','ID','TH','VN','PH','MY','SG') GROUP BY ActionGeo_CountryCode ORDER BY nb DESC;"
"83","Mentions dont le ton du document est très négatif (< -10)","SELECT m.GlobalEventID, e.EventCode, m.MentionDocTone FROM mentions m JOIN events e ON m.GlobalEventID = e.GlobalEventID WHERE m.MentionDocTone < -10 ORDER BY m.MentionDocTone LIMIT 30;"
"84","Événements avec un acteur principal de type 'entreprise' (COR)","SELECT Year, COUNT(*) as nb FROM events WHERE Actor1Type1Code = 'COR' GROUP BY Year ORDER BY Year;"
"85","Différence entre le nombre de sources et le nombre d'articles (Top 30)","SELECT GlobalEventID, (NumSources - NumArticles) as diff FROM events ORDER BY ABS(diff) DESC LIMIT 30;"
"86","Événements de conflit verbal (QuadClass 2) avec un ton négatif","SELECT GlobalEventID, EventCode, AvgTone FROM events WHERE QuadClass = 2 AND AvgTone < 0 ORDER BY AvgTone LIMIT 40;"
"87","Mentions par heure de la journée (basé sur les 4 derniers chiffres de MentionTimeDate)","SELECT CAST((MentionTimeDate % 10000) / 100 AS INTEGER) as heure, COUNT(*) as nb FROM mentions GROUP BY heure ORDER BY heure;"
"88","Acteurs principaux impliqués dans des événements avec une échelle de Goldstein très positive (> 7)","SELECT Actor1Name, COUNT(*) as nb FROM events WHERE GoldsteinScale > 7 AND Actor1Name != '' GROUP BY Actor1Name ORDER BY nb DESC LIMIT 20;"
"89","Événements avec un code d'action géographique de type 1 (pays)","SELECT ActionGeo_CountryCode, COUNT(*) as nb FROM events WHERE ActionGeo_Type = 1 GROUP BY ActionGeo_CountryCode ORDER BY nb DESC LIMIT 25;"
"90","Mentions pour des événements avec plus de 5 articles","SELECT m.GlobalEventID, e.NumArticles, m.MentionSourceName FROM mentions m JOIN events e ON m.GlobalEventID = e.GlobalEventID WHERE e.NumArticles > 5 ORDER BY e.NumArticles DESC LIMIT 40;"
"91","Événements dont le code de base se termine par '3' (sous-catégorie)","SELECT EventBaseCode, COUNT(*) as nb FROM events WHERE EventBaseCode LIKE '%3' GROUP BY EventBaseCode ORDER BY nb DESC LIMIT 20;"
"92","Acteurs secondaires avec un code de religion spécifique (ex: MUS)","SELECT Actor2Name, COUNT(*) as nb FROM events WHERE Actor2Religion1Code = 'MUS' AND Actor2Name != '' GROUP BY Actor2Name ORDER BY nb DESC LIMIT 15;"
"93","Événements avec une date ajoutée (DATEADDED) postérieure à 20150101","SELECT GlobalEventID, DATEADDED FROM events WHERE DATEADDED > 20150101000000 ORDER BY DATEADDED LIMIT 30;"
"94","Mentions avec un identifiant contenant 'nytimes.com'","SELECT MentionIdentifier, COUNT(*) as nb FROM mentions WHERE MentionIdentifier LIKE '%nytimes.com%' GROUP BY MentionIdentifier ORDER BY nb DESC LIMIT 10;"
"95","Événements avec un acteur principal et secondaire ayant le même code de pays","SELECT Actor1CountryCode, COUNT(*) as nb FROM events WHERE Actor1CountryCode = Actor2CountryCode AND Actor1CountryCode != '' GROUP BY Actor1CountryCode ORDER BY nb DESC LIMIT 20;"
"96","Ton moyen des événements par code de pays de l'action pour l'année 2014","SELECT ActionGeo_CountryCode, AVG(AvgTone) as ton_moyen FROM events WHERE Year = 2014 AND ActionGeo_CountryCode != '' GROUP BY ActionGeo_CountryCode ORDER BY ton_moyen DESC LIMIT 25;"
"97","Événements avec un code d'événement racine '10' (demande)","SELECT MonthYear, COUNT(*) as nb FROM events WHERE EventRootCode = '10' GROUP BY MonthYear ORDER BY MonthYear;"
"98","Mentions avec un type 2 (citation)","SELECT m.GlobalEventID, e.EventCode FROM mentions m JOIN events e ON m.GlobalEventID = e.GlobalEventID WHERE m.MentionType = 2 LIMIT 30;"
"99","Acteurs principaux de type 'gouvernement' avec le ton moyen le plus élevé","SELECT Actor1Name, AVG(AvgTone) as ton_moyen FROM events WHERE Actor1Type1Code = 'GOV' AND Actor1Name != '' GROUP BY Actor1Name ORDER BY ton_moyen DESC LIMIT 20;"
"100","Événements avec une action en Amérique du Sud (codes pays sélectionnés)","SELECT ActionGeo_CountryCode, COUNT(*) as nb FROM events WHERE ActionGeo_CountryCode IN ('AR','BO','BR','CL','CO','EC','GY','PE','PY','SR','UY','VE') GROUP BY ActionGeo_CountryCode ORDER BY nb DESC;"
"101","Mentions dont la date de l'événement est antérieure à 2010","SELECT m.GlobalEventID, m.EventTimeDate FROM mentions m WHERE CAST(m.EventTimeDate / 1000000 AS INTEGER) < 20100101 LIMIT 20;"
"102","Événements avec un code d'ethnie pour l'acteur principal (non vide)","SELECT Actor1EthnicCode, COUNT(*) as nb FROM events WHERE Actor1EthnicCode != '' GROUP BY Actor1EthnicCode ORDER BY nb DESC LIMIT 10;"
"103","Événements de coopération matérielle (code base 11*)","SELECT Year, COUNT(*) as nb FROM events WHERE EventBaseCode LIKE '11%' GROUP BY Year ORDER BY Year;"
"104","Acteurs secondaires les plus souvent mentionnés avec un acteur principal des États-Unis","SELECT Actor2Name, COUNT(*) as nb FROM events WHERE Actor1CountryCode = 'US' AND Actor2Name != '' GROUP BY Actor2Name ORDER BY nb DESC LIMIT 20;"
"105","Mentions avec un niveau de confiance moyen par source","SELECT MentionSourceName, AVG(Confidence) as confiance_moyenne FROM mentions GROUP BY MentionSourceName HAVING confiance_moyenne > 50 ORDER BY confiance_moyenne DESC LIMIT 15;"
"106","Événements avec un ton moyen et un nombre de mentions tous deux élevés (supérieurs à la moyenne)","SELECT GlobalEventID, AvgTone, NumMentions FROM events WHERE AvgTone > (SELECT AVG(AvgTone) FROM events) AND NumMentions > (SELECT AVG(NumMentions) FROM events) ORDER BY NumMentions DESC LIMIT 30;"
"107","Événements avec un code d'événement de base '021' (accusation)","SELECT GlobalEventID, Actor1Name, Actor2Name FROM events WHERE EventBaseCode = '021' LIMIT 30;"
"108","Répartition des événements par type d'acteur principal et secondaire (Top 20 combinaisons)","SELECT Actor1Type1Code, Actor2Type1Code, COUNT(*) as nb FROM events WHERE Actor1Type1Code != '' AND Actor2Type1Code != '' GROUP BY Actor1Type1Code, Actor2Type1Code ORDER BY nb DESC LIMIT 20;"
"109","Mentions pour des événements avec un code d'action géographique de type 2 (état/région)","SELECT m.GlobalEventID, e.ActionGeo_ADM1Code FROM mentions m JOIN events e ON m.GlobalEventID = e.GlobalEventID WHERE e.ActionGeo_Type = 2 LIMIT 30;"
"110","Événements avec un acteur principal 'RUSSIA' et un acteur secondaire 'UKRAINE'","SELECT GlobalEventID, EventCode, AvgTone FROM events WHERE Actor1Name = 'RUSSIA' AND Actor2Name = 'UKRAINE' ORDER BY Day LIMIT 20;"
"111","Ton moyen des événements par mois pour l'année 2013","SELECT MonthYear, AVG(AvgTone) as ton_moyen FROM events WHERE Year = 2013 GROUP BY MonthYear ORDER BY MonthYear;"
"112","Événements avec un code de groupe connu pour l'acteur secondaire (non vide)","SELECT Actor2KnownGroupCode, COUNT(*) as nb FROM events WHERE Actor2KnownGroupCode != '' GROUP BY Actor2KnownGroupCode ORDER BY nb DESC LIMIT 15;"
"113","Mentions dont le document a un ton neutre (entre -1 et 1)","SELECT m.GlobalEventID, m.MentionDocTone FROM mentions m WHERE m.MentionDocTone BETWEEN -1 AND 1 ORDER BY m.MentionDocTone LIMIT 40;"
"114","Événements avec une échelle de Goldstein extrêmement négative (< -10)","SELECT GlobalEventID, GoldsteinScale, EventCode FROM events WHERE GoldsteinScale < -10 ORDER BY GoldsteinScale LIMIT 30;"
"115","Acteurs principaux présents dans des événements de différentes classes de quad","SELECT Actor1Name, COUNT(DISTINCT QuadClass) as nb_classes FROM events WHERE Actor1Name != '' GROUP BY Actor1Name HAVING nb_classes > 1 ORDER BY nb_classes DESC LIMIT 25;"
"116","Événements avec un code de base '100' (rendre visite)","SELECT Year, COUNT(*) as nb FROM events WHERE EventBaseCode = '100' GROUP BY Year ORDER BY Year;"
"117","Mentions avec un offset de caractère pour l'action supérieur à celui de l'acteur principal","SELECT GlobalEventID, ActionCharOffset, Actor1CharOffset FROM mentions WHERE ActionCharOffset > Actor1CharOffset ORDER BY ActionCharOffset DESC LIMIT 30;"
